ROI,Effect,MeanEffect,StdEffect,StderrEffect
1,S,1.223291,0.711993,0.183836
1,N,1.280865,0.700731,0.180928
2,S,1.213317,0.833125,0.215112
2,N,1.246630,1.100329,0.284104
3,S,0.775093,0.675389,0.174385
3,N,0.803261,0.734395,0.189620
4,S,1.112716,0.624165,0.161159
4,N,0.640499,0.633187,0.163488
5,S,1.754184,1.350513,0.348701
5,N,0.837168,1.094824,0.282682
6,S,1.470320,1.182030,0.305199
6,N,0.562503,0.661131,0.170703
7,S,1.009994,1.505441,0.388703
7,N,0.195555,1.133739,0.292730
8,S,0.407245,0.467465,0.120699
8,N,0.124515,0.459076,0.118533
9,S,3.532516,2.164545,0.558883
9,N,1.780432,1.549894,0.400181
10,S,-0.042222,0.841320,0.217228
10,N,-0.018910,0.687080,0.177403
11,S,0.979274,0.828286,0.213863
11,N,0.971722,0.820575,0.211872
12,S,0.350016,0.845568,0.218325
12,N,-0.006971,0.761316,0.196571
13,S,0.816572,1.294033,0.334118
13,N,0.665572,1.214360,0.313547
14,S,0.743455,1.495402,0.386111
14,N,0.551205,1.534895,0.396308
15,S,1.491142,1.527146,0.394307
15,N,0.658894,0.900960,0.232627
16,S,0.865579,1.347325,0.347878
16,N,0.554524,1.247369,0.322069
17,S,0.783494,1.176690,0.303820
17,N,0.727125,1.318078,0.340326
18,S,0.794215,1.453137,0.375198
18,N,0.049894,1.043293,0.269377
19,S,1.149682,1.423531,0.367554
19,N,0.283088,0.659235,0.170214
20,S,0.012251,1.003608,0.259130
20,N,0.510830,0.847974,0.218946
21,S,0.171378,0.340279,0.087860
21,N,0.128213,0.365990,0.094498
22,S,0.905561,1.377276,0.355611
22,N,0.466082,1.017040,0.262599
23,S,1.133356,1.212530,0.313074
23,N,0.552381,0.995393,0.257009
24,S,0.296724,0.551653,0.142436
24,N,0.080676,0.463490,0.119673
25,S,0.261615,0.719804,0.185852
25,N,0.323602,0.808097,0.208650
26,S,0.085309,0.385925,0.099645
26,N,0.166921,0.362879,0.093695
27,S,0.204048,1.005953,0.259736
27,N,0.214445,1.005406,0.259595
28,S,-0.074897,0.243433,0.062854
28,N,-0.064480,0.203854,0.052635
29,S,1.176099,1.404611,0.362669
29,N,0.719017,1.012427,0.261407
30,S,0.234779,0.654518,0.168996
30,N,0.257326,0.612995,0.158275
31,S,0.636226,1.255667,0.324212
31,N,0.115016,0.655808,0.169329
32,S,0.190440,0.482299,0.124529
32,N,0.134762,0.398253,0.102828
33,S,0.584622,0.951785,0.245750
33,N,0.615467,0.997060,0.257440
34,S,0.055877,0.216411,0.055877
34,N,0.039573,0.153266,0.039573
35,S,0.578819,0.955579,0.246730
35,N,0.187285,0.629246,0.162471
36,S,0.056124,0.135436,0.034969
36,N,0.042860,0.181105,0.046761
37,S,0.112473,0.261383,0.067489
37,N,0.250218,0.444852,0.114860
38,S,0.124240,0.423730,0.109407
38,N,0.021531,0.286931,0.074085
39,S,0.344380,0.706685,0.182465
39,N,0.095554,0.187678,0.048458
40,S,0.000000,0.000000,0.000000
40,N,0.000000,0.000000,0.000000
41,S,0.076625,0.258414,0.066722
41,N,0.209912,0.576014,0.148726
42,S,0.008852,0.083200,0.021482
42,N,-0.003330,0.035671,0.009210
43,S,0.000000,0.000000,0.000000
43,N,0.000000,0.000000,0.000000
44,S,0.000000,0.000000,0.000000
44,N,0.000000,0.000000,0.000000
45,S,0.000000,0.000000,0.000000
45,N,0.000000,0.000000,0.000000
46,S,0.000000,0.000000,0.000000
46,N,0.000000,0.000000,0.000000
47,S,0.000000,0.000000,0.000000
47,N,0.000000,0.000000,0.000000
48,S,0.000000,0.000000,0.000000
48,N,0.000000,0.000000,0.000000
