ROI,Effect,MeanEffect,StdEffect,StderrEffect
18,WComp,0.068729,0.259907,0.069463
18,Artic,1.504132,1.033705,0.276269
19,SProd,2.706553,1.998431,0.534103
19,EvSem,1.612410,1.249952,0.334064
19,WProd,3.031740,2.136033,0.570879
19,SComp,0.061226,0.785859,0.210030
19,WComp,0.258292,0.634880,0.169679
19,Artic,3.509482,2.202994,0.588775
20,SProd,1.847265,1.139938,0.304661
20,EvSem,1.124504,0.956282,0.255577
20,WProd,1.879801,1.107607,0.296020
20,SComp,0.321953,0.581343,0.155371
20,WComp,0.472596,0.731545,0.195514
20,Artic,2.212356,1.121299,0.299680
21,SProd,2.474324,1.712598,0.457711
21,EvSem,1.409840,0.841272,0.224840
21,WProd,2.625445,1.749578,0.467594
21,SComp,-0.154333,0.756444,0.202168
21,WComp,0.135931,0.645073,0.172403
21,Artic,2.924578,1.872452,0.500434
22,SProd,1.581555,0.796780,0.212948
22,EvSem,1.219130,0.920199,0.245934
22,WProd,1.803905,0.998621,0.266893
22,SComp,0.057188,0.612220,0.163623
22,WComp,0.292405,0.434246,0.116057
22,Artic,2.077415,1.073387,0.286875
23,SProd,4.053733,3.567175,0.953368
23,EvSem,1.691526,2.700776,0.721813
23,WProd,4.130299,3.738823,0.999242
23,SComp,-0.030833,1.146766,0.306486
23,WComp,0.073969,0.867639,0.231886
23,Artic,4.137722,3.715836,0.993099
24,SProd,1.865990,1.235422,0.330180
24,EvSem,1.299282,0.736786,0.196914
24,WProd,1.936619,1.347191,0.360052
24,SComp,0.081159,0.595245,0.159086
24,WComp,0.227137,0.548831,0.146681
24,Artic,2.259303,1.491989,0.398751
25,SProd,1.737653,1.070975,0.286230
25,EvSem,1.503063,0.881673,0.235637
25,WProd,2.051997,1.338816,0.357814
25,SComp,-0.003076,0.694054,0.185494
25,WComp,0.268438,0.410156,0.109619
25,Artic,2.322230,1.575945,0.421189
26,SProd,3.314707,1.813845,0.484770
26,EvSem,2.135645,1.443691,0.385843
26,WProd,3.622299,2.213990,0.591714
26,SComp,-0.133209,0.866306,0.231530
26,WComp,0.302084,0.679308,0.181553
26,Artic,4.045277,2.351182,0.628380
27,SProd,2.199725,1.520507,0.406373
27,EvSem,1.831317,1.225879,0.327630
27,WProd,2.453030,1.704062,0.455430
27,SComp,-0.197882,0.883340,0.236083
27,WComp,0.053306,0.702440,0.187735
27,Artic,2.694230,2.099035,0.560991
28,SProd,1.328939,0.887957,0.237316
28,EvSem,1.194909,0.679238,0.181534
28,WProd,1.433688,1.083998,0.289711
28,SComp,0.772367,0.692381,0.185047
28,WComp,0.965261,0.738031,0.197247
28,Artic,1.627035,1.184897,0.316677
29,SProd,1.408837,1.147555,0.306697
29,EvSem,1.145685,0.767414,0.205100
29,WProd,1.746069,1.222024,0.326600
29,SComp,0.067965,0.689684,0.184326
29,WComp,0.290284,0.397772,0.106309
29,Artic,2.026844,1.379567,0.368705
30,SProd,2.812460,1.660995,0.443920
30,EvSem,1.730735,1.385205,0.370211
30,WProd,2.806860,1.760819,0.470599
30,SComp,0.147463,0.870926,0.232765
30,WComp,0.283659,0.922366,0.246513
30,Artic,2.988188,1.540557,0.411731
31,SProd,1.519560,0.958307,0.256118
31,EvSem,1.374354,0.826643,0.220930
31,WProd,1.629748,1.118791,0.299010
31,SComp,0.440078,0.567377,0.151638
31,WComp,0.583677,0.572721,0.153066
31,Artic,1.573503,1.033136,0.276117
32,SProd,1.023074,0.745834,0.199333
32,EvSem,0.458739,0.424351,0.113413
32,WProd,1.136974,0.922999,0.246682
32,SComp,0.075656,0.412919,0.110357
32,WComp,0.119407,0.313957,0.083909
32,Artic,1.248814,0.860285,0.229921
33,SProd,1.064649,0.910903,0.243449
33,EvSem,0.401676,0.608657,0.162670
33,WProd,1.175919,1.071250,0.286304
33,SComp,-0.028878,0.451398,0.120641
33,WComp,0.020421,0.424700,0.113506
33,Artic,1.234884,1.172405,0.313339
34,SProd,1.273765,0.859073,0.229597
34,EvSem,1.263417,0.700711,0.187273
34,WProd,1.782024,1.170235,0.312759
34,SComp,0.627609,0.381370,0.101925
34,WComp,0.809413,0.423027,0.113059
34,Artic,1.914288,1.122105,0.299895
35,SProd,1.970405,1.489396,0.398058
35,EvSem,2.006014,1.375237,0.367548
35,WProd,2.098458,1.429395,0.382022
35,SComp,0.252320,0.840073,0.224519
35,WComp,0.476839,0.710317,0.189840
35,Artic,2.200315,1.774102,0.474149
36,SProd,1.976056,1.532350,0.409538
36,EvSem,1.359134,0.983872,0.262951
36,WProd,1.975925,1.376267,0.367823
36,SComp,0.084013,0.665316,0.177813
36,WComp,0.189201,0.517962,0.138431
36,Artic,2.181645,1.765248,0.471782
37,SProd,0.877563,0.756975,0.202310
37,EvSem,0.664005,0.718459,0.192016
37,WProd,1.045517,0.840221,0.224559
37,SComp,-0.011056,0.318568,0.085141
37,WComp,0.028667,0.238113,0.063638
37,Artic,1.042573,0.886241,0.236858
38,SProd,1.912572,1.297291,0.346715
38,EvSem,1.923425,1.236995,0.330601
38,WProd,2.131573,1.307804,0.349525
38,SComp,0.274733,0.636751,0.170179
38,WComp,0.484121,0.522056,0.139525
38,Artic,2.272755,1.602386,0.428256
39,SProd,1.079748,0.960227,0.256632
39,EvSem,0.771425,0.510425,0.136417
39,WProd,1.081673,0.869030,0.232258
39,SComp,0.281438,0.432027,0.115464
39,WComp,0.376067,0.473417,0.126526
39,Artic,1.261305,1.166250,0.311694
40,SProd,1.404770,0.973996,0.260311
40,EvSem,1.062367,0.693288,0.185289
40,WProd,1.421245,0.971937,0.259761
40,SComp,0.199382,0.719625,0.192328
40,WComp,0.351995,0.546332,0.146013
40,Artic,1.475463,1.107770,0.296064
41,SProd,0.779259,0.663248,0.177260
41,EvSem,0.530193,0.416279,0.111255
41,WProd,0.763556,0.745091,0.199134
41,SComp,0.011111,0.280102,0.074860
41,WComp,0.094101,0.257701,0.068874
41,Artic,0.776532,0.752719,0.201173
42,SProd,2.298164,1.400569,0.374318
42,EvSem,1.032714,0.982723,0.262644
42,WProd,1.804956,1.465005,0.391539
42,SComp,0.260367,0.565895,0.151242
42,WComp,0.561231,0.619144,0.165473
42,Artic,2.147851,1.409186,0.376621
43,SProd,0.874427,0.709552,0.189636
43,EvSem,1.183926,0.838553,0.224113
43,WProd,1.257684,0.905691,0.242056
43,SComp,0.365105,0.456742,0.122069
43,WComp,0.536013,0.347265,0.092811
43,Artic,1.157415,0.942606,0.251922
44,SProd,1.135309,1.054059,0.281709
44,EvSem,0.980261,0.730167,0.195145
44,WProd,1.250980,0.909851,0.243168
44,SComp,0.072509,0.490488,0.131088
44,WComp,0.145560,0.451003,0.120536
44,Artic,1.427257,1.410365,0.376936
45,SProd,0.918989,0.923867,0.246914
45,EvSem,0.656478,0.686149,0.183381
45,WProd,0.970713,0.924625,0.247116
45,SComp,-0.001988,0.669519,0.178937
45,WComp,0.056477,0.569892,0.152310
45,Artic,1.130911,1.235920,0.330314
46,SProd,2.586213,2.022954,0.540657
46,EvSem,1.864980,1.231410,0.329108
46,WProd,2.572096,2.029032,0.542282
46,SComp,0.104625,1.053720,0.281618
46,WComp,0.308762,0.729114,0.194864
46,Artic,2.514153,1.980344,0.529269
47,SProd,0.609246,0.603433,0.161274
47,EvSem,0.468024,0.432572,0.115610
47,WProd,0.670855,0.689056,0.184158
47,SComp,-0.000565,0.329991,0.088194
47,WComp,0.049014,0.294857,0.078804
47,Artic,0.670295,0.733210,0.195959
48,SProd,0.539441,0.451140,0.120572
48,EvSem,0.717290,0.591229,0.158013
48,WProd,0.750265,0.567695,0.151723
48,SComp,0.214981,0.459305,0.122754
48,WComp,0.364658,0.371603,0.099315
48,Artic,0.865584,0.816157,0.218127
49,SProd,2.854002,3.353361,0.896224
49,EvSem,1.149765,1.990974,0.532110
49,WProd,2.893317,3.397140,0.907924
49,SComp,0.212430,1.157202,0.309275
49,WComp,0.414283,1.108263,0.296196
49,Artic,3.194077,4.060721,1.085273
50,SProd,0.677692,0.504347,0.134792
50,EvSem,0.617251,0.573053,0.153155
50,WProd,0.690357,0.699247,0.186882
50,SComp,0.120842,0.344209,0.091994
50,WComp,0.163345,0.335875,0.089766
50,Artic,0.514276,0.633076,0.169197
51,SProd,2.237019,2.012495,0.537862
51,EvSem,1.748363,2.173857,0.580988
51,WProd,2.401915,2.249913,0.601315
51,SComp,0.476880,1.250323,0.334163
51,WComp,0.692815,1.223446,0.326980
51,Artic,2.262195,2.527027,0.675376
52,SProd,3.630392,3.620894,0.967725
52,EvSem,2.226315,1.662922,0.444435
52,WProd,3.356121,3.347817,0.894742
52,SComp,0.226970,0.975922,0.260826
52,WComp,0.806902,1.146530,0.306423
52,Artic,3.941658,4.325553,1.156053
53,SProd,1.118667,1.067228,0.285229
53,EvSem,0.584358,0.556591,0.148755
53,WProd,0.772020,0.977442,0.261232
53,SComp,0.652726,0.819157,0.218929
53,WComp,0.688852,0.817752,0.218553
53,Artic,1.035575,1.105687,0.295507
54,SProd,0.401264,0.553119,0.147827
54,EvSem,0.185530,0.349192,0.093326
54,WProd,0.398573,0.616570,0.164785
54,SComp,0.047575,0.316627,0.084622
54,WComp,0.031872,0.294744,0.078774
54,Artic,0.451721,0.772769,0.206531
55,SProd,0.712902,0.555797,0.148543
55,EvSem,0.652548,0.307116,0.082080
55,WProd,0.659058,0.599401,0.160197
55,SComp,0.100596,0.479440,0.128136
55,WComp,0.172346,0.350708,0.093731
55,Artic,0.605667,0.709909,0.189731
56,SProd,0.533817,0.676712,0.180859
56,EvSem,0.429201,0.463948,0.123995
56,WProd,0.534227,0.693066,0.185230
56,SComp,-0.010735,0.428491,0.114519
56,WComp,0.035827,0.353767,0.094548
56,Artic,0.618027,0.936084,0.250179
57,SProd,0.843128,0.772908,0.206568
57,EvSem,0.518676,0.648139,0.173222
57,WProd,0.774816,0.866599,0.231608
57,SComp,0.035138,0.324888,0.086830
57,WComp,0.122825,0.363742,0.097214
57,Artic,0.796682,0.828645,0.221465
58,SProd,1.656482,1.042220,0.278545
58,EvSem,0.842242,0.712796,0.190503
58,WProd,1.413287,1.106042,0.295602
58,SComp,0.197786,0.570851,0.152566
58,WComp,0.333000,0.498266,0.133167
58,Artic,1.366320,1.011667,0.270379
59,SProd,1.910846,1.552368,0.414888
59,EvSem,1.838366,1.232544,0.329411
59,WProd,2.261056,1.710659,0.457193
59,SComp,0.216815,1.269750,0.339355
59,WComp,0.507920,0.898338,0.240091
59,Artic,2.151469,1.583371,0.423174
60,SProd,0.706272,0.675811,0.180618
60,EvSem,0.445886,0.427498,0.114254
60,WProd,0.703957,0.640906,0.171289
60,SComp,-0.064135,0.308330,0.082405
60,WComp,0.027650,0.319915,0.085501
60,Artic,0.759663,0.813510,0.217420
61,SProd,1.569888,1.601863,0.428116
61,EvSem,2.028624,1.414222,0.377967
61,WProd,2.148975,1.762995,0.471180
61,SComp,0.710921,0.818167,0.218664
61,WComp,0.820053,0.803724,0.214804
61,Artic,1.266419,1.615697,0.431813
62,SProd,0.968602,0.783672,0.209445
62,EvSem,1.018291,0.807272,0.215753
62,WProd,1.043639,0.932823,0.249307
62,SComp,0.001931,0.566098,0.151296
62,WComp,0.122123,0.509483,0.136165
62,Artic,1.003986,1.013127,0.270770
63,SProd,0.406363,0.639462,0.170903
63,EvSem,0.241748,0.704065,0.188169
63,WProd,0.776684,1.048254,0.280158
63,SComp,0.127248,0.569470,0.152197
63,WComp,0.241658,0.475334,0.127038
63,Artic,0.536528,0.804139,0.214915
64,SProd,0.486460,0.549802,0.146941
64,EvSem,0.374253,0.329063,0.087946
64,WProd,0.451266,0.550542,0.147139
64,SComp,0.134414,0.390467,0.104357
64,WComp,0.192574,0.247914,0.066258
64,Artic,0.613920,0.781359,0.208827
65,SProd,0.369536,0.617136,0.164936
65,EvSem,0.171105,0.368951,0.098606
65,WProd,0.414592,0.646272,0.172723
65,SComp,-0.046666,0.427329,0.114209
65,WComp,-0.043029,0.358216,0.095737
65,Artic,0.378029,0.847278,0.226445
66,SProd,0.105396,0.914287,0.244354
66,EvSem,0.278978,1.033020,0.276086
66,WProd,0.088952,0.882024,0.235731
66,SComp,0.174523,0.492520,0.131632
66,WComp,0.248027,0.443560,0.118546
66,Artic,0.473426,0.818314,0.218704
67,SProd,0.484989,0.785720,0.209992
67,EvSem,0.532770,0.604966,0.161684
67,WProd,0.452890,1.021957,0.273130
67,SComp,-0.056216,0.501855,0.134127
67,WComp,-0.041044,0.560143,0.149705
67,Artic,0.497919,1.165119,0.311391
68,SProd,0.660809,0.702133,0.187653
68,EvSem,0.911069,0.584155,0.156122
68,WProd,0.759016,0.752985,0.201244
68,SComp,0.150089,0.502945,0.134418
68,WComp,0.224698,0.473660,0.126591
68,Artic,0.849725,1.140506,0.304813
69,SProd,0.567540,0.752047,0.200993
69,EvSem,0.444540,0.577409,0.154319
69,WProd,0.653765,0.955775,0.255442
69,SComp,-0.058722,0.292630,0.078209
69,WComp,0.006058,0.411765,0.110049
69,Artic,0.638366,1.184971,0.316697
70,SProd,0.252071,0.457834,0.122361
70,EvSem,0.160013,0.388844,0.103923
70,WProd,0.336617,0.520387,0.139079
70,SComp,-0.030056,0.285507,0.076305
70,WComp,-0.116404,0.260129,0.069522
70,Artic,0.249478,0.689587,0.184300
71,SProd,1.217497,1.854868,0.495734
71,EvSem,1.388577,1.936070,0.517437
71,WProd,1.463242,1.583009,0.423077
71,SComp,-0.127507,1.046247,0.279621
71,WComp,0.474086,1.127309,0.301286
71,Artic,1.515974,1.766081,0.472005
72,SProd,1.978734,2.721450,0.727338
72,EvSem,0.763900,2.468443,0.659719
72,WProd,0.993753,2.472710,0.660860
72,SComp,0.435473,1.131716,0.302464
72,WComp,0.465486,1.465313,0.391621
72,Artic,1.430152,3.080727,0.823359
73,SProd,0.378730,0.649404,0.173561
73,EvSem,0.201971,0.496975,0.132822
73,WProd,0.418094,0.856678,0.228957
73,SComp,-0.080479,0.534211,0.142774
73,WComp,-0.113708,0.526208,0.140635
73,Artic,0.539855,1.143343,0.305571
74,SProd,0.242491,0.545176,0.145704
74,EvSem,0.150993,0.491320,0.131311
74,WProd,0.259652,0.661786,0.176870
74,SComp,-0.116396,0.390362,0.104329
74,WComp,-0.105339,0.322252,0.086125
74,Artic,0.299676,0.741495,0.198173
75,SProd,0.304185,0.821991,0.219686
75,EvSem,0.275785,0.673329,0.179955
75,WProd,0.275633,0.751800,0.200927
75,SComp,-0.047022,0.288727,0.077165
75,WComp,0.008827,0.279731,0.074761
75,Artic,0.430897,0.834816,0.223114
76,SProd,0.317601,0.454283,0.121412
76,EvSem,0.256945,0.455721,0.121797
76,WProd,0.286858,0.549241,0.146791
76,SComp,-0.094915,0.285795,0.076382
76,WComp,-0.040957,0.255381,0.068254
76,Artic,0.288790,0.618378,0.165268
77,SProd,0.104884,0.881946,0.235710
77,EvSem,0.226504,0.775304,0.207209
77,WProd,0.294130,1.092089,0.291873
77,SComp,-0.051997,0.547693,0.146377
77,WComp,-0.085343,0.505111,0.134997
77,Artic,0.190435,1.248762,0.333746
78,SProd,1.149512,1.167514,0.312031
78,EvSem,1.644359,1.288797,0.344446
78,WProd,1.316769,1.272462,0.340080
78,SComp,0.267782,0.793674,0.212118
78,WComp,0.505081,0.870393,0.232622
78,Artic,1.212271,1.602373,0.428252
79,SProd,0.357280,0.738692,0.197424
79,EvSem,0.308956,0.599491,0.160221
79,WProd,0.262718,0.776379,0.207496
79,SComp,0.120652,0.610860,0.163259
79,WComp,0.209020,0.511190,0.136621
79,Artic,0.386820,0.762691,0.203838
80,SProd,0.526354,0.649801,0.173667
80,EvSem,0.560878,0.542827,0.145077
80,WProd,0.533037,0.965721,0.258100
80,SComp,0.105497,0.671509,0.179468
80,WComp,0.133537,0.627348,0.167666
80,Artic,0.361263,0.799053,0.213556
81,SProd,0.944419,1.387452,0.370812
81,EvSem,0.175221,0.878129,0.234690
81,WProd,0.925761,1.152325,0.307972
81,SComp,0.241365,0.955329,0.255322
81,WComp,0.428261,1.211676,0.323834
81,Artic,1.127220,1.642203,0.438897
82,SProd,0.420061,0.793023,0.211944
82,EvSem,0.248910,0.855250,0.228575
82,WProd,0.718737,0.948695,0.253549
82,SComp,0.186212,0.479474,0.128145
82,WComp,0.312724,0.478225,0.127811
82,Artic,0.387669,0.909418,0.243052
83,SProd,0.971533,0.790695,0.211322
83,EvSem,0.424335,0.544621,0.145556
83,WProd,0.556062,0.666925,0.178243
83,SComp,0.469312,0.613858,0.164060
83,WComp,0.518680,0.678869,0.181435
83,Artic,0.857136,0.743149,0.198615
84,SProd,1.003082,1.770185,0.473102
84,EvSem,0.643250,0.966035,0.258184
84,WProd,0.627251,1.095187,0.292701
84,SComp,0.239519,0.487835,0.130379
84,WComp,0.314202,0.771756,0.206260
84,Artic,0.781252,1.420148,0.379550
85,SProd,0.628096,0.599923,0.160336
85,EvSem,0.393596,0.418599,0.111875
85,WProd,0.584671,0.686803,0.183556
85,SComp,0.052065,0.468802,0.125293
85,WComp,0.167712,0.451995,0.120801
85,Artic,0.718913,0.757919,0.202562
86,SProd,0.338041,0.736307,0.196786
86,EvSem,-0.089963,0.709497,0.189621
86,WProd,0.221648,0.900298,0.240615
86,SComp,-0.075044,0.458232,0.122468
86,WComp,-0.108241,0.539561,0.144204
86,Artic,0.344650,1.019803,0.272554
87,SProd,0.332754,0.835651,0.223337
87,EvSem,0.263974,0.948012,0.253367
87,WProd,0.830520,1.311139,0.350417
87,SComp,0.218988,0.749509,0.200315
87,WComp,0.359055,0.670437,0.179182
87,Artic,0.505319,0.954479,0.255095
88,SProd,0.467644,0.806140,0.215450
88,EvSem,0.425619,0.417256,0.111516
88,WProd,0.530396,0.797349,0.213101
88,SComp,-0.036817,0.532559,0.142332
88,WComp,-0.004550,0.395952,0.105823
88,Artic,0.314385,0.982226,0.262511
89,SProd,0.548827,0.862717,0.230571
89,EvSem,0.354272,0.456034,0.121880
89,WProd,0.601531,0.786619,0.210233
89,SComp,0.092796,0.376378,0.100591
89,WComp,0.151770,0.335801,0.089747
89,Artic,0.627267,0.896977,0.239727
90,SProd,0.883554,2.694226,0.720062
90,EvSem,0.536006,3.070754,0.820693
90,WProd,0.556286,2.653338,0.709134
90,SComp,0.162780,0.689479,0.184271
90,WComp,0.056289,0.892142,0.238435
90,Artic,1.289161,4.141367,1.106827
91,SProd,0.681163,1.236517,0.330473
91,EvSem,0.637146,1.086788,0.290456
91,WProd,0.559278,1.266251,0.338420
91,SComp,-0.023920,0.423006,0.113053
91,WComp,0.106596,0.417771,0.111654
91,Artic,0.544894,1.291799,0.345248
92,SProd,1.087448,1.552954,0.415044
92,EvSem,0.881086,1.240694,0.331589
92,WProd,0.692579,1.275481,0.340887
92,SComp,0.297272,1.067542,0.285312
92,WComp,0.444843,0.955882,0.255470
92,Artic,1.252999,1.737527,0.464374
93,SProd,0.413375,0.738576,0.197393
93,EvSem,0.371684,0.550658,0.147170
93,WProd,0.395177,0.915650,0.244718
93,SComp,0.037448,0.563239,0.150532
93,WComp,0.166722,0.466274,0.124617
93,Artic,0.489426,1.040808,0.278168
94,SProd,0.821777,1.202905,0.321490
94,EvSem,0.736464,1.265566,0.338237
94,WProd,1.086146,1.525584,0.407729
94,SComp,0.269714,1.180405,0.315477
94,WComp,0.432290,0.711363,0.190120
94,Artic,1.084536,1.213419,0.324300
95,SProd,0.606967,0.735788,0.196648
95,EvSem,0.723365,0.969913,0.259220
95,WProd,0.520743,1.149503,0.307218
95,SComp,-0.039397,0.962385,0.257208
95,WComp,0.149608,0.601869,0.160856
95,Artic,0.437338,1.382713,0.369545
96,SProd,0.392985,0.680469,0.181863
96,EvSem,0.413747,0.641652,0.171489
96,WProd,0.550286,0.937921,0.250670
96,SComp,0.096645,0.423472,0.113178
96,WComp,0.140411,0.473612,0.126578
96,Artic,0.424175,0.746423,0.199490
97,SProd,1.129307,1.124300,0.300482
97,EvSem,0.534324,0.899376,0.240368
97,WProd,0.777285,1.078683,0.288290
97,SComp,0.083806,0.758237,0.202647
97,WComp,0.177342,0.715590,0.191250
97,Artic,0.939315,1.255418,0.335525
98,SProd,0.465445,0.807582,0.215835
98,EvSem,0.358207,0.721329,0.192783
98,WProd,0.635428,1.028853,0.274973
98,SComp,0.103244,0.644723,0.172310
98,WComp,0.151145,0.652002,0.174255
98,Artic,0.434624,0.869083,0.232272
99,SProd,0.153814,0.714565,0.190975
99,EvSem,0.065994,0.647577,0.173072
99,WProd,0.141829,0.602586,0.161048
99,SComp,-0.024241,0.389528,0.104106
99,WComp,0.028012,0.397980,0.106365
99,Artic,0.374739,0.822167,0.219733
100,SProd,0.241120,0.581740,0.155477
100,EvSem,0.410237,0.461163,0.123251
100,WProd,0.097334,0.634901,0.169684
100,SComp,-0.074953,0.357130,0.095447
100,WComp,-0.053573,0.322043,0.086070
100,Artic,0.049648,0.616316,0.164717
101,SProd,0.321853,0.640074,0.171067
101,EvSem,0.214828,0.697080,0.186303
101,WProd,0.664538,0.992359,0.265219
101,SComp,0.191618,0.544639,0.145561
101,WComp,0.236046,0.470925,0.125860
101,Artic,0.413813,0.737725,0.197165
102,SProd,0.297031,0.351972,0.094068
102,EvSem,0.372984,0.390179,0.104280
102,WProd,0.324296,0.497864,0.133060
102,SComp,0.029413,0.519158,0.138751
102,WComp,0.050968,0.394095,0.105326
102,Artic,0.371751,1.018375,0.272172
103,SProd,0.872063,1.092228,0.291910
103,EvSem,0.706022,0.974411,0.260422
103,WProd,0.940380,0.973663,0.260222
103,SComp,0.024318,0.742079,0.198329
103,WComp,0.234639,0.699946,0.187068
103,Artic,1.250757,1.384613,0.370053
104,SProd,0.510290,1.392908,0.372270
104,EvSem,0.222013,1.077165,0.287884
104,WProd,0.449783,1.554616,0.415489
104,SComp,0.063371,1.413575,0.377794
104,WComp,0.137330,1.242448,0.332058
104,Artic,1.047038,1.164515,0.311230
105,SProd,0.597365,0.883519,0.236130
105,EvSem,0.557936,0.861762,0.230316
105,WProd,0.584989,1.036695,0.277068
105,SComp,-0.048750,0.650752,0.173921
105,WComp,-0.079862,0.457364,0.122236
105,Artic,0.747590,1.288474,0.344359
106,SProd,-0.039353,0.739059,0.197522
106,EvSem,-0.015757,0.675711,0.180591
106,WProd,-0.127081,0.951464,0.254290
106,SComp,-0.160526,0.321248,0.085857
106,WComp,-0.145230,0.410793,0.109789
106,Artic,-0.086336,0.939874,0.251192
107,SProd,0.595578,1.011124,0.270234
107,EvSem,0.701142,1.616804,0.432109
107,WProd,0.348709,1.346169,0.359779
107,SComp,0.016196,0.883097,0.236017
107,WComp,0.548735,1.298909,0.347148
107,Artic,1.415639,1.794272,0.479539
108,SProd,0.458708,1.449883,0.387497
108,EvSem,0.436032,1.284135,0.343200
108,WProd,0.023011,1.290850,0.344994
108,SComp,0.248752,1.386179,0.370472
108,WComp,-0.068556,1.912877,0.511238
108,Artic,-0.076102,2.286401,0.611066
109,SProd,0.087361,1.112396,0.297300
109,EvSem,0.183041,0.858230,0.229372
109,WProd,0.154687,1.127025,0.301210
109,SComp,0.032694,0.402532,0.107581
109,WComp,0.043244,0.479341,0.128109
109,Artic,0.178250,1.422575,0.380199
110,SProd,0.440267,0.690130,0.184445
110,EvSem,0.609900,0.633495,0.169309
