ROI,Subject,Effect, LocalizerSize,EffectSize
LH_postParietal,742_FED_20190320b_3T2_PL2017,H, 395,3.673131
LH_postParietal,742_FED_20190320b_3T2_PL2017,E, 395,2.868058
LH_postParietal,746_FED_20190328a_3T2_PL2017,H, 395,4.609337
LH_postParietal,746_FED_20190328a_3T2_PL2017,E, 395,3.717214
LH_postParietal,747_FED_20190328b_3T2_PL2017,H, 395,1.290326
LH_postParietal,747_FED_20190328b_3T2_PL2017,E, 395,1.311814
LH_postParietal,748_FED_20190328c_3T2_PL2017,H, 395,5.158532
LH_postParietal,748_FED_20190328c_3T2_PL2017,E, 395,4.106347
LH_postParietal,749_FED_20190404a_3T2_PL2017,H, 395,4.205703
LH_postParietal,749_FED_20190404a_3T2_PL2017,E, 395,3.366764
LH_postParietal,750_FED_20190404b_3T2_PL2017,H, 395,6.491886
LH_postParietal,750_FED_20190404b_3T2_PL2017,E, 395,3.438318
LH_postParietal,751_FED_20190404c_3T2_PL2017,H, 395,5.275143
LH_postParietal,751_FED_20190404c_3T2_PL2017,E, 395,3.612962
LH_postParietal,752_FED_20190404d_3T2_PL2017,H, 395,5.300018
LH_postParietal,752_FED_20190404d_3T2_PL2017,E, 395,3.604219
LH_postParietal,753_FED_20190405a_3T2_PL2017,H, 395,7.180454
LH_postParietal,753_FED_20190405a_3T2_PL2017,E, 395,5.974530
LH_postParietal,754_FED_20190405b_3T2_PL2017,H, 395,3.650127
LH_postParietal,754_FED_20190405b_3T2_PL2017,E, 395,2.223560
LH_postParietal,755_FED_20190411a_3T2_PL2017,H, 395,5.721084
LH_postParietal,755_FED_20190411a_3T2_PL2017,E, 395,4.046867
LH_postParietal,756_FED_20190411b_3T2_PL2017,H, 395,4.959840
LH_postParietal,756_FED_20190411b_3T2_PL2017,E, 395,4.127500
LH_postParietal,757_FED_20190411c_3T2_PL2017,H, 395,1.917535
LH_postParietal,757_FED_20190411c_3T2_PL2017,E, 395,1.835262
LH_postParietal,758_FED_20190411d_3T2_PL2017,H, 395,2.169817
LH_postParietal,758_FED_20190411d_3T2_PL2017,E, 395,1.822667
LH_midParietal,742_FED_20190320b_3T2_PL2017,H, 86,2.761947
LH_midParietal,742_FED_20190320b_3T2_PL2017,E, 86,1.822633
LH_midParietal,746_FED_20190328a_3T2_PL2017,H, 86,4.011092
LH_midParietal,746_FED_20190328a_3T2_PL2017,E, 86,3.202171
LH_midParietal,747_FED_20190328b_3T2_PL2017,H, 86,0.198550
LH_midParietal,747_FED_20190328b_3T2_PL2017,E, 86,0.279470
LH_midParietal,748_FED_20190328c_3T2_PL2017,H, 86,3.327405
LH_midParietal,748_FED_20190328c_3T2_PL2017,E, 86,2.860516
LH_midParietal,749_FED_20190404a_3T2_PL2017,H, 86,3.409165
LH_midParietal,749_FED_20190404a_3T2_PL2017,E, 86,1.919881
LH_midParietal,750_FED_20190404b_3T2_PL2017,H, 86,4.939884
LH_midParietal,750_FED_20190404b_3T2_PL2017,E, 86,2.141180
LH_midParietal,751_FED_20190404c_3T2_PL2017,H, 86,4.585079
LH_midParietal,751_FED_20190404c_3T2_PL2017,E, 86,2.274560
LH_midParietal,752_FED_20190404d_3T2_PL2017,H, 86,9.932296
LH_midParietal,752_FED_20190404d_3T2_PL2017,E, 86,7.203976
LH_midParietal,753_FED_20190405a_3T2_PL2017,H, 86,3.649888
LH_midParietal,753_FED_20190405a_3T2_PL2017,E, 86,3.091585
LH_midParietal,754_FED_20190405b_3T2_PL2017,H, 86,3.167587
LH_midParietal,754_FED_20190405b_3T2_PL2017,E, 86,1.904144
LH_midParietal,755_FED_20190411a_3T2_PL2017,H, 86,4.710369
LH_midParietal,755_FED_20190411a_3T2_PL2017,E, 86,3.104381
LH_midParietal,756_FED_20190411b_3T2_PL2017,H, 86,1.342173
LH_midParietal,756_FED_20190411b_3T2_PL2017,E, 86,1.175680
LH_midParietal,757_FED_20190411c_3T2_PL2017,H, 86,0.445033
LH_midParietal,757_FED_20190411c_3T2_PL2017,E, 86,0.310476
LH_midParietal,758_FED_20190411d_3T2_PL2017,H, 86,2.647358
LH_midParietal,758_FED_20190411d_3T2_PL2017,E, 86,1.165722
LH_antParietal,742_FED_20190320b_3T2_PL2017,H, 201,3.966430
LH_antParietal,742_FED_20190320b_3T2_PL2017,E, 201,2.928205
LH_antParietal,746_FED_20190328a_3T2_PL2017,H, 201,5.159207
LH_antParietal,746_FED_20190328a_3T2_PL2017,E, 201,3.731587
LH_antParietal,747_FED_20190328b_3T2_PL2017,H, 201,1.356839
LH_antParietal,747_FED_20190328b_3T2_PL2017,E, 201,1.418582
LH_antParietal,748_FED_20190328c_3T2_PL2017,H, 201,4.041316
