ROI,Effect,MeanEffect,StdEffect,StderrEffect
13,WProd,1.339464,0.822263,0.219759
13,SComp,0.420423,0.394886,0.105538
13,WComp,0.464136,0.420377,0.112350
13,Artic,1.183491,0.681334,0.182094
14,SProd,0.219483,0.339107,0.090630
14,EvSem,0.337370,0.379544,0.101438
14,WProd,0.229235,0.404737,0.108171
14,SComp,-0.041012,0.185132,0.049479
14,WComp,-0.073119,0.180859,0.048337
14,Artic,0.249082,0.456905,0.122113
15,SProd,0.881971,0.676044,0.180680
15,EvSem,1.081163,0.648924,0.173432
15,WProd,1.227930,0.960958,0.256827
15,SComp,0.638833,0.639395,0.170885
15,WComp,0.817720,0.683127,0.182573
15,Artic,1.541100,1.087589,0.290670
16,SProd,0.105572,0.279916,0.074811
16,EvSem,0.180863,0.238320,0.063694
16,WProd,0.124153,0.242266,0.064748
16,SComp,-0.015658,0.270812,0.072378
16,WComp,-0.042314,0.191965,0.051305
16,Artic,0.168936,0.431951,0.115444
17,SProd,-0.152763,0.908149,0.242713
17,EvSem,-0.429173,1.565938,0.418514
17,WProd,0.082482,0.804957,0.215134
17,SComp,0.276091,0.974613,0.260476
17,WComp,0.340400,0.761806,0.203601
17,Artic,0.302605,1.076297,0.287652
18,SProd,0.486078,0.519802,0.138923
18,EvSem,0.203868,0.515907,0.137882
18,WProd,0.610717,0.657723,0.175784
18,SComp,0.043008,0.248053,0.066295
18,WComp,0.105288,0.217724,0.058189
18,Artic,0.630957,0.532321,0.142269
19,SProd,0.627433,0.744819,0.199061
19,EvSem,0.879823,0.791717,0.211595
19,WProd,0.939140,1.531816,0.409395
19,SComp,0.231566,0.536279,0.143327
19,WComp,0.382995,0.397747,0.106302
19,Artic,1.049048,1.088891,0.291018
20,SProd,0.516318,0.879226,0.234983
20,EvSem,0.673251,0.603477,0.161286
20,WProd,0.868655,0.865797,0.231394
20,SComp,0.394032,0.656267,0.175395
20,WComp,0.524226,0.640321,0.171133
20,Artic,1.574695,1.237046,0.330614
21,SProd,0.132329,0.825548,0.220637
21,EvSem,0.735990,0.661633,0.176829
21,WProd,0.193646,0.857474,0.229170
21,SComp,0.016735,0.836427,0.223545
21,WComp,0.200681,0.743551,0.198722
21,Artic,0.316956,1.182465,0.316027
22,SProd,0.348220,0.544523,0.145530
22,EvSem,0.459080,0.388561,0.103847
22,WProd,0.757030,0.755553,0.201930
22,SComp,0.062371,0.329461,0.088052
22,WComp,0.273583,0.387625,0.103597
22,Artic,0.863131,0.791108,0.211433
23,SProd,-0.465906,1.103132,0.294824
23,EvSem,1.042256,1.334658,0.356702
23,WProd,-0.158578,1.016088,0.271561
23,SComp,0.117622,0.564843,0.150961
23,WComp,0.067150,0.500568,0.133782
23,Artic,-0.183705,1.100815,0.294205
24,SProd,0.499604,0.548842,0.146684
24,EvSem,0.913505,0.613979,0.164093
24,WProd,0.689024,0.689510,0.184279
24,SComp,0.199387,0.602527,0.161032
24,WComp,0.420817,0.499035,0.133373
24,Artic,1.052548,0.793850,0.212165
25,SProd,0.296030,0.562379,0.150302
25,EvSem,0.249033,0.697396,0.186387
25,WProd,0.545022,0.754246,0.201581
25,SComp,0.143315,0.410033,0.109586
25,WComp,0.324113,0.449211,0.120057
25,Artic,0.611328,0.840449,0.224620
26,SProd,0.692740,1.336615,0.357225
26,EvSem,0.333844,0.924768,0.247155
26,WProd,1.342666,1.582182,0.422856
26,SComp,0.142400,0.516466,0.138031
26,WComp,0.406147,0.646623,0.172817
26,Artic,1.590497,1.673678,0.447309
27,SProd,-0.085017,0.680930,0.181986
27,EvSem,-0.010366,0.569250,0.152139
27,WProd,0.144635,0.764706,0.204376
27,SComp,0.054961,0.417274,0.111521
27,WComp,0.219819,0.592845,0.158444
27,Artic,0.430354,1.154864,0.308650
28,SProd,1.278340,0.906567,0.242290
28,EvSem,0.976958,0.605163,0.161737
28,WProd,1.714929,1.081440,0.289027
28,SComp,0.930799,0.564307,0.150817
28,WComp,1.054369,0.523852,0.140005
28,Artic,1.518569,0.920603,0.246042
29,SProd,0.626016,0.415698,0.111100
29,EvSem,0.470689,0.454872,0.121570
29,WProd,1.172448,0.965811,0.258124
29,SComp,0.202170,0.300740,0.080376
29,WComp,0.386721,0.326299,0.087207
29,Artic,0.681379,0.523287,0.139854
30,SProd,0.001113,1.106387,0.295694
30,EvSem,0.613122,0.713636,0.190727
30,WProd,0.207069,1.068379,0.285536
30,SComp,0.142766,0.737454,0.197093
30,WComp,0.286717,0.498543,0.133241
30,Artic,0.468947,1.349372,0.360635
31,SProd,1.067702,0.586255,0.156683
31,EvSem,0.826402,0.492451,0.131613
31,WProd,1.296286,0.754980,0.201777
31,SComp,0.489740,0.326919,0.087373
31,WComp,0.494542,0.345825,0.092426
31,Artic,1.168441,0.564071,0.150754
32,SProd,0.343033,0.363594,0.097175
32,EvSem,0.249080,0.299790,0.080122
32,WProd,0.470801,0.419063,0.111999
32,SComp,0.125201,0.140339,0.037507
32,WComp,0.204944,0.340587,0.091026
32,Artic,0.556592,0.533875,0.142684
33,SProd,0.252984,0.251811,0.067299
33,EvSem,0.160040,0.205400,0.054896
33,WProd,0.294341,0.413141,0.110417
33,SComp,0.094061,0.134634,0.035982
33,WComp,0.098119,0.207262,0.055393
33,Artic,0.415989,0.428134,0.114424
34,SProd,1.547360,0.920884,0.246117
34,EvSem,1.199490,0.704778,0.188360
34,WProd,2.198615,1.489824,0.398172
34,SComp,0.923722,0.675002,0.180402
34,WComp,1.129424,0.556027,0.148605
34,Artic,1.853548,1.196202,0.319698
35,SProd,0.927605,1.302102,0.348001
35,EvSem,1.031102,0.661847,0.176886
35,WProd,1.264968,1.425468,0.380972
35,SComp,0.571215,1.032485,0.275943
35,WComp,0.824188,1.146179,0.306329
35,Artic,1.580164,1.753989,0.468773
36,SProd,0.735026,1.361056,0.363758
36,EvSem,0.325931,0.686734,0.183537
36,WProd,1.056261,1.484949,0.396869
36,SComp,0.067031,0.486557,0.130038
36,WComp,0.308286,0.618737,0.165364
36,Artic,1.553644,1.516706,0.405357
37,SProd,0.114316,0.229640,0.061374
37,EvSem,0.005319,0.272790,0.072906
37,WProd,0.251199,0.348699,0.093194
37,SComp,0.006826,0.233684,0.062455
37,WComp,0.064419,0.325947,0.087113
37,Artic,0.318430,0.324593,0.086751
38,SProd,1.806606,1.438201,0.384375
38,EvSem,1.175276,1.064195,0.284418
38,WProd,2.274877,1.787763,0.477800
38,SComp,0.570197,1.023971,0.273668
38,WComp,0.957261,1.289302,0.344580
38,Artic,2.927709,2.215501,0.592118
39,SProd,0.546951,0.556594,0.148756
39,EvSem,0.230669,0.591907,0.158194
39,WProd,0.637893,0.815891,0.218056
39,SComp,0.195596,0.306186,0.081832
39,WComp,0.401512,0.492048,0.131505
39,Artic,1.086039,0.834592,0.223054
40,SProd,1.011240,0.904264,0.241675
40,EvSem,0.467913,0.735014,0.196441
40,WProd,1.344704,1.245271,0.332813
40,SComp,0.251168,0.519175,0.138755
40,WComp,0.348251,0.476841,0.127441
40,Artic,1.395915,1.022129,0.273175
41,SProd,0.499575,0.408837,0.109266
41,EvSem,0.323191,0.236246,0.063139
41,WProd,0.499109,0.424660,0.113495
41,SComp,0.067271,0.257052,0.068700
41,WComp,0.061999,0.268035,0.071635
41,Artic,0.481112,0.362089,0.096772
42,SProd,1.720030,1.507895,0.403002
42,EvSem,1.068622,1.384233,0.369952
42,WProd,2.084711,1.442909,0.385634
42,SComp,0.704230,0.941023,0.251499
42,WComp,0.776974,1.085612,0.290142
42,Artic,2.282788,1.438681,0.384504
43,SProd,1.131874,0.856337,0.228866
43,EvSem,1.021765,0.661127,0.176694
43,WProd,1.552668,1.254905,0.335387
43,SComp,0.580558,0.449454,0.120122
43,WComp,0.689241,0.480141,0.128323
43,Artic,1.158646,0.877223,0.234448
44,SProd,-0.001750,0.726463,0.194155
44,EvSem,0.361485,0.874820,0.233806
44,WProd,0.167282,0.720594,0.192587
44,SComp,0.090900,0.358964,0.095937
44,WComp,0.442065,1.002649,0.267969
44,Artic,0.848344,0.964882,0.257876
45,SProd,-0.021204,0.490873,0.131191
45,EvSem,-0.182920,0.578794,0.154689
45,WProd,0.158742,0.604497,0.161559
45,SComp,0.001448,0.364816,0.097501
45,WComp,0.110000,0.530890,0.141886
45,Artic,0.491246,0.842858,0.225263
46,SProd,1.676602,1.394577,0.372716
46,EvSem,1.185531,0.958141,0.256074
46,WProd,1.900726,1.644829,0.439599
46,SComp,0.205044,0.844993,0.225834
46,WComp,0.594071,0.782271,0.209071
46,Artic,2.089882,1.711930,0.457533
47,SProd,0.378846,0.318857,0.085218
47,EvSem,0.207017,0.183605,0.049071
47,WProd,0.404258,0.386289,0.103240
47,SComp,-0.001076,0.162731,0.043492
47,WComp,0.026369,0.155341,0.041517
47,Artic,0.377287,0.312579,0.083540
48,SProd,0.533502,0.536015,0.143256
48,EvSem,0.520365,0.628897,0.168080
48,WProd,0.820919,0.848462,0.226761
48,SComp,0.386404,0.457562,0.122289
48,WComp,0.466752,0.458423,0.122519
48,Artic,0.760453,0.673922,0.180113
49,SProd,0.764064,1.374421,0.367329
49,EvSem,1.066527,1.165188,0.311410
49,WProd,1.124457,1.804164,0.482183
49,SComp,0.118702,1.131973,0.302532
49,WComp,0.311719,0.938979,0.250953
49,Artic,1.047960,1.934627,0.517051
50,SProd,0.603297,0.510146,0.136342
50,EvSem,0.402565,0.408785,0.109252
50,WProd,0.569748,0.714893,0.191063
50,SComp,0.119118,0.251261,0.067152
50,WComp,0.204462,0.397063,0.106119
50,Artic,0.347300,0.573486,0.153270
51,SProd,2.100703,1.899240,0.507593
51,EvSem,1.432431,0.951275,0.254239
51,WProd,2.751132,2.382068,0.636634
51,SComp,0.478985,0.828971,0.221552
51,WComp,0.654871,1.243757,0.332408
51,Artic,2.464946,2.129431,0.569114
52,SProd,1.168429,2.264371,0.605178
52,EvSem,0.660253,2.037982,0.544674
52,WProd,2.005041,3.097481,0.827837
52,SComp,-0.133072,0.927318,0.247836
52,WComp,0.404628,1.190150,0.318081
52,Artic,2.185918,3.406563,0.910442
53,SProd,0.966392,0.793478,0.212066
53,EvSem,0.588189,0.877193,0.234440
53,WProd,0.862344,0.671281,0.179407
53,SComp,0.634595,0.731790,0.195579
53,WComp,0.567191,0.577690,0.154394
53,Artic,1.078554,1.041327,0.278306
54,SProd,0.024304,0.321828,0.086012
54,EvSem,-0.058840,0.298048,0.079657
54,WProd,-0.014912,0.356741,0.095343
54,SComp,0.027499,0.106249,0.028396
54,WComp,0.049094,0.150570,0.040241
54,Artic,0.145799,0.319619,0.085422
55,SProd,0.581624,0.432400,0.115564
55,EvSem,0.370826,0.339576,0.090755
55,WProd,0.456950,0.490673,0.131138
55,SComp,0.150430,0.205292,0.054867
55,WComp,0.208422,0.251449,0.067203
55,Artic,0.450495,0.526300,0.140660
56,SProd,0.183964,0.311550,0.083265
56,EvSem,-0.004512,0.219223,0.058590
56,WProd,0.278339,0.347982,0.093002
56,SComp,-0.036516,0.113708,0.030390
56,WComp,-0.034164,0.218966,0.058521
56,Artic,0.325408,0.516488,0.138037
57,SProd,0.538855,0.613343,0.163923
57,EvSem,0.292526,0.262092,0.070047
57,WProd,0.648373,0.570228,0.152400
57,SComp,0.094990,0.179284,0.047916
57,WComp,0.039227,0.265126,0.070858
57,Artic,0.685055,0.556847,0.148824
58,SProd,1.543363,1.226247,0.327728
58,EvSem,0.911128,0.708874,0.189455
58,WProd,1.817089,1.337304,0.357409
58,SComp,0.357298,0.553485,0.147925
58,WComp,0.512626,0.452439,0.120919
58,Artic,1.807098,1.200721,0.320906
59,SProd,1.268375,1.693450,0.452594
59,EvSem,0.495594,1.175960,0.314289
59,WProd,1.900801,2.253064,0.602157
59,SComp,0.133348,0.843561,0.225451
59,WComp,0.498400,0.682170,0.182318
59,Artic,2.038998,1.896627,0.506895
60,SProd,0.407384,0.459975,0.122934
60,EvSem,0.142793,0.191670,0.051226
60,WProd,0.513868,0.545689,0.145841
60,SComp,0.049936,0.203699,0.054441
60,WComp,0.067520,0.316978,0.084716
60,Artic,0.640594,0.558754,0.149333
61,SProd,2.475492,1.654825,0.442271
61,EvSem,1.996142,1.033779,0.276289
61,WProd,3.259210,2.355945,0.629653
61,SComp,1.100653,1.027450,0.274598
61,WComp,1.205690,0.945096,0.252588
61,Artic,1.613633,1.680553,0.449147
62,SProd,0.950908,1.116601,0.298424
62,EvSem,0.260836,0.578966,0.154735
62,WProd,1.155379,1.365949,0.365065
62,SComp,0.127208,0.465100,0.124303
62,WComp,0.258743,0.481273,0.128626
62,Artic,1.473014,1.448217,0.387052
63,SProd,0.157532,0.456701,0.122058
63,EvSem,0.178906,0.620780,0.165910
63,WProd,0.875575,0.873705,0.233508
63,SComp,0.300663,0.352053,0.094090
63,WComp,0.343837,0.308251,0.082383
63,Artic,0.639122,0.668010,0.178533
64,SProd,0.245188,0.461674,0.123388
64,EvSem,-0.059325,0.225830,0.060356
64,WProd,0.315762,0.484435,0.129471
64,SComp,0.016153,0.194379,0.051950
64,WComp,0.084475,0.313156,0.083694
64,Artic,0.430667,0.635987,0.169975
65,SProd,-0.103907,0.276572,0.073917
65,EvSem,-0.052996,0.227554,0.060816
65,WProd,-0.050151,0.291890,0.078011
65,SComp,-0.062217,0.139991,0.037414
65,WComp,0.007374,0.240501,0.064277
65,Artic,-0.040345,0.342905,0.091645
66,SProd,-0.584425,0.983075,0.262738
66,EvSem,-0.296697,0.647131,0.172953
66,WProd,-0.558241,1.111818,0.297146
66,SComp,0.076251,0.312097,0.083412
66,WComp,-0.039058,0.326783,0.087336
66,Artic,-0.266136,1.063541,0.284243
67,SProd,0.775569,1.120979,0.299594
67,EvSem,0.133825,0.289270,0.077311
67,WProd,0.712144,0.992508,0.265259
67,SComp,-0.006247,0.244991,0.065477
67,WComp,-0.060152,0.447453,0.119587
67,Artic,0.603337,1.144861,0.305977
68,SProd,0.437274,0.840597,0.224659
68,EvSem,0.154556,0.496841,0.132786
68,WProd,0.771382,1.038480,0.277545
68,SComp,-0.025305,0.381467,0.101951
68,WComp,0.071914,0.300099,0.080205
68,Artic,0.899281,1.176713,0.314490
69,SProd,0.443075,0.680683,0.181920
69,EvSem,0.105571,0.438015,0.117064
69,WProd,0.530278,0.682283,0.182348
69,SComp,0.068451,0.332183,0.088780
69,WComp,0.108598,0.216340,0.057819
69,Artic,0.643142,0.775945,0.207380
70,SProd,0.100381,0.417417,0.111559
70,EvSem,-0.089214,0.362475,0.096876
70,WProd,0.247498,0.424316,0.113403
70,SComp,-0.069590,0.258387,0.069057
70,WComp,-0.186274,0.513339,0.137196
70,Artic,-0.003786,0.713326,0.190644
71,SProd,0.108892,1.183227,0.316231
71,EvSem,0.218419,0.701719,0.187542
71,WProd,0.911289,1.643016,0.439115
71,SComp,-0.184510,1.045537,0.279431
71,WComp,0.320471,0.693568,0.185364
71,Artic,0.967768,1.710635,0.457186
72,SProd,1.701422,2.150978,0.574873
72,EvSem,0.346805,1.464687,0.391454
72,WProd,1.704775,2.334867,0.624020
72,SComp,0.493855,1.045411,0.279398
72,WComp,0.049294,0.999603,0.267155
72,Artic,1.608307,1.940700,0.518674
73,SProd,-0.140752,0.529504,0.141516
73,EvSem,-0.235066,0.399886,0.106874
73,WProd,0.046028,0.383054,0.102376
73,SComp,-0.005957,0.175335,0.046860
73,WComp,-0.018528,0.181039,0.048385
73,Artic,0.152098,0.586462,0.156738
74,SProd,0.146342,0.302225,0.080773
74,EvSem,0.002706,0.266600,0.071252
74,WProd,0.144500,0.346523,0.092612
74,SComp,-0.062928,0.190629,0.050948
74,WComp,-0.166481,0.424404,0.113427
74,Artic,-0.047464,0.510418,0.136415
75,SProd,-0.068985,0.488899,0.130664
75,EvSem,-0.105420,0.381681,0.102009
75,WProd,-0.013941,0.669265,0.178869
75,SComp,-0.084648,0.387240,0.103494
75,WComp,-0.082650,0.270199,0.072214
75,Artic,0.006955,0.629661,0.168284
76,SProd,0.122170,0.376371,0.100589
76,EvSem,0.002834,0.309265,0.082654
76,WProd,0.135575,0.346550,0.092619
76,SComp,-0.076384,0.232120,0.062037
76,WComp,-0.181785,0.387705,0.103619
76,Artic,-0.015551,0.465258,0.124345
77,SProd,0.141279,0.514568,0.137524
77,EvSem,0.067185,0.421694,0.112703
77,WProd,0.364292,0.679540,0.181615
77,SComp,0.013579,0.421624,0.112684
77,WComp,0.190562,0.424548,0.113465
77,Artic,0.172497,0.419109,0.112012
78,SProd,0.570105,1.243138,0.332243
78,EvSem,0.663320,1.275147,0.340797
78,WProd,0.935577,1.747403,0.467013
78,SComp,0.117603,0.883858,0.236221
78,WComp,0.476732,1.051166,0.280936
78,Artic,1.343014,1.899553,0.507677
79,SProd,0.563702,0.785261,0.209870
79,EvSem,-0.194111,0.696761,0.186217
79,WProd,0.608264,0.958853,0.256264
79,SComp,0.202826,0.401965,0.107430
79,WComp,0.146143,0.359291,0.096025
79,Artic,0.996827,1.224736,0.327324
80,SProd,0.349708,0.565349,0.151096
80,EvSem,0.246103,0.674184,0.180183
80,WProd,0.538840,1.130316,0.302090
80,SComp,-0.003448,0.242577,0.064831
80,WComp,-0.011484,0.129756,0.034679
80,Artic,0.068719,0.586519,0.156754
81,SProd,0.320982,1.064617,0.284531
81,EvSem,0.115816,1.276862,0.341256
81,WProd,0.658910,1.196102,0.319672
81,SComp,0.216717,0.855967,0.228767
81,WComp,0.050085,0.687016,0.183613
81,Artic,0.354138,1.208640,0.323023
82,SProd,0.073231,0.561085,0.149956
82,EvSem,0.119360,0.858776,0.229517
82,WProd,0.936974,0.974651,0.260486
82,SComp,0.285384,0.555804,0.148545
82,WComp,0.346445,0.419865,0.112214
82,Artic,0.604097,0.589051,0.157430
83,SProd,1.053364,1.175911,0.314276
83,EvSem,0.284258,0.645908,0.172626
83,WProd,1.160831,1.048758,0.280292
83,SComp,0.724708,0.761631,0.203554
83,WComp,0.637153,0.525321,0.140398
83,Artic,1.573913,1.419773,0.379450
84,SProd,1.173584,1.216879,0.325225
84,EvSem,0.425377,1.049650,0.280531
84,WProd,1.065243,1.099663,0.293897
84,SComp,0.314118,0.557807,0.149080
84,WComp,0.310038,0.616529,0.164774
84,Artic,1.446270,1.533398,0.409818
85,SProd,0.417710,0.475352,0.127043
85,EvSem,0.282143,0.249368,0.066646
85,WProd,0.494624,0.548081,0.146481
85,SComp,0.052305,0.208891,0.055828
85,WComp,0.058694,0.206966,0.055314
85,Artic,0.527256,0.504515,0.134837
86,SProd,0.097417,0.370187,0.098937
86,EvSem,-0.069842,0.248286,0.066357
86,WProd,0.081469,0.358861,0.095910
86,SComp,0.049170,0.148360,0.039651
86,WComp,0.001678,0.221489,0.059196
86,Artic,0.064867,0.480705,0.128474
87,SProd,0.104398,0.667696,0.178449
87,EvSem,0.316822,0.914766,0.244482
87,WProd,1.095180,1.147891,0.306787
87,SComp,0.387418,0.411949,0.110098
87,WComp,0.403100,0.411753,0.110046
87,Artic,0.577921,0.821922,0.219668
88,SProd,0.233216,0.500900,0.133871
88,EvSem,0.155707,0.419333,0.112072
88,WProd,0.382688,0.596638,0.159458
88,SComp,0.084557,0.154517,0.041296
88,WComp,-0.044738,0.167481,0.044761
88,Artic,0.121615,0.686750,0.183542
89,SProd,-0.062016,0.317930,0.084970
89,EvSem,-0.130132,0.331059,0.088479
89,WProd,0.135734,0.485666,0.129800
89,SComp,-0.041832,0.166120,0.044397
89,WComp,0.014568,0.142999,0.038218
89,Artic,0.115654,0.359729,0.096142
90,SProd,0.521800,3.198313,0.854785
90,EvSem,-0.339480,0.773278,0.206667
90,WProd,0.751640,3.643409,0.973742
90,SComp,-0.017637,1.070245,0.286035
90,WComp,-0.168235,1.225638,0.327566
90,Artic,0.760129,3.615251,0.966216
91,SProd,0.184264,0.725654,0.193939
91,EvSem,0.032696,0.422552,0.112932
91,WProd,0.183364,0.706489,0.188817
91,SComp,-0.071644,0.335568,0.089684
91,WComp,-0.150002,0.398243,0.106435
91,Artic,-0.139871,0.901285,0.240878
92,SProd,0.283245,1.209538,0.323263
92,EvSem,0.033549,1.067664,0.285345
92,WProd,0.473761,1.600441,0.427736
92,SComp,0.138082,0.959993,0.256569
92,WComp,0.370763,0.759470,0.202977
92,Artic,1.231266,1.704586,0.455570
93,SProd,-0.008845,0.670044,0.179077
93,EvSem,-0.101545,0.412271,0.110184
93,WProd,-0.088452,0.703456,0.188007
93,SComp,-0.108076,0.303767,0.081185
93,WComp,-0.170974,0.466207,0.124599
93,Artic,-0.402297,1.089695,0.291233
94,SProd,0.626859,1.271456,0.339811
94,EvSem,0.238563,0.578789,0.154688
94,WProd,0.740590,1.627247,0.434900
94,SComp,-0.160571,0.403001,0.107706
94,WComp,0.089843,0.501526,0.134039
94,Artic,0.976770,1.390622,0.371659
95,SProd,0.141751,1.535309,0.410329
95,EvSem,0.198768,0.925190,0.247267
95,WProd,0.623545,1.393285,0.372371
95,SComp,-0.152985,0.691806,0.184893
95,WComp,-0.142677,0.480637,0.128456
95,Artic,0.081870,1.294024,0.345842
96,SProd,0.239870,0.485880,0.129857
96,EvSem,0.104754,0.354153,0.094651
96,WProd,0.835419,0.920403,0.245988
96,SComp,0.134472,0.436244,0.116591
96,WComp,0.194037,0.316830,0.084676
96,Artic,0.465813,0.623090,0.166528
97,SProd,1.129892,1.696146,0.453314
97,EvSem,0.659823,0.871858,0.233014
97,WProd,1.170032,1.823042,0.487228
97,SComp,-0.444258,1.542144,0.412155
97,WComp,-0.118299,0.941563,0.251643
97,Artic,1.235518,2.035391,0.543981
98,SProd,0.456561,0.591764,0.158156
98,EvSem,0.334096,0.518226,0.138502
98,WProd,1.109502,1.423833,0.380535
98,SComp,0.245948,0.392776,0.104974
98,WComp,0.232503,0.229340,0.061294
98,Artic,0.781889,0.946344,0.252921
99,SProd,0.047568,0.909465,0.243065
99,EvSem,-0.256870,0.714589,0.190982
99,WProd,0.203259,0.537820,0.143739
99,SComp,0.120149,0.631733,0.168838
99,WComp,-0.015744,0.787785,0.210544
99,Artic,0.450875,1.300113,0.347470
100,SProd,0.175192,0.416566,0.111332
100,EvSem,0.207263,0.399000,0.106637
100,WProd,0.285003,0.537713,0.143710
100,SComp,0.011833,0.170889,0.045672
100,WComp,-0.038884,0.270304,0.072242
100,Artic,-0.020219,0.466802,0.124758
101,SProd,0.221637,0.446010,0.119201
101,EvSem,0.139567,0.505459,0.135090
101,WProd,1.011078,0.941498,0.251626
101,SComp,0.273554,0.448411,0.119843
101,WComp,0.337227,0.297832,0.079599
101,Artic,0.614812,0.713324,0.190644
102,SProd,0.535402,0.665590,0.177886
102,EvSem,0.255686,0.390132,0.104267
102,WProd,0.519137,0.605508,0.161829
102,SComp,0.123224,0.263929,0.070538
102,WComp,0.125187,0.316972,0.084714
102,Artic,0.647629,0.796861,0.212970
103,SProd,1.168085,1.393986,0.372558
103,EvSem,0.640170,0.552766,0.147733
103,WProd,1.407475,1.456393,0.389238
103,SComp,0.204264,0.497942,0.133081
103,WComp,0.349861,0.428823,0.114608
103,Artic,1.564721,1.613365,0.431190
104,SProd,0.139043,2.119476,0.566454
104,EvSem,-0.137757,1.398561,0.373781
104,WProd,0.537403,2.686908,0.718106
104,SComp,-0.185906,0.794294,0.212284
104,WComp,0.061272,0.796048,0.212753
104,Artic,0.807975,1.979894,0.529149
105,SProd,-0.455987,0.771249,0.206125
105,EvSem,-0.000235,0.544481,0.145519
105,WProd,-0.180920,0.820241,0.219219
105,SComp,-0.022896,0.402127,0.107473
105,WComp,-0.050422,0.411564,0.109995
105,Artic,-0.271915,0.922899,0.246655
106,SProd,0.137205,0.476295,0.127295
106,EvSem,-0.146256,0.412485,0.110241
106,WProd,0.154013,0.433515,0.115862
106,SComp,-0.073064,0.346240,0.092536
106,WComp,-0.048631,0.318540,0.085133
106,Artic,0.383856,0.696390,0.186118
107,SProd,-0.955098,1.392232,0.372090
107,EvSem,-0.286840,1.510047,0.403577
107,WProd,-0.169841,1.018070,0.272091
107,SComp,-0.236919,0.729850,0.195061
107,WComp,-0.271182,0.746169,0.199422
107,Artic,-0.210416,1.754078,0.468797
108,SProd,-0.353024,2.967131,0.792999
108,EvSem,0.397881,1.551084,0.414545
108,WProd,0.337473,2.121375,0.566961
108,SComp,-0.055590,1.327114,0.354686
108,WComp,0.025957,1.426779,0.381323
108,Artic,-0.029126,2.181388,0.583000
109,SProd,0.200677,0.362514,0.096886
109,EvSem,0.014817,0.340920,0.091115
109,WProd,0.250875,0.485811,0.129839
109,SComp,0.043984,0.468754,0.125280
109,WComp,0.130991,0.342104,0.091431
