ROI,Effect,MeanEffect,StdEffect,StderrEffect
1,SProd,3.436101,1.196325,0.308890
1,EvSem,2.199031,0.893013,0.230575
1,WProd,1.668224,0.663545,0.171327
1,SComp,0.206711,0.527448,0.136187
1,WComp,0.402491,0.689814,0.178109
1,Artic,0.205274,0.667609,0.172376
2,SProd,3.129325,1.275280,0.329276
2,EvSem,1.779479,1.331102,0.343689
2,WProd,1.635074,0.824366,0.212850
2,SComp,0.178271,0.532982,0.137615
2,WComp,0.314649,0.682529,0.176228
2,Artic,0.108268,0.769980,0.198808
3,SProd,2.716648,0.969616,0.250354
3,EvSem,1.899421,0.826359,0.213365
3,WProd,1.815900,0.760503,0.196361
3,SComp,0.443125,0.426984,0.110247
3,WComp,0.443348,0.380666,0.098288
3,Artic,0.695467,0.614190,0.158583
4,SProd,4.161537,2.352724,0.607471
4,EvSem,-0.360601,1.266293,0.326955
4,WProd,3.057444,1.398626,0.361124
4,SComp,0.373141,1.245285,0.321531
4,WComp,0.667300,1.161649,0.299937
4,Artic,1.910381,1.289967,0.333068
5,SProd,3.110467,1.546770,0.399374
5,EvSem,-0.520291,0.896331,0.231432
5,WProd,2.525325,1.522741,0.393170
5,SComp,1.186407,1.481469,0.382514
5,WComp,1.094673,1.496707,0.386448
5,Artic,2.254401,1.545789,0.399121
6,SProd,3.270623,1.596214,0.412141
6,EvSem,0.019972,1.398299,0.361039
6,WProd,2.593563,1.823622,0.470857
6,SComp,0.996454,1.083806,0.279838
6,WComp,0.751143,1.307988,0.337721
6,Artic,1.862610,1.686463,0.435443
7,SProd,3.626895,2.147797,0.554559
7,EvSem,-0.440013,1.526124,0.394043
7,WProd,1.968695,2.172792,0.561013
7,SComp,0.881808,2.012362,0.519590
7,WComp,0.384590,1.475145,0.380881
7,Artic,1.266930,1.670522,0.431327
8,SProd,0.777844,0.858436,0.221647
8,EvSem,-0.231442,0.428617,0.110668
8,WProd,0.283814,0.416785,0.107613
8,SComp,0.209264,0.289263,0.074687
8,WComp,0.205365,0.337490,0.087140
8,Artic,0.297005,0.810237,0.209202
9,SProd,5.075359,2.563423,0.661873
9,EvSem,0.302069,1.185954,0.306212
9,WProd,3.574896,2.053223,0.530140
9,SComp,1.618978,1.178337,0.304245
9,WComp,1.554606,1.301100,0.335943
9,Artic,3.101820,2.147022,0.554359
10,SProd,0.824151,1.101066,0.284294
10,EvSem,0.075270,0.823548,0.212639
10,WProd,0.486345,1.741262,0.449592
10,SComp,-0.039701,0.909342,0.234791
10,WComp,-0.226705,0.512275,0.132269
10,Artic,0.111581,1.067920,0.275736
11,SProd,2.460420,1.546992,0.399432
11,EvSem,1.814444,1.106892,0.285798
11,WProd,1.918792,1.446605,0.373512
11,SComp,0.860209,0.656857,0.169600
11,WComp,0.964252,0.831968,0.214813
11,Artic,1.151260,0.896841,0.231563
12,SProd,1.485360,1.518119,0.391977
12,EvSem,0.354539,1.224716,0.316220
12,WProd,1.082920,1.576769,0.407120
12,SComp,0.452988,0.737895,0.190524
12,WComp,-0.013777,0.706470,0.182410
12,Artic,0.932912,1.530819,0.395256
13,SProd,3.684676,2.675697,0.690862
13,EvSem,2.832939,1.969366,0.508488
13,WProd,3.462257,2.033152,0.524958
13,SComp,0.079322,1.142545,0.295004
13,WComp,0.440225,1.592704,0.411234
13,Artic,-0.089473,1.455227,0.375738
14,SProd,3.319708,2.862072,0.738984
14,EvSem,2.508009,2.353433,0.607654
14,WProd,3.121504,2.680002,0.691974
14,SComp,-0.050669,0.629348,0.162497
14,WComp,0.238958,1.008099,0.260290
14,Artic,-0.242289,1.258271,0.324884
15,SProd,3.194478,2.353916,0.607778
15,EvSem,-0.200849,1.222222,0.315576
15,WProd,2.337569,1.230928,0.317824
15,SComp,0.629227,0.863593,0.222979
15,WComp,0.725364,1.021753,0.263815
15,Artic,1.884813,1.189434,0.307111
16,SProd,2.264300,1.857204,0.479528
