ROI,Subject,Effect, LocalizerSize,EffectSize
1,742_FED_20190320b_3T2_PL2017,S, 37,0.694364
1,742_FED_20190320b_3T2_PL2017,N, 37,0.101521
1,746_FED_20190328a_3T2_PL2017,S, 37,1.415812
1,746_FED_20190328a_3T2_PL2017,N, 37,0.158480
1,747_FED_20190328b_3T2_PL2017,S, 37,1.879949
1,747_FED_20190328b_3T2_PL2017,N, 37,1.122209
1,748_FED_20190328c_3T2_PL2017,S, 37,1.721834
1,748_FED_20190328c_3T2_PL2017,N, 37,0.284911
1,749_FED_20190404a_3T2_PL2017,S, 37,0.655757
1,749_FED_20190404a_3T2_PL2017,N, 37,0.166363
1,750_FED_20190404b_3T2_PL2017,S, 37,4.370805
1,750_FED_20190404b_3T2_PL2017,N, 37,0.585196
1,751_FED_20190404c_3T2_PL2017,S, 37,0.960668
1,751_FED_20190404c_3T2_PL2017,N, 37,0.740152
1,752_FED_20190404d_3T2_PL2017,S, 37,1.537881
1,752_FED_20190404d_3T2_PL2017,N, 37,-0.847427
1,753_FED_20190405a_3T2_PL2017,S, 37,1.389764
1,753_FED_20190405a_3T2_PL2017,N, 37,0.505469
1,754_FED_20190405b_3T2_PL2017,S, 37,0.926031
1,754_FED_20190405b_3T2_PL2017,N, 37,0.433837
1,755_FED_20190411a_3T2_PL2017,S, 37,5.030405
1,755_FED_20190411a_3T2_PL2017,N, 37,3.942915
1,756_FED_20190411b_3T2_PL2017,S, 37,1.589773
1,756_FED_20190411b_3T2_PL2017,N, 37,0.460900
1,757_FED_20190411c_3T2_PL2017,S, 37,3.945482
1,757_FED_20190411c_3T2_PL2017,N, 37,1.582208
1,758_FED_20190411d_3T2_PL2017,S, 37,0.809942
1,758_FED_20190411d_3T2_PL2017,N, 37,0.257503
1,768_FED_20190517a_3T2_PL2017,S, 37,2.444954
1,768_FED_20190517a_3T2_PL2017,N, 37,0.703296
2,742_FED_20190320b_3T2_PL2017,S, 74,3.340879
2,742_FED_20190320b_3T2_PL2017,N, 74,0.781389
2,746_FED_20190328a_3T2_PL2017,S, 74,3.704535
2,746_FED_20190328a_3T2_PL2017,N, 74,1.041504
2,747_FED_20190328b_3T2_PL2017,S, 74,2.228249
2,747_FED_20190328b_3T2_PL2017,N, 74,0.946490
2,748_FED_20190328c_3T2_PL2017,S, 74,1.561740
2,748_FED_20190328c_3T2_PL2017,N, 74,0.185752
2,749_FED_20190404a_3T2_PL2017,S, 74,1.057477
2,749_FED_20190404a_3T2_PL2017,N, 74,-0.019076
2,750_FED_20190404b_3T2_PL2017,S, 74,3.738592
2,750_FED_20190404b_3T2_PL2017,N, 74,1.223952
2,751_FED_20190404c_3T2_PL2017,S, 74,1.195000
2,751_FED_20190404c_3T2_PL2017,N, 74,0.174183
2,752_FED_20190404d_3T2_PL2017,S, 74,4.409814
2,752_FED_20190404d_3T2_PL2017,N, 74,0.987661
2,753_FED_20190405a_3T2_PL2017,S, 74,3.104441
2,753_FED_20190405a_3T2_PL2017,N, 74,1.349854
2,754_FED_20190405b_3T2_PL2017,S, 74,0.087389
2,754_FED_20190405b_3T2_PL2017,N, 74,-0.068134
2,755_FED_20190411a_3T2_PL2017,S, 74,1.911075
2,755_FED_20190411a_3T2_PL2017,N, 74,1.257603
2,756_FED_20190411b_3T2_PL2017,S, 74,2.851164
2,756_FED_20190411b_3T2_PL2017,N, 74,1.031466
2,757_FED_20190411c_3T2_PL2017,S, 74,4.975899
2,757_FED_20190411c_3T2_PL2017,N, 74,1.741454
2,758_FED_20190411d_3T2_PL2017,S, 74,0.665367
2,758_FED_20190411d_3T2_PL2017,N, 74,-1.030302
2,768_FED_20190517a_3T2_PL2017,S, 74,1.857341
2,768_FED_20190517a_3T2_PL2017,N, 74,0.619500
3,742_FED_20190320b_3T2_PL2017,S, 46,3.326091
3,742_FED_20190320b_3T2_PL2017,N, 46,0.966103
3,746_FED_20190328a_3T2_PL2017,S, 46,8.845713
3,746_FED_20190328a_3T2_PL2017,N, 46,3.859534
3,747_FED_20190328b_3T2_PL2017,S, 46,3.430238
3,747_FED_20190328b_3T2_PL2017,N, 46,1.679173
3,748_FED_20190328c_3T2_PL2017,S, 46,6.346995
