ROI,Subject,Effect, LocalizerSize,EffectSize
1,742_FED_20190320b_3T2_PL2017,H, 192,1.000485
1,742_FED_20190320b_3T2_PL2017,E, 192,0.608000
1,746_FED_20190328a_3T2_PL2017,H, 187,1.294812
1,746_FED_20190328a_3T2_PL2017,E, 187,1.088369
1,747_FED_20190328b_3T2_PL2017,H, 123,0.763410
1,747_FED_20190328b_3T2_PL2017,E, 123,0.336784
1,748_FED_20190328c_3T2_PL2017,H, 86,2.363750
1,748_FED_20190328c_3T2_PL2017,E, 86,1.413060
1,749_FED_20190404a_3T2_PL2017,H, 36,2.774647
1,749_FED_20190404a_3T2_PL2017,E, 36,2.210825
1,750_FED_20190404b_3T2_PL2017,H, 115,0.200007
1,750_FED_20190404b_3T2_PL2017,E, 115,0.488718
1,751_FED_20190404c_3T2_PL2017,H, 35,1.716519
1,751_FED_20190404c_3T2_PL2017,E, 35,1.565868
1,752_FED_20190404d_3T2_PL2017,H, 98,1.049207
1,752_FED_20190404d_3T2_PL2017,E, 98,0.775310
1,754_FED_20190405b_3T2_PL2017,H, 128,0.914942
1,754_FED_20190405b_3T2_PL2017,E, 128,0.651386
1,755_FED_20190411a_3T2_PL2017,H, 119,0.569771
1,755_FED_20190411a_3T2_PL2017,E, 119,0.528882
1,756_FED_20190411b_3T2_PL2017,H, 92,0.851485
1,756_FED_20190411b_3T2_PL2017,E, 92,1.065673
1,757_FED_20190411c_3T2_PL2017,H, 63,1.112960
1,757_FED_20190411c_3T2_PL2017,E, 63,1.146836
1,758_FED_20190411d_3T2_PL2017,H, 162,0.800021
1,758_FED_20190411d_3T2_PL2017,E, 162,0.502838
1,753_FED_20190405a_3T2_PL2017,H, 113,1.676513
1,753_FED_20190405a_3T2_PL2017,E, 113,1.160142
2,742_FED_20190320b_3T2_PL2017,H, 142,0.770051
2,742_FED_20190320b_3T2_PL2017,E, 142,0.454152
2,746_FED_20190328a_3T2_PL2017,H, 20,0.175220
2,746_FED_20190328a_3T2_PL2017,E, 20,0.168752
2,747_FED_20190328b_3T2_PL2017,H, 17,1.188694
2,747_FED_20190328b_3T2_PL2017,E, 17,0.812977
2,748_FED_20190328c_3T2_PL2017,H, 57,1.288716
2,748_FED_20190328c_3T2_PL2017,E, 57,0.991318
2,749_FED_20190404a_3T2_PL2017,H, 91,4.094253
2,749_FED_20190404a_3T2_PL2017,E, 91,3.394920
2,750_FED_20190404b_3T2_PL2017,H, 68,2.799030
2,750_FED_20190404b_3T2_PL2017,E, 68,1.558331
2,751_FED_20190404c_3T2_PL2017,H, 56,-0.002722
2,751_FED_20190404c_3T2_PL2017,E, 56,-0.021919
2,752_FED_20190404d_3T2_PL2017,H, 10,1.333429
2,752_FED_20190404d_3T2_PL2017,E, 10,0.880724
2,754_FED_20190405b_3T2_PL2017,H, 117,1.940839
2,754_FED_20190405b_3T2_PL2017,E, 117,1.152380
2,755_FED_20190411a_3T2_PL2017,H, 54,1.525179
2,755_FED_20190411a_3T2_PL2017,E, 54,1.570293
2,756_FED_20190411b_3T2_PL2017,H, 35,0.831089
2,756_FED_20190411b_3T2_PL2017,E, 35,0.892318
2,757_FED_20190411c_3T2_PL2017,H, 37,0.813830
2,757_FED_20190411c_3T2_PL2017,E, 37,1.134449
2,758_FED_20190411d_3T2_PL2017,H, 8,0.634637
2,758_FED_20190411d_3T2_PL2017,E, 8,0.118746
2,753_FED_20190405a_3T2_PL2017,H, 45,1.289821
2,753_FED_20190405a_3T2_PL2017,E, 45,1.477240
3,742_FED_20190320b_3T2_PL2017,H, 10,0.440855
3,742_FED_20190320b_3T2_PL2017,E, 10,0.285992
3,746_FED_20190328a_3T2_PL2017,H, 77,0.600480
3,746_FED_20190328a_3T2_PL2017,E, 77,0.442554
3,747_FED_20190328b_3T2_PL2017,H, 56,0.375393
3,747_FED_20190328b_3T2_PL2017,E, 56,0.182384
3,748_FED_20190328c_3T2_PL2017,H, 16,0.451885
3,748_FED_20190328c_3T2_PL2017,E, 16,0.159254
3,749_FED_20190404a_3T2_PL2017,H, 43,2.543327
3,749_FED_20190404a_3T2_PL2017,E, 43,1.805174
3,750_FED_20190404b_3T2_PL2017,H, 55,1.042272
3,750_FED_20190404b_3T2_PL2017,E, 55,0.754459
3,751_FED_20190404c_3T2_PL2017,H, 12,0.662643
3,751_FED_20190404c_3T2_PL2017,E, 12,0.665657
3,752_FED_20190404d_3T2_PL2017,H, 25,0.735328
3,752_FED_20190404d_3T2_PL2017,E, 25,0.489799
3,754_FED_20190405b_3T2_PL2017,H, 10,0.018183
3,754_FED_20190405b_3T2_PL2017,E, 10,0.133724
3,755_FED_20190411a_3T2_PL2017,H, 47,0.142106
3,755_FED_20190411a_3T2_PL2017,E, 47,0.091498
3,756_FED_20190411b_3T2_PL2017,H, 34,0.274178
3,756_FED_20190411b_3T2_PL2017,E, 34,0.254932
3,757_FED_20190411c_3T2_PL2017,H, 29,0.281080
3,757_FED_20190411c_3T2_PL2017,E, 29,0.303621
3,758_FED_20190411d_3T2_PL2017,H, 58,0.667650
3,758_FED_20190411d_3T2_PL2017,E, 58,0.391342
3,753_FED_20190405a_3T2_PL2017,H, 66,1.127034
3,753_FED_20190405a_3T2_PL2017,E, 66,1.368620
4,742_FED_20190320b_3T2_PL2017,H, 65,0.878014
4,742_FED_20190320b_3T2_PL2017,E, 65,0.329997
4,746_FED_20190328a_3T2_PL2017,H, 34,-0.232028
4,746_FED_20190328a_3T2_PL2017,E, 34,0.053522
