ROI,Subject,Effect, LocalizerSize,EffectSize
LH_postParietal,770_FED_20191204d_3T2_PL2017,H, 395,0.239942
LH_postParietal,770_FED_20191204d_3T2_PL2017,E, 395,-0.073139
LH_postParietal,803_FED_20191113c_3T2_PL2017,H, 395,5.377333
LH_postParietal,803_FED_20191113c_3T2_PL2017,E, 395,4.093546
LH_postParietal,797_FED_20200226a_3T2_PL2017,H, 395,0.281104
LH_postParietal,797_FED_20200226a_3T2_PL2017,E, 395,0.280650
LH_postParietal,788_FED_20190724a_3T2_PL2017,H, 395,3.650452
LH_postParietal,788_FED_20190724a_3T2_PL2017,E, 395,3.013490
LH_postParietal,805_FED_20191204a_3T2_PL2017,H, 395,7.360633
LH_postParietal,805_FED_20191204a_3T2_PL2017,E, 395,4.104955
LH_postParietal,806_FED_20191204b_3T2_PL2017,H, 395,3.497671
LH_postParietal,806_FED_20191204b_3T2_PL2017,E, 395,2.449449
LH_postParietal,807_FED_20191204c_3T2_PL2017,H, 395,5.678959
LH_postParietal,807_FED_20191204c_3T2_PL2017,E, 395,3.831426
LH_postParietal,261_FED_20200205b_3T2_PL2017,H, 395,2.578757
LH_postParietal,261_FED_20200205b_3T2_PL2017,E, 395,2.039087
LH_postParietal,824_FED_20200130a_3T2_PL2017,H, 395,3.151423
LH_postParietal,824_FED_20200130a_3T2_PL2017,E, 395,2.607932
LH_postParietal,825_FED_20200130b_3T2_PL2017,H, 395,6.129053
LH_postParietal,825_FED_20200130b_3T2_PL2017,E, 395,4.830435
LH_postParietal,826_FED_20200130c_3T2_PL2017,H, 395,3.908879
LH_postParietal,826_FED_20200130c_3T2_PL2017,E, 395,3.505924
LH_postParietal,827_FED_20200130d_3T2_PL2017,H, 395,4.506493
LH_postParietal,827_FED_20200130d_3T2_PL2017,E, 395,2.746673
LH_postParietal,828_FED_20200205c_3T2_PL2017,H, 395,0.880658
LH_postParietal,828_FED_20200205c_3T2_PL2017,E, 395,0.497933
LH_postParietal,831_FED_20200213b_3T2_PL2017,H, 395,0.242595
LH_postParietal,831_FED_20200213b_3T2_PL2017,E, 395,0.259260
LH_midParietal,770_FED_20191204d_3T2_PL2017,H, 86,1.366701
LH_midParietal,770_FED_20191204d_3T2_PL2017,E, 86,0.321003
LH_midParietal,803_FED_20191113c_3T2_PL2017,H, 86,2.069738
LH_midParietal,803_FED_20191113c_3T2_PL2017,E, 86,1.352456
LH_midParietal,797_FED_20200226a_3T2_PL2017,H, 86,0.365144
LH_midParietal,797_FED_20200226a_3T2_PL2017,E, 86,0.344005
LH_midParietal,788_FED_20190724a_3T2_PL2017,H, 86,1.678650
LH_midParietal,788_FED_20190724a_3T2_PL2017,E, 86,1.018867
LH_midParietal,805_FED_20191204a_3T2_PL2017,H, 86,7.826317
LH_midParietal,805_FED_20191204a_3T2_PL2017,E, 86,4.193851
LH_midParietal,806_FED_20191204b_3T2_PL2017,H, 86,2.563825
LH_midParietal,806_FED_20191204b_3T2_PL2017,E, 86,1.696382
LH_midParietal,807_FED_20191204c_3T2_PL2017,H, 86,8.313806
LH_midParietal,807_FED_20191204c_3T2_PL2017,E, 86,5.349596
LH_midParietal,261_FED_20200205b_3T2_PL2017,H, 86,6.625295
LH_midParietal,261_FED_20200205b_3T2_PL2017,E, 86,5.025338
LH_midParietal,824_FED_20200130a_3T2_PL2017,H, 86,3.537817
LH_midParietal,824_FED_20200130a_3T2_PL2017,E, 86,2.832029
LH_midParietal,825_FED_20200130b_3T2_PL2017,H, 86,5.588334
LH_midParietal,825_FED_20200130b_3T2_PL2017,E, 86,4.552743
LH_midParietal,826_FED_20200130c_3T2_PL2017,H, 86,3.225984
LH_midParietal,826_FED_20200130c_3T2_PL2017,E, 86,2.782118
LH_midParietal,827_FED_20200130d_3T2_PL2017,H, 86,3.755659
LH_midParietal,827_FED_20200130d_3T2_PL2017,E, 86,2.411683
LH_midParietal,828_FED_20200205c_3T2_PL2017,H, 86,0.336160
LH_midParietal,828_FED_20200205c_3T2_PL2017,E, 86,0.156580
LH_midParietal,831_FED_20200213b_3T2_PL2017,H, 86,0.002127
LH_midParietal,831_FED_20200213b_3T2_PL2017,E, 86,-0.005044
LH_antParietal,770_FED_20191204d_3T2_PL2017,H, 201,0.776052
LH_antParietal,770_FED_20191204d_3T2_PL2017,E, 201,0.155667
