ROI,Effect,MeanEffect,StdEffect,StderrEffect
LH_midFrontal,EvSem,0.932350,1.655044,0.442329
LH_midFrontalOrb,SProd,1.995290,2.138366,0.571502
LH_midFrontalOrb,WProd,2.562518,2.663806,0.711932
LH_midFrontalOrb,SComp,0.260213,1.305631,0.348945
LH_midFrontalOrb,WComp,0.578209,1.528300,0.408455
LH_midFrontalOrb,Artic,0.950333,2.332899,0.623493
LH_midFrontalOrb,EvSem,0.576842,1.697115,0.453573
LH_insula,SProd,2.173663,1.534323,0.410065
LH_insula,WProd,2.678478,1.701740,0.454809
LH_insula,SComp,0.429062,0.965067,0.257925
LH_insula,WComp,0.591762,1.155259,0.308756
LH_insula,Artic,1.916314,1.333976,0.356520
LH_insula,EvSem,0.675685,0.982758,0.262653
LH_medialFrontal,SProd,2.703649,1.313089,0.350938
LH_medialFrontal,WProd,3.030076,1.559481,0.416789
LH_medialFrontal,SComp,0.633051,0.948654,0.253538
LH_medialFrontal,WComp,0.633607,1.020750,0.272807
LH_medialFrontal,Artic,1.564256,1.595654,0.426456
LH_medialFrontal,EvSem,0.697202,1.662684,0.444371
RH_postParietal,SProd,1.503712,0.976935,0.261097
RH_postParietal,WProd,3.014930,1.093498,0.292250
RH_postParietal,SComp,0.168599,0.899518,0.240406
RH_postParietal,WComp,0.788132,0.982941,0.262702
RH_postParietal,Artic,1.119690,0.904178,0.241652
RH_postParietal,EvSem,0.833000,0.966218,0.258233
RH_midParietal,SProd,0.109567,2.194960,0.586628
RH_midParietal,WProd,1.151765,1.980683,0.529360
RH_midParietal,SComp,0.128987,0.873942,0.233571
RH_midParietal,WComp,0.824432,1.955243,0.522561
RH_midParietal,Artic,0.926362,2.520895,0.673737
RH_midParietal,EvSem,0.534343,1.425912,0.381091
RH_antParietal,SProd,-0.047994,1.326858,0.354618
RH_antParietal,WProd,0.807374,1.491939,0.398737
RH_antParietal,SComp,0.228184,0.968318,0.258794
RH_antParietal,WComp,0.635025,1.224299,0.327208
RH_antParietal,Artic,0.748270,1.993177,0.532699
RH_antParietal,EvSem,0.146754,0.963645,0.257545
RH_supFrontal,SProd,1.011524,1.472136,0.393445
RH_supFrontal,WProd,2.297248,1.640082,0.438330
RH_supFrontal,SComp,0.247706,0.712594,0.190449
RH_supFrontal,WComp,0.879542,1.655661,0.442494
RH_supFrontal,Artic,1.475721,1.596287,0.426626
RH_supFrontal,EvSem,0.577159,0.997887,0.266696
RH_Precentral_A_precG,SProd,1.816853,2.867320,0.766323
RH_Precentral_A_precG,WProd,2.946035,2.857785,0.763775
RH_Precentral_A_precG,SComp,0.894693,1.774766,0.474326
RH_Precentral_A_precG,WComp,1.207032,1.873733,0.500776
RH_Precentral_A_precG,Artic,2.465574,2.961236,0.791424
RH_Precentral_A_precG,EvSem,1.345776,1.903538,0.508742
RH_Precentral_B_IFGop,SProd,1.426160,2.078163,0.555412
RH_Precentral_B_IFGop,WProd,2.182996,1.950644,0.521332
RH_Precentral_B_IFGop,SComp,0.532959,1.082422,0.289290
RH_Precentral_B_IFGop,WComp,0.766696,1.184030,0.316445
RH_Precentral_B_IFGop,Artic,1.596219,1.395456,0.372951
RH_Precentral_B_IFGop,EvSem,1.051293,1.667662,0.445701
RH_midFrontal,SProd,1.378847,1.994523,0.533059
RH_midFrontal,WProd,2.689793,1.947592,0.520516
RH_midFrontal,SComp,0.720112,1.192158,0.318618
RH_midFrontal,WComp,0.935686,1.285182,0.343479
RH_midFrontal,Artic,1.614500,1.921897,0.513648
RH_midFrontal,EvSem,1.038232,1.495687,0.399739
RH_midFrontalOrb,SProd,0.652380,2.061693,0.551011
RH_midFrontalOrb,WProd,2.052202,2.275764,0.608224
RH_midFrontalOrb,SComp,-0.024845,0.975788,0.260790
RH_midFrontalOrb,WComp,0.327437,1.176947,0.314552
RH_midFrontalOrb,Artic,1.306761,1.804721,0.482332
RH_midFrontalOrb,EvSem,-0.063247,1.424792,0.380792
RH_insula,SProd,0.995500,1.073990,0.287036
RH_insula,WProd,1.845439,1.164351,0.311186
RH_insula,SComp,0.024189,0.646179,0.172699
RH_insula,WComp,0.105395,0.670711,0.179255
RH_insula,Artic,1.117984,0.848064,0.226655
RH_insula,EvSem,0.407296,0.826943,0.221010
RH_medialFrontal,SProd,1.345135,1.495716,0.399747
RH_medialFrontal,WProd,2.347566,1.679737,0.448929
RH_medialFrontal,SComp,0.345766,1.252592,0.334769
RH_medialFrontal,WComp,0.283673,1.375338,0.367574
RH_medialFrontal,Artic,1.383647,1.696182,0.453324
RH_medialFrontal,EvSem,0.651926,1.577869,0.421703
