ROI,Subject,Effect, LocalizerSize,EffectSize
1,742_FED_20190320b_3T2_PL2017,SProd, 37,3.840274
1,742_FED_20190320b_3T2_PL2017,WProd, 37,3.652202
1,742_FED_20190320b_3T2_PL2017,SComp, 37,2.787735
1,742_FED_20190320b_3T2_PL2017,WComp, 37,3.821004
1,742_FED_20190320b_3T2_PL2017,Artic, 37,4.746335
1,742_FED_20190320b_3T2_PL2017,EvSem, 37,1.316571
1,746_FED_20190328a_3T2_PL2017,SProd, 37,2.756378
1,746_FED_20190328a_3T2_PL2017,WProd, 37,1.725518
1,746_FED_20190328a_3T2_PL2017,SComp, 37,0.600939
1,746_FED_20190328a_3T2_PL2017,WComp, 37,-0.703378
1,746_FED_20190328a_3T2_PL2017,Artic, 37,0.395872
1,746_FED_20190328a_3T2_PL2017,EvSem, 37,-1.459922
1,747_FED_20190328b_3T2_PL2017,SProd, 37,1.522754
1,747_FED_20190328b_3T2_PL2017,WProd, 37,1.389010
1,747_FED_20190328b_3T2_PL2017,SComp, 37,0.266288
1,747_FED_20190328b_3T2_PL2017,WComp, 37,0.343239
1,747_FED_20190328b_3T2_PL2017,Artic, 37,1.335070
1,747_FED_20190328b_3T2_PL2017,EvSem, 37,-0.725734
1,748_FED_20190328c_3T2_PL2017,SProd, 37,1.918966
1,748_FED_20190328c_3T2_PL2017,WProd, 37,0.923424
1,748_FED_20190328c_3T2_PL2017,SComp, 37,-0.303735
1,748_FED_20190328c_3T2_PL2017,WComp, 37,0.123252
1,748_FED_20190328c_3T2_PL2017,Artic, 37,1.138192
1,748_FED_20190328c_3T2_PL2017,EvSem, 37,-1.109758
1,749_FED_20190404a_3T2_PL2017,SProd, 37,1.594899
1,749_FED_20190404a_3T2_PL2017,WProd, 37,0.728245
1,749_FED_20190404a_3T2_PL2017,SComp, 37,0.286979
1,749_FED_20190404a_3T2_PL2017,WComp, 37,1.028733
1,749_FED_20190404a_3T2_PL2017,Artic, 37,0.343977
1,749_FED_20190404a_3T2_PL2017,EvSem, 37,-0.138016
1,750_FED_20190404b_3T2_PL2017,SProd, 37,3.465488
1,750_FED_20190404b_3T2_PL2017,WProd, 37,2.158990
1,750_FED_20190404b_3T2_PL2017,SComp, 37,1.764775
1,750_FED_20190404b_3T2_PL2017,WComp, 37,1.128861
1,750_FED_20190404b_3T2_PL2017,Artic, 37,1.466920
1,750_FED_20190404b_3T2_PL2017,EvSem, 37,-0.820393
1,751_FED_20190404c_3T2_PL2017,SProd, 37,3.695282
1,751_FED_20190404c_3T2_PL2017,WProd, 37,1.069717
1,751_FED_20190404c_3T2_PL2017,SComp, 37,-0.070900
1,751_FED_20190404c_3T2_PL2017,WComp, 37,-0.161553
1,751_FED_20190404c_3T2_PL2017,Artic, 37,0.784534
1,751_FED_20190404c_3T2_PL2017,EvSem, 37,-0.186742
1,752_FED_20190404d_3T2_PL2017,SProd, 37,2.616321
1,752_FED_20190404d_3T2_PL2017,WProd, 37,2.323327
1,752_FED_20190404d_3T2_PL2017,SComp, 37,1.555855
1,752_FED_20190404d_3T2_PL2017,WComp, 37,0.425471
1,752_FED_20190404d_3T2_PL2017,Artic, 37,0.014073
1,752_FED_20190404d_3T2_PL2017,EvSem, 37,-0.612398
1,753_FED_20190405a_3T2_PL2017,SProd, 37,3.446414
1,753_FED_20190405a_3T2_PL2017,WProd, 37,1.030360
1,753_FED_20190405a_3T2_PL2017,SComp, 37,2.143194
1,753_FED_20190405a_3T2_PL2017,WComp, 37,3.071225
1,753_FED_20190405a_3T2_PL2017,Artic, 37,2.091569
1,753_FED_20190405a_3T2_PL2017,EvSem, 37,-1.352151
1,754_FED_20190405b_3T2_PL2017,SProd, 37,3.942514
1,754_FED_20190405b_3T2_PL2017,WProd, 37,2.899320
1,754_FED_20190405b_3T2_PL2017,SComp, 37,1.540608
1,754_FED_20190405b_3T2_PL2017,WComp, 37,2.517433
1,754_FED_20190405b_3T2_PL2017,Artic, 37,4.887724
1,754_FED_20190405b_3T2_PL2017,EvSem, 37,-0.176050
1,755_FED_20190411a_3T2_PL2017,SProd, 37,4.915733
1,755_FED_20190411a_3T2_PL2017,WProd, 37,4.240794
1,755_FED_20190411a_3T2_PL2017,SComp, 37,4.091114
1,755_FED_20190411a_3T2_PL2017,WComp, 37,3.508678
1,755_FED_20190411a_3T2_PL2017,Artic, 37,3.875294
1,755_FED_20190411a_3T2_PL2017,EvSem, 37,0.698253
1,756_FED_20190411b_3T2_PL2017,SProd, 37,0.993084
1,756_FED_20190411b_3T2_PL2017,WProd, 37,0.394710
1,756_FED_20190411b_3T2_PL2017,SComp, 37,-0.690823
1,756_FED_20190411b_3T2_PL2017,WComp, 37,-0.215784
1,756_FED_20190411b_3T2_PL2017,Artic, 37,0.535697
1,756_FED_20190411b_3T2_PL2017,EvSem, 37,-0.327444
1,757_FED_20190411c_3T2_PL2017,SProd, 37,1.028446
1,757_FED_20190411c_3T2_PL2017,WProd, 37,1.111574
1,757_FED_20190411c_3T2_PL2017,SComp, 37,0.476419
1,757_FED_20190411c_3T2_PL2017,WComp, 37,0.626537
1,757_FED_20190411c_3T2_PL2017,Artic, 37,-0.283469
1,757_FED_20190411c_3T2_PL2017,EvSem, 37,-1.317915
1,758_FED_20190411d_3T2_PL2017,SProd, 37,5.764030
1,758_FED_20190411d_3T2_PL2017,WProd, 37,5.025224
1,758_FED_20190411d_3T2_PL2017,SComp, 37,0.816867
1,758_FED_20190411d_3T2_PL2017,WComp, 37,0.235274
1,758_FED_20190411d_3T2_PL2017,Artic, 37,5.655295
1,758_FED_20190411d_3T2_PL2017,EvSem, 37,-0.185439
1,768_FED_20190517a_3T2_PL2017,SProd, 37,3.809007
1,768_FED_20190517a_3T2_PL2017,WProd, 37,2.857525
1,768_FED_20190517a_3T2_PL2017,SComp, 37,1.522680
1,768_FED_20190517a_3T2_PL2017,WComp, 37,1.902927
1,768_FED_20190517a_3T2_PL2017,Artic, 37,3.093061
1,768_FED_20190517a_3T2_PL2017,EvSem, 37,0.486250
2,742_FED_20190320b_3T2_PL2017,SProd, 74,7.019594
2,742_FED_20190320b_3T2_PL2017,WProd, 74,6.450204
2,742_FED_20190320b_3T2_PL2017,SComp, 74,4.898572
2,742_FED_20190320b_3T2_PL2017,WComp, 74,5.303853
2,742_FED_20190320b_3T2_PL2017,Artic, 74,8.414196
2,742_FED_20190320b_3T2_PL2017,EvSem, 74,2.367779
2,746_FED_20190328a_3T2_PL2017,SProd, 74,5.396026
2,746_FED_20190328a_3T2_PL2017,WProd, 74,2.723499
2,746_FED_20190328a_3T2_PL2017,SComp, 74,2.872407
2,746_FED_20190328a_3T2_PL2017,WComp, 74,1.185200
2,746_FED_20190328a_3T2_PL2017,Artic, 74,1.127493
2,746_FED_20190328a_3T2_PL2017,EvSem, 74,-0.104000
2,747_FED_20190328b_3T2_PL2017,SProd, 74,1.490518
2,747_FED_20190328b_3T2_PL2017,WProd, 74,1.073942
2,747_FED_20190328b_3T2_PL2017,SComp, 74,0.318453
