ROI,Subject,Effect, LocalizerSize,EffectSize
1,742_FED_20190320b_3T2_PL2017,SProd, 627,5.318539
1,742_FED_20190320b_3T2_PL2017,EvSem, 627,1.080948
1,742_FED_20190320b_3T2_PL2017,WProd, 627,5.901163
1,742_FED_20190320b_3T2_PL2017,SComp, 627,3.652438
1,742_FED_20190320b_3T2_PL2017,WComp, 627,3.817749
1,742_FED_20190320b_3T2_PL2017,Artic, 627,8.794163
1,746_FED_20190328a_3T2_PL2017,SProd, 627,5.764952
1,746_FED_20190328a_3T2_PL2017,EvSem, 627,-0.786850
1,746_FED_20190328a_3T2_PL2017,WProd, 627,6.618871
1,746_FED_20190328a_3T2_PL2017,SComp, 627,2.656612
1,746_FED_20190328a_3T2_PL2017,WComp, 627,1.896795
1,746_FED_20190328a_3T2_PL2017,Artic, 627,7.635410
1,747_FED_20190328b_3T2_PL2017,SProd, 627,2.371213
1,747_FED_20190328b_3T2_PL2017,EvSem, 627,-0.295415
1,747_FED_20190328b_3T2_PL2017,WProd, 627,3.342438
1,747_FED_20190328b_3T2_PL2017,SComp, 627,-0.623094
1,747_FED_20190328b_3T2_PL2017,WComp, 627,0.009157
1,747_FED_20190328b_3T2_PL2017,Artic, 627,3.850954
1,748_FED_20190328c_3T2_PL2017,SProd, 627,4.450255
1,748_FED_20190328c_3T2_PL2017,EvSem, 627,1.024314
1,748_FED_20190328c_3T2_PL2017,WProd, 627,5.405603
1,748_FED_20190328c_3T2_PL2017,SComp, 627,1.333137
1,748_FED_20190328c_3T2_PL2017,WComp, 627,1.692140
1,748_FED_20190328c_3T2_PL2017,Artic, 627,5.887936
1,749_FED_20190404a_3T2_PL2017,SProd, 627,3.731919
1,749_FED_20190404a_3T2_PL2017,EvSem, 627,0.274546
1,749_FED_20190404a_3T2_PL2017,WProd, 627,3.920799
1,749_FED_20190404a_3T2_PL2017,SComp, 627,0.375201
1,749_FED_20190404a_3T2_PL2017,WComp, 627,0.532582
1,749_FED_20190404a_3T2_PL2017,Artic, 627,5.603062
1,750_FED_20190404b_3T2_PL2017,SProd, 627,3.880494
