ROI,Subject,Effect, LocalizerSize,EffectSize
1,788_FED_20191120b_3T2_PL2017,H, 35,1.442888
1,788_FED_20191120b_3T2_PL2017,E, 35,0.900764
1,805_FED_20191204a_3T2_PL2017,H, 149,2.268164
1,805_FED_20191204a_3T2_PL2017,E, 149,1.672896
1,806_FED_20191204b_3T2_PL2017,H, 139,0.189110
1,806_FED_20191204b_3T2_PL2017,E, 139,0.105391
1,807_FED_20191204c_3T2_PL2017,H, 7,-0.034755
1,807_FED_20191204c_3T2_PL2017,E, 7,0.169549
1,261_FED_20200205b_3T2_PL2017,H, 134,1.892057
1,261_FED_20200205b_3T2_PL2017,E, 134,1.663141
1,824_FED_20200130a_3T2_PL2017,H, 35,1.332266
1,824_FED_20200130a_3T2_PL2017,E, 35,1.007494
1,825_FED_20200130b_3T2_PL2017,H, 121,1.310506
1,825_FED_20200130b_3T2_PL2017,E, 121,1.344731
1,826_FED_20200130c_3T2_PL2017,H, 91,0.026819
1,826_FED_20200130c_3T2_PL2017,E, 91,0.079639
1,827_FED_20200130d_3T2_PL2017,H, 75,1.708314
1,827_FED_20200130d_3T2_PL2017,E, 75,1.242685
1,828_FED_20200205c_3T2_PL2017,H, 381,1.084633
1,828_FED_20200205c_3T2_PL2017,E, 381,0.734577
1,831_FED_20200213b_3T2_PL2017,H, 204,0.030714
1,831_FED_20200213b_3T2_PL2017,E, 204,0.032973
2,788_FED_20191120b_3T2_PL2017,H, 107,2.421832
2,788_FED_20191120b_3T2_PL2017,E, 107,1.687741
2,805_FED_20191204a_3T2_PL2017,H, 59,1.478282
2,805_FED_20191204a_3T2_PL2017,E, 59,1.055296
2,806_FED_20191204b_3T2_PL2017,H, 43,0.235517
2,806_FED_20191204b_3T2_PL2017,E, 43,0.285633
2,807_FED_20191204c_3T2_PL2017,H, 29,-0.339305
2,807_FED_20191204c_3T2_PL2017,E, 29,-0.597270
2,261_FED_20200205b_3T2_PL2017,H, 61,1.173720
2,261_FED_20200205b_3T2_PL2017,E, 61,0.740432
2,824_FED_20200130a_3T2_PL2017,H, 17,1.041464
2,824_FED_20200130a_3T2_PL2017,E, 17,0.904467
2,825_FED_20200130b_3T2_PL2017,H, 100,1.020073
2,825_FED_20200130b_3T2_PL2017,E, 100,1.085999
2,826_FED_20200130c_3T2_PL2017,H, 60,0.012332
2,826_FED_20200130c_3T2_PL2017,E, 60,0.053546
2,827_FED_20200130d_3T2_PL2017,H, 136,2.270722
2,827_FED_20200130d_3T2_PL2017,E, 136,1.736382
2,828_FED_20200205c_3T2_PL2017,H, 249,0.810672
2,828_FED_20200205c_3T2_PL2017,E, 249,0.499982
2,831_FED_20200213b_3T2_PL2017,H, 122,-0.010912
2,831_FED_20200213b_3T2_PL2017,E, 122,-0.030457
3,788_FED_20191120b_3T2_PL2017,H, 51,1.196480
3,788_FED_20191120b_3T2_PL2017,E, 51,0.654066
3,805_FED_20191204a_3T2_PL2017,H, 2,0.598970
3,805_FED_20191204a_3T2_PL2017,E, 2,0.287567
3,806_FED_20191204b_3T2_PL2017,H, 92,0.894109
3,806_FED_20191204b_3T2_PL2017,E, 92,0.616997
3,807_FED_20191204c_3T2_PL2017,H, 46,0.223065
3,807_FED_20191204c_3T2_PL2017,E, 46,0.202893
3,261_FED_20200205b_3T2_PL2017,H, 35,1.558012
3,261_FED_20200205b_3T2_PL2017,E, 35,1.275118
3,824_FED_20200130a_3T2_PL2017,H, 38,0.652532
3,824_FED_20200130a_3T2_PL2017,E, 38,0.472314
3,825_FED_20200130b_3T2_PL2017,H, 40,1.181979
3,825_FED_20200130b_3T2_PL2017,E, 40,0.897514
3,826_FED_20200130c_3T2_PL2017,H, 49,-0.077383
3,826_FED_20200130c_3T2_PL2017,E, 49,-0.088779
3,827_FED_20200130d_3T2_PL2017,H, 57,0.496976
3,827_FED_20200130d_3T2_PL2017,E, 57,0.268341
3,828_FED_20200205c_3T2_PL2017,H, 129,0.776295
3,828_FED_20200205c_3T2_PL2017,E, 129,0.420972
3,831_FED_20200213b_3T2_PL2017,H, 74,0.044813
3,831_FED_20200213b_3T2_PL2017,E, 74,0.064768
4,788_FED_20191120b_3T2_PL2017,H, 10,3.200056
4,788_FED_20191120b_3T2_PL2017,E, 10,1.126055
4,805_FED_20191204a_3T2_PL2017,H, 22,0.371731
4,805_FED_20191204a_3T2_PL2017,E, 22,-0.673007
4,806_FED_20191204b_3T2_PL2017,H, 23,0.189805
4,806_FED_20191204b_3T2_PL2017,E, 23,-0.057716
4,807_FED_20191204c_3T2_PL2017,H, 22,-0.546377
4,807_FED_20191204c_3T2_PL2017,E, 22,-0.222227
4,261_FED_20200205b_3T2_PL2017,H, 16,0.326077
4,261_FED_20200205b_3T2_PL2017,E, 16,-0.573265
4,824_FED_20200130a_3T2_PL2017,H, 67,0.563999
4,824_FED_20200130a_3T2_PL2017,E, 67,0.477987
4,825_FED_20200130b_3T2_PL2017,H, 48,0.234380
4,825_FED_20200130b_3T2_PL2017,E, 48,0.003710
4,826_FED_20200130c_3T2_PL2017,H, 2,-0.745151
4,826_FED_20200130c_3T2_PL2017,E, 2,-0.614010
4,827_FED_20200130d_3T2_PL2017,H, 34,1.414131
4,827_FED_20200130d_3T2_PL2017,E, 34,-0.060457
4,828_FED_20200205c_3T2_PL2017,H, 98,0.680294
4,828_FED_20200205c_3T2_PL2017,E, 98,0.502542
4,831_FED_20200213b_3T2_PL2017,H, 83,-0.216077
4,831_FED_20200213b_3T2_PL2017,E, 83,-0.344625
5,788_FED_20191120b_3T2_PL2017,H, 17,3.294053
5,788_FED_20191120b_3T2_PL2017,E, 17,0.780583
5,805_FED_20191204a_3T2_PL2017,H, 2,0.504402
5,805_FED_20191204a_3T2_PL2017,E, 2,0.567503
5,806_FED_20191204b_3T2_PL2017,H, 13,-1.914117
5,806_FED_20191204b_3T2_PL2017,E, 13,-1.132598
5,807_FED_20191204c_3T2_PL2017,H, 0,0.000000
5,807_FED_20191204c_3T2_PL2017,E, 0,0.000000
5,261_FED_20200205b_3T2_PL2017,H, 14,-0.277050
5,261_FED_20200205b_3T2_PL2017,E, 14,-0.181029
5,824_FED_20200130a_3T2_PL2017,H, 15,-1.923020
5,824_FED_20200130a_3T2_PL2017,E, 15,-1.779208
5,825_FED_20200130b_3T2_PL2017,H, 12,0.359080
5,825_FED_20200130b_3T2_PL2017,E, 12,0.558094
5,826_FED_20200130c_3T2_PL2017,H, 13,-0.391940
5,826_FED_20200130c_3T2_PL2017,E, 13,-0.240793
5,827_FED_20200130d_3T2_PL2017,H, 4,-0.382609
5,827_FED_20200130d_3T2_PL2017,E, 4,-0.369500
5,828_FED_20200205c_3T2_PL2017,H, 17,0.136195
5,828_FED_20200205c_3T2_PL2017,E, 17,0.190464
5,831_FED_20200213b_3T2_PL2017,H, 26,-0.318546
5,831_FED_20200213b_3T2_PL2017,E, 26,-0.335582
6,788_FED_20191120b_3T2_PL2017,H, 1,2.711738
6,788_FED_20191120b_3T2_PL2017,E, 1,2.007301
6,805_FED_20191204a_3T2_PL2017,H, 5,0.786466
