ROI,Effect,MeanEffect,StdEffect,StderrEffect
LH_postParietal,NOb,1.768686,1.505169,0.453825
LH_postParietal,NEv,1.490213,1.160310,0.349847
LH_postParietal,ROb,0.822875,0.717315,0.216279
LH_postParietal,REv,0.347227,0.641378,0.193383
LH_midParietal,NOb,0.348100,1.093416,0.329677
LH_midParietal,NEv,0.542168,0.876962,0.264414
LH_midParietal,ROb,0.418709,0.661984,0.199596
LH_midParietal,REv,0.183578,0.785055,0.236703
LH_antParietal,NOb,0.262428,0.691900,0.208616
LH_antParietal,NEv,0.438360,0.632264,0.190635
LH_antParietal,ROb,0.286243,0.294298,0.088734
LH_antParietal,REv,0.059863,0.365254,0.110128
LH_supFrontal,NOb,0.682369,0.781730,0.235701
LH_supFrontal,NEv,0.482581,0.733991,0.221307
LH_supFrontal,ROb,0.199101,0.498601,0.150334
LH_supFrontal,REv,0.057404,0.405205,0.122174
LH_Precentral_A_precG,NOb,1.644533,1.507182,0.454433
LH_Precentral_A_precG,NEv,1.343253,1.392620,0.419891
LH_Precentral_A_precG,ROb,0.866733,0.804494,0.242564
LH_Precentral_A_precG,REv,0.468445,1.003429,0.302545
LH_Precentral_B_IFGop,NOb,1.381934,2.043584,0.616164
LH_Precentral_B_IFGop,NEv,1.178043,1.843151,0.555731
LH_Precentral_B_IFGop,ROb,0.490859,1.300735,0.392186
LH_Precentral_B_IFGop,REv,0.296367,1.368338,0.412569
LH_midFrontal,NOb,1.134032,1.120241,0.337766
LH_midFrontal,NEv,1.007245,1.298553,0.391528
LH_midFrontal,ROb,0.261824,0.660138,0.199039
LH_midFrontal,REv,0.145886,0.893132,0.269289
LH_midFrontalOrb,NOb,0.832066,2.107664,0.635484
LH_midFrontalOrb,NEv,0.518098,1.570394,0.473492
LH_midFrontalOrb,ROb,-0.357539,0.995413,0.300128
LH_midFrontalOrb,REv,-0.126192,1.397362,0.421321
LH_insula,NOb,1.500137,0.846801,0.255320
LH_insula,NEv,1.174735,0.735199,0.221671
LH_insula,ROb,0.459956,0.613589,0.185004
LH_insula,REv,0.367752,0.643508,0.194025
LH_medialFrontal,NOb,1.251493,1.449765,0.437121
LH_medialFrontal,NEv,1.039558,1.427490,0.430404
LH_medialFrontal,ROb,0.128280,0.837251,0.252441
LH_medialFrontal,REv,-0.041598,1.067804,0.321955
RH_postParietal,NOb,1.662970,0.736586,0.222089
RH_postParietal,NEv,1.170958,0.712768,0.214908
RH_postParietal,ROb,0.750690,0.334235,0.100776
RH_postParietal,REv,0.054821,0.434770,0.131088
RH_midParietal,NOb,-0.066460,1.077777,0.324962
RH_midParietal,NEv,-0.087373,1.024139,0.308790
RH_midParietal,ROb,0.316562,0.590514,0.178047
RH_midParietal,REv,-0.039255,0.626564,0.188916
RH_antParietal,NOb,-0.188953,0.663521,0.200059
RH_antParietal,NEv,-0.303219,0.700069,0.211079
RH_antParietal,ROb,0.155081,0.271804,0.081952
RH_antParietal,REv,-0.147405,0.538279,0.162297
RH_supFrontal,NOb,0.688431,0.750277,0.226217
RH_supFrontal,NEv,0.188172,0.882536,0.266095
RH_supFrontal,ROb,0.266692,0.384552,0.115947
RH_supFrontal,REv,0.072251,0.504270,0.152043
RH_Precentral_A_precG,NOb,1.244232,1.321133,0.398337
RH_Precentral_A_precG,NEv,0.983650,1.254204,0.378157
RH_Precentral_A_precG,ROb,0.652718,0.620108,0.186970
RH_Precentral_A_precG,REv,0.226057,0.899507,0.271211
RH_Precentral_B_IFGop,NOb,0.717702,2.203828,0.664479
RH_Precentral_B_IFGop,NEv,0.605405,1.966374,0.592884
RH_Precentral_B_IFGop,ROb,0.369365,1.051144,0.316932
RH_Precentral_B_IFGop,REv,-0.123628,1.080287,0.325719
RH_midFrontal,NOb,1.003013,0.876137,0.264165
RH_midFrontal,NEv,0.198521,1.353163,0.407994
RH_midFrontal,ROb,0.359408,0.604325,0.182211
RH_midFrontal,REv,0.180228,0.400443,0.120738
RH_midFrontalOrb,NOb,0.783730,1.393879,0.420270
RH_midFrontalOrb,NEv,-0.237251,1.414492,0.426485
RH_midFrontalOrb,ROb,-0.236160,0.913577,0.275454
RH_midFrontalOrb,REv,-0.165871,0.950776,0.286670
RH_insula,NOb,1.442987,0.829963,0.250243
RH_insula,NEv,0.831682,0.742759,0.223950
RH_insula,ROb,0.321255,0.382622,0.115365
RH_insula,REv,0.200152,0.504165,0.152011
RH_medialFrontal,NOb,1.121850,1.529906,0.461284
RH_medialFrontal,NEv,0.582324,1.437196,0.433331
RH_medialFrontal,ROb,-0.062436,0.540627,0.163005
RH_medialFrontal,REv,-0.058910,0.632494,0.190704
