ROI,Subject,Effect, LocalizerSize,EffectSize
1,770_FED_20191120c_3T2_PL2017,SProd, 621,3.083611
1,770_FED_20191120c_3T2_PL2017,EvSem, 621,3.721600
1,770_FED_20191120c_3T2_PL2017,WProd, 621,2.837036
1,770_FED_20191120c_3T2_PL2017,SComp, 621,2.813818
1,770_FED_20191120c_3T2_PL2017,WComp, 621,2.704939
1,770_FED_20191120c_3T2_PL2017,Artic, 621,4.439544
1,788_FED_20191120b_3T2_PL2017,SProd, 621,1.925725
1,788_FED_20191120b_3T2_PL2017,EvSem, 621,2.184981
1,788_FED_20191120b_3T2_PL2017,WProd, 621,1.806985
1,788_FED_20191120b_3T2_PL2017,SComp, 621,2.293633
1,788_FED_20191120b_3T2_PL2017,WComp, 621,2.173164
1,788_FED_20191120b_3T2_PL2017,Artic, 621,3.205220
1,803_FED_20191120d_3T2_PL2017,SProd, 621,1.913741
1,803_FED_20191120d_3T2_PL2017,EvSem, 621,2.275647
1,803_FED_20191120d_3T2_PL2017,WProd, 621,2.259673
1,803_FED_20191120d_3T2_PL2017,SComp, 621,1.525289
1,803_FED_20191120d_3T2_PL2017,WComp, 621,1.789407
1,803_FED_20191120d_3T2_PL2017,Artic, 621,2.458058
1,805_FED_20191204a_3T2_PL2017,SProd, 621,1.709750
1,805_FED_20191204a_3T2_PL2017,EvSem, 621,2.643374
1,805_FED_20191204a_3T2_PL2017,WProd, 621,1.350875
1,805_FED_20191204a_3T2_PL2017,SComp, 621,3.839756
1,805_FED_20191204a_3T2_PL2017,WComp, 621,4.162239
1,805_FED_20191204a_3T2_PL2017,Artic, 621,4.557855
1,806_FED_20191204b_3T2_PL2017,SProd, 621,0.892072
1,806_FED_20191204b_3T2_PL2017,EvSem, 621,0.987883
1,806_FED_20191204b_3T2_PL2017,WProd, 621,0.270655
1,806_FED_20191204b_3T2_PL2017,SComp, 621,0.266813
1,806_FED_20191204b_3T2_PL2017,WComp, 621,0.678200
1,806_FED_20191204b_3T2_PL2017,Artic, 621,0.447465
1,807_FED_20191204c_3T2_PL2017,SProd, 621,3.106441
1,807_FED_20191204c_3T2_PL2017,EvSem, 621,3.264045
1,807_FED_20191204c_3T2_PL2017,WProd, 621,2.672878
1,807_FED_20191204c_3T2_PL2017,SComp, 621,3.478025
1,807_FED_20191204c_3T2_PL2017,WComp, 621,3.527647
1,807_FED_20191204c_3T2_PL2017,Artic, 621,4.307778
1,797_FED_20200205a_3T2_PL2017,SProd, 621,0.559119
1,797_FED_20200205a_3T2_PL2017,EvSem, 621,0.817525
1,797_FED_20200205a_3T2_PL2017,WProd, 621,0.490640
1,797_FED_20200205a_3T2_PL2017,SComp, 621,0.661686
1,797_FED_20200205a_3T2_PL2017,WComp, 621,0.696314
1,797_FED_20200205a_3T2_PL2017,Artic, 621,0.730770
1,261_FED_20200205b_3T2_PL2017,SProd, 621,1.125600
1,261_FED_20200205b_3T2_PL2017,EvSem, 621,1.792853
1,261_FED_20200205b_3T2_PL2017,WProd, 621,0.820381
1,261_FED_20200205b_3T2_PL2017,SComp, 621,2.039556
