ROI,Effect,MeanEffect,StdEffect,StderrEffect
1,SProd,1.284070,1.614259,0.431429
1,WProd,0.264468,1.590650,0.425119
1,SComp,0.602333,0.864601,0.231074
1,WComp,0.429342,0.956923,0.255748
1,Artic,0.308904,1.556411,0.415968
1,EvSem,0.435509,1.364887,0.364781
2,SProd,1.431415,1.531181,0.409225
2,WProd,0.691212,1.828767,0.488758
2,SComp,0.642023,1.012258,0.270537
2,WComp,0.431577,1.077801,0.288054
2,Artic,0.740799,2.039706,0.545134
2,EvSem,0.569531,1.822738,0.487147
3,SProd,1.203821,1.526909,0.408084
3,WProd,0.472241,1.366502,0.365213
3,SComp,0.942098,0.843765,0.225506
3,WComp,0.658472,1.051622,0.281058
3,Artic,0.430694,1.498806,0.400573
3,EvSem,0.418853,0.926000,0.247484
4,SProd,0.228654,0.598662,0.159999
4,WProd,-0.331105,0.467911,0.125054
4,SComp,0.154496,0.407567,0.108927
4,WComp,-0.000841,0.421407,0.112626
4,Artic,-0.083185,0.555193,0.148382
4,EvSem,0.134833,0.389083,0.103987
5,SProd,0.613808,0.805802,0.215360
5,WProd,-0.094350,0.694498,0.185612
5,SComp,0.583890,0.639069,0.170798
5,WComp,0.292497,0.694491,0.185610
5,Artic,0.038869,0.652122,0.174287
5,EvSem,0.127022,0.411713,0.110035
6,SProd,0.009020,0.868666,0.232161
6,WProd,-0.623546,0.818066,0.218637
6,SComp,0.144710,0.492068,0.131511
6,WComp,-0.078224,0.568295,0.151883
6,Artic,-0.484919,0.762483,0.203782
6,EvSem,0.025952,0.798286,0.213351
7,SProd,0.332965,0.662891,0.177165
7,WProd,-0.100481,0.774400,0.206967
7,SComp,-0.045828,0.633982,0.169439
7,WComp,-0.038329,0.488424,0.130537
7,Artic,0.041862,0.724775,0.193704
7,EvSem,0.386919,0.604719,0.161618
8,SProd,0.352607,0.741508,0.198176
8,WProd,-0.137738,1.035963,0.276873
8,SComp,0.070678,0.802481,0.214472
8,WComp,0.265378,0.573919,0.153386
8,Artic,0.087192,1.306091,0.349067
8,EvSem,0.711584,0.668191,0.178581
9,SProd,0.459231,0.616259,0.164702
9,WProd,0.486960,0.905508,0.242007
9,SComp,0.109953,0.452052,0.120816
9,WComp,0.416223,0.505022,0.134973
9,Artic,0.655366,0.912671,0.243922
9,EvSem,0.709852,0.676704,0.180857
10,SProd,0.304679,0.683560,0.182689
10,WProd,-0.030190,0.777240,0.207726
10,SComp,0.209480,0.467028,0.124818
10,WComp,0.148763,0.397452,0.106223
10,Artic,0.145090,0.727468,0.194424
10,EvSem,0.260554,0.392233,0.104829
11,SProd,0.245758,0.571737,0.152803
11,WProd,0.015040,0.659748,0.176325
11,SComp,0.218265,0.499167,0.133408
11,WComp,0.235177,0.345427,0.092319
11,Artic,0.239621,0.599109,0.160119
11,EvSem,0.158951,0.385051,0.102909
12,SProd,0.179442,0.697067,0.186299
12,WProd,-0.039779,0.873593,0.233478
12,SComp,0.188454,0.375041,0.100234
12,WComp,0.262388,0.504558,0.134849
12,Artic,0.091304,0.779046,0.208209
12,EvSem,0.602109,0.581190,0.155330
