ROI,Subject,Effect, LocalizerSize,EffectSize
LH_postParietal,770_FED_20191120c_3T2_PL2017,SProd, 395,4.027069
LH_postParietal,770_FED_20191120c_3T2_PL2017,WProd, 395,5.242999
LH_postParietal,770_FED_20191120c_3T2_PL2017,SComp, 395,0.607048
LH_postParietal,770_FED_20191120c_3T2_PL2017,WComp, 395,0.501142
LH_postParietal,770_FED_20191120c_3T2_PL2017,Artic, 395,3.154594
LH_postParietal,770_FED_20191120c_3T2_PL2017,EvSem, 395,3.080550
LH_postParietal,803_FED_20191120d_3T2_PL2017,SProd, 395,2.793076
LH_postParietal,803_FED_20191120d_3T2_PL2017,WProd, 395,4.157779
LH_postParietal,803_FED_20191120d_3T2_PL2017,SComp, 395,1.238403
LH_postParietal,803_FED_20191120d_3T2_PL2017,WComp, 395,2.135342
LH_postParietal,803_FED_20191120d_3T2_PL2017,Artic, 395,3.654118
LH_postParietal,803_FED_20191120d_3T2_PL2017,EvSem, 395,1.921189
LH_postParietal,797_FED_20200205a_3T2_PL2017,SProd, 395,0.180510
LH_postParietal,797_FED_20200205a_3T2_PL2017,WProd, 395,0.163940
LH_postParietal,797_FED_20200205a_3T2_PL2017,SComp, 395,0.314242
LH_postParietal,797_FED_20200205a_3T2_PL2017,WComp, 395,0.470920
LH_postParietal,797_FED_20200205a_3T2_PL2017,Artic, 395,0.447843
LH_postParietal,797_FED_20200205a_3T2_PL2017,EvSem, 395,0.617354
LH_postParietal,788_FED_20191120b_3T2_PL2017,SProd, 395,0.217083
LH_postParietal,788_FED_20191120b_3T2_PL2017,WProd, 395,1.575380
LH_postParietal,788_FED_20191120b_3T2_PL2017,SComp, 395,-0.548143
LH_postParietal,788_FED_20191120b_3T2_PL2017,WComp, 395,0.395130
LH_postParietal,788_FED_20191120b_3T2_PL2017,Artic, 395,0.746612
LH_postParietal,788_FED_20191120b_3T2_PL2017,EvSem, 395,0.143543
LH_postParietal,805_FED_20191204a_3T2_PL2017,SProd, 395,1.277283
LH_postParietal,805_FED_20191204a_3T2_PL2017,WProd, 395,1.946086
LH_postParietal,805_FED_20191204a_3T2_PL2017,SComp, 395,0.422549
LH_postParietal,805_FED_20191204a_3T2_PL2017,WComp, 395,1.291231
LH_postParietal,805_FED_20191204a_3T2_PL2017,Artic, 395,1.422856
LH_postParietal,805_FED_20191204a_3T2_PL2017,EvSem, 395,1.222720
LH_postParietal,806_FED_20191204b_3T2_PL2017,SProd, 395,0.174089
LH_postParietal,806_FED_20191204b_3T2_PL2017,WProd, 395,0.609993
LH_postParietal,806_FED_20191204b_3T2_PL2017,SComp, 395,0.307986
LH_postParietal,806_FED_20191204b_3T2_PL2017,WComp, 395,-0.194947
LH_postParietal,806_FED_20191204b_3T2_PL2017,Artic, 395,-0.207339
LH_postParietal,806_FED_20191204b_3T2_PL2017,EvSem, 395,0.630422
LH_postParietal,807_FED_20191204c_3T2_PL2017,SProd, 395,1.160734
LH_postParietal,807_FED_20191204c_3T2_PL2017,WProd, 395,4.045909
LH_postParietal,807_FED_20191204c_3T2_PL2017,SComp, 395,0.816822
LH_postParietal,807_FED_20191204c_3T2_PL2017,WComp, 395,0.585045
LH_postParietal,807_FED_20191204c_3T2_PL2017,Artic, 395,1.683366
LH_postParietal,807_FED_20191204c_3T2_PL2017,EvSem, 395,1.162391
LH_postParietal,261_FED_20200205b_3T2_PL2017,SProd, 395,0.524027
LH_postParietal,261_FED_20200205b_3T2_PL2017,WProd, 395,1.004259
LH_postParietal,261_FED_20200205b_3T2_PL2017,SComp, 395,-0.184874
LH_postParietal,261_FED_20200205b_3T2_PL2017,WComp, 395,0.478393
LH_postParietal,261_FED_20200205b_3T2_PL2017,Artic, 395,0.568472
LH_postParietal,261_FED_20200205b_3T2_PL2017,EvSem, 395,0.738745
LH_postParietal,824_FED_20200130a_3T2_PL2017,SProd, 395,1.802434
LH_postParietal,824_FED_20200130a_3T2_PL2017,WProd, 395,2.403741
LH_postParietal,824_FED_20200130a_3T2_PL2017,SComp, 395,1.164259
LH_postParietal,824_FED_20200130a_3T2_PL2017,WComp, 395,1.046392
LH_postParietal,824_FED_20200130a_3T2_PL2017,Artic, 395,1.657997
LH_postParietal,824_FED_20200130a_3T2_PL2017,EvSem, 395,1.323318
LH_postParietal,825_FED_20200130b_3T2_PL2017,SProd, 395,1.048756
LH_postParietal,825_FED_20200130b_3T2_PL2017,WProd, 395,0.754892
LH_postParietal,825_FED_20200130b_3T2_PL2017,SComp, 395,1.341643
LH_postParietal,825_FED_20200130b_3T2_PL2017,WComp, 395,0.657680
LH_postParietal,825_FED_20200130b_3T2_PL2017,Artic, 395,1.533811
LH_postParietal,825_FED_20200130b_3T2_PL2017,EvSem, 395,1.900949
LH_postParietal,826_FED_20200130c_3T2_PL2017,SProd, 395,2.496428
LH_postParietal,826_FED_20200130c_3T2_PL2017,WProd, 395,3.999632
LH_postParietal,826_FED_20200130c_3T2_PL2017,SComp, 395,0.774190
LH_postParietal,826_FED_20200130c_3T2_PL2017,WComp, 395,0.963863
LH_postParietal,826_FED_20200130c_3T2_PL2017,Artic, 395,2.246162
LH_postParietal,826_FED_20200130c_3T2_PL2017,EvSem, 395,1.233658
LH_postParietal,827_FED_20200130d_3T2_PL2017,SProd, 395,2.029428
LH_postParietal,827_FED_20200130d_3T2_PL2017,WProd, 395,2.602931
LH_postParietal,827_FED_20200130d_3T2_PL2017,SComp, 395,1.749884
LH_postParietal,827_FED_20200130d_3T2_PL2017,WComp, 395,1.108549
LH_postParietal,827_FED_20200130d_3T2_PL2017,Artic, 395,0.630938
LH_postParietal,827_FED_20200130d_3T2_PL2017,EvSem, 395,0.278859
LH_postParietal,828_FED_20200205c_3T2_PL2017,SProd, 395,0.275127
LH_postParietal,828_FED_20200205c_3T2_PL2017,WProd, 395,0.489080
LH_postParietal,828_FED_20200205c_3T2_PL2017,SComp, 395,0.811685
LH_postParietal,828_FED_20200205c_3T2_PL2017,WComp, 395,0.779876
LH_postParietal,828_FED_20200205c_3T2_PL2017,Artic, 395,1.090500
LH_postParietal,828_FED_20200205c_3T2_PL2017,EvSem, 395,1.326403
LH_postParietal,831_FED_20200213b_3T2_PL2017,SProd, 395,0.295441
LH_postParietal,831_FED_20200213b_3T2_PL2017,WProd, 395,0.017244
LH_postParietal,831_FED_20200213b_3T2_PL2017,SComp, 395,-0.060212
LH_postParietal,831_FED_20200213b_3T2_PL2017,WComp, 395,0.110850
LH_postParietal,831_FED_20200213b_3T2_PL2017,Artic, 395,-0.141967
LH_postParietal,831_FED_20200213b_3T2_PL2017,EvSem, 395,-0.023049
LH_midParietal,770_FED_20191120c_3T2_PL2017,SProd, 86,3.387918
LH_midParietal,770_FED_20191120c_3T2_PL2017,WProd, 86,5.436606
LH_midParietal,770_FED_20191120c_3T2_PL2017,SComp, 86,1.922390
LH_midParietal,770_FED_20191120c_3T2_PL2017,WComp, 86,1.611779
LH_midParietal,770_FED_20191120c_3T2_PL2017,Artic, 86,5.796094
LH_midParietal,770_FED_20191120c_3T2_PL2017,EvSem, 86,2.599495
LH_midParietal,803_FED_20191120d_3T2_PL2017,SProd, 86,0.691873
LH_midParietal,803_FED_20191120d_3T2_PL2017,WProd, 86,1.489920
LH_midParietal,803_FED_20191120d_3T2_PL2017,SComp, 86,0.112967
LH_midParietal,803_FED_20191120d_3T2_PL2017,WComp, 86,0.603123
LH_midParietal,803_FED_20191120d_3T2_PL2017,Artic, 86,1.246591
LH_midParietal,803_FED_20191120d_3T2_PL2017,EvSem, 86,0.915904
LH_midParietal,797_FED_20200205a_3T2_PL2017,SProd, 86,0.306410
LH_midParietal,797_FED_20200205a_3T2_PL2017,WProd, 86,0.268815
LH_midParietal,797_FED_20200205a_3T2_PL2017,SComp, 86,0.406648
LH_midParietal,797_FED_20200205a_3T2_PL2017,WComp, 86,0.493472
LH_midParietal,797_FED_20200205a_3T2_PL2017,Artic, 86,0.614373
LH_midParietal,797_FED_20200205a_3T2_PL2017,EvSem, 86,0.808482
LH_midParietal,788_FED_20191120b_3T2_PL2017,SProd, 86,-0.314514
LH_midParietal,788_FED_20191120b_3T2_PL2017,WProd, 86,0.831132
LH_midParietal,788_FED_20191120b_3T2_PL2017,SComp, 86,-0.671605
LH_midParietal,788_FED_20191120b_3T2_PL2017,WComp, 86,0.189125
LH_midParietal,788_FED_20191120b_3T2_PL2017,Artic, 86,-0.531299
LH_midParietal,788_FED_20191120b_3T2_PL2017,EvSem, 86,0.068364
LH_midParietal,805_FED_20191204a_3T2_PL2017,SProd, 86,1.171857
LH_midParietal,805_FED_20191204a_3T2_PL2017,WProd, 86,0.301102
LH_midParietal,805_FED_20191204a_3T2_PL2017,SComp, 86,1.189240
LH_midParietal,805_FED_20191204a_3T2_PL2017,WComp, 86,2.171690
LH_midParietal,805_FED_20191204a_3T2_PL2017,Artic, 86,2.039685
LH_midParietal,805_FED_20191204a_3T2_PL2017,EvSem, 86,2.000645
LH_midParietal,806_FED_20191204b_3T2_PL2017,SProd, 86,0.165902
LH_midParietal,806_FED_20191204b_3T2_PL2017,WProd, 86,0.714157
LH_midParietal,806_FED_20191204b_3T2_PL2017,SComp, 86,0.526847
LH_midParietal,806_FED_20191204b_3T2_PL2017,WComp, 86,-0.072477
LH_midParietal,806_FED_20191204b_3T2_PL2017,Artic, 86,-0.386131
LH_midParietal,806_FED_20191204b_3T2_PL2017,EvSem, 86,0.882908
LH_midParietal,807_FED_20191204c_3T2_PL2017,SProd, 86,1.671077
LH_midParietal,807_FED_20191204c_3T2_PL2017,WProd, 86,4.347043
LH_midParietal,807_FED_20191204c_3T2_PL2017,SComp, 86,0.577219
LH_midParietal,807_FED_20191204c_3T2_PL2017,WComp, 86,0.395955
LH_midParietal,807_FED_20191204c_3T2_PL2017,Artic, 86,2.200741
LH_midParietal,807_FED_20191204c_3T2_PL2017,EvSem, 86,1.198155
LH_midParietal,261_FED_20200205b_3T2_PL2017,SProd, 86,0.078985
LH_midParietal,261_FED_20200205b_3T2_PL2017,WProd, 86,-0.199691
LH_midParietal,261_FED_20200205b_3T2_PL2017,SComp, 86,-0.122789
LH_midParietal,261_FED_20200205b_3T2_PL2017,WComp, 86,0.933522
LH_midParietal,261_FED_20200205b_3T2_PL2017,Artic, 86,1.830004
LH_midParietal,261_FED_20200205b_3T2_PL2017,EvSem, 86,1.348762
LH_midParietal,824_FED_20200130a_3T2_PL2017,SProd, 86,0.680286
LH_midParietal,824_FED_20200130a_3T2_PL2017,WProd, 86,0.979368
LH_midParietal,824_FED_20200130a_3T2_PL2017,SComp, 86,0.599003
LH_midParietal,824_FED_20200130a_3T2_PL2017,WComp, 86,0.426546
LH_midParietal,824_FED_20200130a_3T2_PL2017,Artic, 86,1.399479
LH_midParietal,824_FED_20200130a_3T2_PL2017,EvSem, 86,1.336181
LH_midParietal,825_FED_20200130b_3T2_PL2017,SProd, 86,1.882876
LH_midParietal,825_FED_20200130b_3T2_PL2017,WProd, 86,1.219402
LH_midParietal,825_FED_20200130b_3T2_PL2017,SComp, 86,1.043664
LH_midParietal,825_FED_20200130b_3T2_PL2017,WComp, 86,1.182444
LH_midParietal,825_FED_20200130b_3T2_PL2017,Artic, 86,1.962607
LH_midParietal,825_FED_20200130b_3T2_PL2017,EvSem, 86,2.123601
LH_midParietal,826_FED_20200130c_3T2_PL2017,SProd, 86,1.081328
LH_midParietal,826_FED_20200130c_3T2_PL2017,WProd, 86,2.163020
LH_midParietal,826_FED_20200130c_3T2_PL2017,SComp, 86,1.091639
LH_midParietal,826_FED_20200130c_3T2_PL2017,WComp, 86,0.520367
LH_midParietal,826_FED_20200130c_3T2_PL2017,Artic, 86,1.798521
LH_midParietal,826_FED_20200130c_3T2_PL2017,EvSem, 86,0.970296
LH_midParietal,827_FED_20200130d_3T2_PL2017,SProd, 86,1.726709
