ROI,Subject,Effect, LocalizerSize,EffectSize
1,770_FED_20191120c_3T2_PL2017,SProd, 621,3.404234
1,770_FED_20191120c_3T2_PL2017,EvSem, 621,3.024357
1,770_FED_20191120c_3T2_PL2017,WProd, 621,4.433987
1,770_FED_20191120c_3T2_PL2017,SComp, 621,2.505405
1,770_FED_20191120c_3T2_PL2017,WComp, 621,2.118106
1,770_FED_20191120c_3T2_PL2017,Artic, 621,4.051771
1,788_FED_20191120b_3T2_PL2017,SProd, 621,2.347066
1,788_FED_20191120b_3T2_PL2017,EvSem, 621,1.656553
1,788_FED_20191120b_3T2_PL2017,WProd, 621,2.731487
1,788_FED_20191120b_3T2_PL2017,SComp, 621,1.402136
1,788_FED_20191120b_3T2_PL2017,WComp, 621,1.713012
1,788_FED_20191120b_3T2_PL2017,Artic, 621,1.882833
1,803_FED_20191120d_3T2_PL2017,SProd, 621,2.597560
1,803_FED_20191120d_3T2_PL2017,EvSem, 621,1.780289
1,803_FED_20191120d_3T2_PL2017,WProd, 621,3.117370
1,803_FED_20191120d_3T2_PL2017,SComp, 621,1.566875
1,803_FED_20191120d_3T2_PL2017,WComp, 621,2.221714
1,803_FED_20191120d_3T2_PL2017,Artic, 621,2.758925
1,805_FED_20191204a_3T2_PL2017,SProd, 621,2.811082
1,805_FED_20191204a_3T2_PL2017,EvSem, 621,2.028215
1,805_FED_20191204a_3T2_PL2017,WProd, 621,3.588462
1,805_FED_20191204a_3T2_PL2017,SComp, 621,3.539105
1,805_FED_20191204a_3T2_PL2017,WComp, 621,3.297587
1,805_FED_20191204a_3T2_PL2017,Artic, 621,4.269327
1,806_FED_20191204b_3T2_PL2017,SProd, 621,0.422363
1,806_FED_20191204b_3T2_PL2017,EvSem, 621,0.167063
1,806_FED_20191204b_3T2_PL2017,WProd, 621,0.360762
1,806_FED_20191204b_3T2_PL2017,SComp, 621,0.569000
1,806_FED_20191204b_3T2_PL2017,WComp, 621,0.493778
1,806_FED_20191204b_3T2_PL2017,Artic, 621,0.317592
1,807_FED_20191204c_3T2_PL2017,SProd, 621,3.710467
1,807_FED_20191204c_3T2_PL2017,EvSem, 621,3.340677
1,807_FED_20191204c_3T2_PL2017,WProd, 621,5.610401
1,807_FED_20191204c_3T2_PL2017,SComp, 621,3.415473
1,807_FED_20191204c_3T2_PL2017,WComp, 621,3.124891
1,807_FED_20191204c_3T2_PL2017,Artic, 621,4.915308
1,797_FED_20200205a_3T2_PL2017,SProd, 621,0.618725
1,797_FED_20200205a_3T2_PL2017,EvSem, 621,0.860952
1,797_FED_20200205a_3T2_PL2017,WProd, 621,0.530800
1,797_FED_20200205a_3T2_PL2017,SComp, 621,0.698790
1,797_FED_20200205a_3T2_PL2017,WComp, 621,0.751896
1,797_FED_20200205a_3T2_PL2017,Artic, 621,0.807545
1,261_FED_20200205b_3T2_PL2017,SProd, 621,1.904710
