ROI,Effect,MeanEffect,StdEffect,StderrEffect
14,SComp,-0.175489,0.807160,0.215723
14,WComp,-0.027620,0.667643,0.178435
14,Artic,-0.228141,1.028505,0.274880
15,SProd,1.130551,1.358358,0.363037
15,EvSem,0.835856,1.118423,0.298911
15,WProd,0.935216,1.477856,0.394974
15,SComp,0.660794,1.298628,0.347073
15,WComp,0.653885,1.260334,0.336838
15,Artic,0.915368,1.428935,0.381899
16,SProd,0.100180,1.956282,0.522838
16,EvSem,-0.469114,1.468041,0.392351
16,WProd,-1.152302,1.633569,0.436590
16,SComp,-0.279705,1.159020,0.309761
16,WComp,-0.373161,1.517214,0.405492
16,Artic,-1.319860,1.965172,0.525214
17,SProd,2.306178,2.222271,0.593927
17,EvSem,2.327179,2.322415,0.620691
17,WProd,2.113754,2.208283,0.590189
17,SComp,0.153249,0.522585,0.139667
17,WComp,0.331616,0.629440,0.168225
17,Artic,0.226615,0.982073,0.262470
18,SProd,0.546736,1.071469,0.286362
18,EvSem,0.377719,0.672670,0.179779
18,WProd,0.294821,0.712603,0.190451
18,SComp,0.063797,0.775855,0.207356
18,WComp,0.194946,0.725244,0.193830
18,Artic,0.351895,0.879706,0.235111
19,SProd,0.785062,0.872544,0.233197
19,EvSem,0.478097,0.681128,0.182039
19,WProd,0.675935,0.659536,0.176268
19,SComp,0.450461,0.822773,0.219895
19,WComp,0.405236,0.575131,0.153710
19,Artic,0.438612,0.690248,0.184477
20,SProd,-0.229600,1.016504,0.271672
20,EvSem,-0.465363,0.932293,0.249166
20,WProd,-0.544634,0.951028,0.254173
20,SComp,-0.389803,1.356954,0.362661
20,WComp,-0.295200,1.440555,0.385005
20,Artic,-0.529352,1.204023,0.321789
21,SProd,0.595559,1.406873,0.376003
21,EvSem,0.515772,1.106132,0.295626
21,WProd,0.523950,1.190234,0.318103
21,SComp,0.292120,0.672122,0.179632
21,WComp,0.383845,0.834712,0.223086
21,Artic,0.518910,1.084382,0.289813
22,SProd,1.044140,1.423630,0.380481
22,EvSem,0.297098,0.588008,0.157152
22,WProd,0.557073,0.855977,0.228770
22,SComp,-0.180122,1.122994,0.300133
22,WComp,0.109778,1.265061,0.338102
22,Artic,0.494166,1.054119,0.281725
23,SProd,0.266474,0.348011,0.093010
23,EvSem,0.115582,0.238596,0.063768
23,WProd,0.082537,0.275600,0.073657
23,SComp,0.173025,0.274979,0.073491
23,WComp,0.084564,0.234490,0.062670
23,Artic,0.051585,0.312482,0.083514
24,SProd,0.348891,0.618821,0.165387
24,EvSem,0.284476,0.484116,0.129385
24,WProd,0.258762,0.592695,0.158405
24,SComp,0.021935,0.301805,0.080661
24,WComp,0.104215,0.209445,0.055977
24,Artic,0.310717,0.513763,0.137309
25,SProd,-0.085939,1.260433,0.336865
25,EvSem,-0.521917,0.846242,0.226168
25,WProd,-0.876669,1.361952,0.363997
25,SComp,-0.281669,0.876186,0.234171
25,WComp,-0.354930,1.241779,0.331879
25,Artic,-0.841099,1.712791,0.457763
26,SProd,0.849300,1.077125,0.287874
26,EvSem,0.874151,0.995563,0.266075
26,WProd,0.845908,0.987416,0.263898
26,SComp,0.040299,0.823548,0.220102
26,WComp,0.084501,0.697006,0.186283
26,Artic,0.940892,1.121886,0.299837
27,SProd,0.990103,1.788291,0.477941
27,EvSem,1.078540,1.923956,0.514199
27,WProd,0.924811,1.788093,0.477888
27,SComp,0.151005,0.288529,0.077113
27,WComp,0.247239,0.453757,0.121272
27,Artic,0.131865,0.723409,0.193339
28,SProd,0.230354,0.874907,0.233829
28,EvSem,0.423794,1.034025,0.276355
28,WProd,0.042750,0.445541,0.119076
28,SComp,-0.267293,0.592387,0.158322
28,WComp,-0.029574,0.476813,0.127434
28,Artic,0.103321,0.680916,0.181982
29,SProd,0.229111,0.400899,0.107145
29,EvSem,0.122922,0.253402,0.067724
29,WProd,0.049168,0.313989,0.083917
29,SComp,0.072800,0.418788,0.111926
29,WComp,0.123937,0.377510,0.100894
29,Artic,0.093646,0.367100,0.098112
30,SProd,0.606670,1.379950,0.368807
30,EvSem,0.536519,0.915144,0.244583
30,WProd,0.236644,1.156616,0.309119
30,SComp,0.250720,0.811850,0.216976
30,WComp,0.200728,1.011341,0.270292
30,Artic,0.664872,1.319462,0.352641
31,SProd,-0.167980,0.822484,0.219818
31,EvSem,0.180587,0.406076,0.108528
31,WProd,-0.326999,0.801628,0.214244
31,SComp,0.033748,0.412536,0.110255
31,WComp,-0.022721,0.383835,0.102584
31,Artic,-0.222726,0.456210,0.121927
32,SProd,0.379162,1.173422,0.313610
32,EvSem,0.176367,0.791621,0.211570
32,WProd,0.226228,0.879383,0.235025
32,SComp,0.032581,0.210873,0.056358
32,WComp,0.078485,0.355773,0.095084
32,Artic,0.209433,0.684258,0.182876
33,SProd,0.805318,1.610255,0.430359
33,EvSem,0.855444,1.756275,0.469384
33,WProd,0.596160,1.200479,0.320842
33,SComp,0.130050,0.490358,0.131054
33,WComp,0.248463,0.736160,0.196747
33,Artic,0.200793,0.629680,0.168289
34,SProd,0.203021,0.759634,0.203021
34,EvSem,0.152741,0.571505,0.152741
34,WProd,0.154015,0.576273,0.154015
34,SComp,0.050223,0.187917,0.050223
34,WComp,0.092352,0.345551,0.092352
34,Artic,0.131853,0.493348,0.131853
35,SProd,0.259926,0.524192,0.140096
35,EvSem,0.016580,1.007635,0.269302
35,WProd,-0.221767,1.146777,0.306489
35,SComp,0.112911,0.647942,0.173170
35,WComp,0.202778,0.706769,0.188892
35,Artic,-0.123713,0.842179,0.225082
36,SProd,0.775351,1.386547,0.370570
36,EvSem,0.525459,1.203446,0.321634
36,WProd,0.604937,1.299058,0.347188
36,SComp,-0.032100,0.334060,0.089281
36,WComp,0.049750,0.350159,0.093584
36,Artic,0.442270,0.859323,0.229664
37,SProd,0.361351,1.281424,0.342475
37,EvSem,0.014281,0.545918,0.145903
37,WProd,0.059948,0.910046,0.243220
37,SComp,-0.096292,0.695711,0.185937
37,WComp,0.056371,0.582442,0.155664
37,Artic,-0.051215,0.946472,0.252955
38,SProd,0.172678,0.252075,0.067370
38,EvSem,0.241093,0.333532,0.089140
38,WProd,0.192287,0.277834,0.074254
38,SComp,0.086118,0.260088,0.069511
38,WComp,0.046423,0.150297,0.040169
38,Artic,0.078547,0.167203,0.044687
39,SProd,0.116219,0.354875,0.094844
39,EvSem,0.200174,0.647682,0.173100
39,WProd,-0.017415,0.437525,0.116933
39,SComp,0.056724,0.318278,0.085063
39,WComp,0.031242,0.328883,0.087898
39,Artic,0.021100,0.240902,0.064384
40,SProd,0.000000,0.000000,0.000000
40,EvSem,0.000000,0.000000,0.000000
40,WProd,0.000000,0.000000,0.000000
40,SComp,0.000000,0.000000,0.000000
40,WComp,0.000000,0.000000,0.000000
40,Artic,0.000000,0.000000,0.000000
41,SProd,0.171445,0.659587,0.176282
41,EvSem,0.310907,0.921003,0.246148
41,WProd,0.204299,1.393200,0.372348
41,SComp,0.293183,1.317260,0.352053
41,WComp,0.064165,0.286688,0.076621
41,Artic,0.070450,0.691335,0.184767
42,SProd,0.303060,0.696489,0.186144
42,EvSem,0.395233,1.048622,0.280256
42,WProd,0.190735,0.907712,0.242596
42,SComp,0.108736,0.409783,0.109519
42,WComp,0.132159,0.447158,0.119508
42,Artic,0.602547,1.531503,0.409311
43,SProd,0.000000,0.000000,0.000000
43,EvSem,0.000000,0.000000,0.000000
43,WProd,0.000000,0.000000,0.000000
43,SComp,0.000000,0.000000,0.000000
43,WComp,0.000000,0.000000,0.000000
43,Artic,0.000000,0.000000,0.000000
44,SProd,0.000000,0.000000,0.000000
44,EvSem,0.000000,0.000000,0.000000
44,WProd,0.000000,0.000000,0.000000
44,SComp,0.000000,0.000000,0.000000
44,WComp,0.000000,0.000000,0.000000
44,Artic,0.000000,0.000000,0.000000
45,SProd,0.000000,0.000000,0.000000
45,EvSem,0.000000,0.000000,0.000000
45,WProd,0.000000,0.000000,0.000000
45,SComp,0.000000,0.000000,0.000000
45,WComp,0.000000,0.000000,0.000000
45,Artic,0.000000,0.000000,0.000000
46,SProd,0.000000,0.000000,0.000000
46,EvSem,0.000000,0.000000,0.000000
46,WProd,0.000000,0.000000,0.000000
46,SComp,0.000000,0.000000,0.000000
46,WComp,0.000000,0.000000,0.000000
46,Artic,0.000000,0.000000,0.000000
47,SProd,0.000000,0.000000,0.000000
47,EvSem,0.000000,0.000000,0.000000
47,WProd,0.000000,0.000000,0.000000
47,SComp,0.000000,0.000000,0.000000
47,WComp,0.000000,0.000000,0.000000
47,Artic,0.000000,0.000000,0.000000
48,SProd,0.000000,0.000000,0.000000
48,EvSem,0.000000,0.000000,0.000000
48,WProd,0.000000,0.000000,0.000000
48,SComp,0.000000,0.000000,0.000000
48,WComp,0.000000,0.000000,0.000000
48,Artic,0.000000,0.000000,0.000000
