ROI,Effect,MeanEffect,StdEffect,StderrEffect
21,WComp,0.473655,0.627248,0.167639
21,Artic,1.159853,1.008055,0.269414
22,SProd,1.643723,0.877982,0.234650
22,EvSem,1.396340,0.794511,0.212342
22,WProd,2.038129,1.262107,0.337312
22,SComp,0.548603,0.855356,0.228604
22,WComp,0.752457,0.687411,0.183718
22,Artic,2.425341,1.294920,0.346082
23,SProd,0.775101,0.615476,0.164493
23,EvSem,0.536743,0.447329,0.119554
23,WProd,0.705316,0.586870,0.156848
23,SComp,0.058593,0.423465,0.113176
23,WComp,0.178009,0.337953,0.090322
23,Artic,0.737172,0.592142,0.158257
24,SProd,0.918236,0.755990,0.202047
24,EvSem,0.369621,0.418683,0.111898
24,WProd,0.446722,0.688354,0.183970
24,SComp,0.664932,0.534782,0.142927
24,WComp,0.696222,0.655492,0.175188
24,Artic,0.809512,0.671630,0.179501
25,SProd,1.210483,0.781265,0.208802
25,EvSem,1.203213,0.710999,0.190022
25,WProd,1.674573,1.087986,0.290777
25,SComp,0.516106,0.389056,0.103980
25,WComp,0.734069,0.391335,0.104589
25,Artic,1.618105,1.097292,0.293264
26,SProd,0.918527,0.648646,0.173358
26,EvSem,1.249816,0.668305,0.178612
26,WProd,1.290447,0.895715,0.239390
26,SComp,0.313897,0.551010,0.147264
26,WComp,0.534350,0.345623,0.092372
26,Artic,1.266102,0.891889,0.238367
27,SProd,1.020088,0.700523,0.187223
27,EvSem,1.033658,0.715461,0.191215
27,WProd,1.273626,0.873122,0.233352
27,SComp,0.117882,0.542614,0.145020
27,WComp,0.349056,0.335323,0.089619
27,Artic,1.439637,1.071216,0.286295
28,SProd,1.407985,0.776177,0.207442
28,EvSem,1.247628,0.639540,0.170924
28,WProd,1.624189,0.953835,0.254923
28,SComp,0.295462,0.543139,0.145160
28,WComp,0.482451,0.442080,0.118151
28,Artic,2.034703,0.992585,0.265280
29,SProd,1.012278,0.790495,0.211269
29,EvSem,1.771839,1.451375,0.387896
29,WProd,1.280129,1.031976,0.275807
29,SComp,0.408784,0.874333,0.233675
29,WComp,0.743724,0.913234,0.244072
29,Artic,1.031539,0.796267,0.212811
30,SProd,0.742768,0.657373,0.175690
30,EvSem,0.426025,0.420565,0.112401
30,WProd,0.594437,0.717445,0.191745
30,SComp,0.054836,0.374086,0.099979
30,WComp,0.166904,0.359375,0.096047
30,Artic,0.640871,0.629752,0.168308
31,SProd,2.431336,1.902831,0.508553
31,EvSem,1.302928,0.991153,0.264897
31,WProd,2.495102,2.010752,0.537396
31,SComp,0.199057,0.812160,0.217059
31,WComp,0.540536,0.635733,0.169907
31,Artic,2.749730,2.066546,0.552308
32,SProd,1.425234,1.235662,0.330245
32,EvSem,0.737506,0.855991,0.228773
32,WProd,1.209802,1.228651,0.328371
32,SComp,0.332276,0.806956,0.215668
32,WComp,0.609973,0.948203,0.253418
32,Artic,1.159184,1.432964,0.382976
33,SProd,0.874115,0.728567,0.194718
33,EvSem,1.221775,0.815116,0.217849
33,WProd,1.256439,0.958036,0.256046
33,SComp,0.393470,0.424378,0.113420
33,WComp,0.585622,0.376632,0.100659
33,Artic,0.942895,0.751979,0.200975
34,SProd,0.565225,0.526875,0.140813
34,EvSem,0.391042,0.324853,0.086821
34,WProd,0.509327,0.461241,0.123272
34,SComp,-0.020301,0.269639,0.072064
34,WComp,0.073783,0.246343,0.065838
34,Artic,0.615575,0.669395,0.178903
35,SProd,0.882621,0.619612,0.165598
35,EvSem,0.812113,0.584434,0.156197
35,WProd,0.864587,0.794924,0.212452
35,SComp,0.710632,0.690851,0.184638
35,WComp,0.873495,0.706966,0.188945
35,Artic,0.936077,0.692111,0.184974
36,SProd,0.801301,0.634500,0.169577
36,EvSem,0.940451,0.823766,0.220161
36,WProd,0.942637,0.844650,0.225742
36,SComp,0.239550,0.667260,0.178333
36,WComp,0.424754,0.511906,0.136813
36,Artic,0.970364,0.857905,0.229285
37,SProd,0.737258,0.496608,0.132724
37,EvSem,0.296767,0.341838,0.091360
37,WProd,0.491633,0.412947,0.110365
37,SComp,-0.032077,0.336945,0.090052
37,WComp,0.133146,0.304053,0.081262
37,Artic,0.484253,0.556235,0.148660
38,SProd,1.632911,1.814347,0.484905
38,EvSem,1.247979,0.954692,0.255152
38,WProd,2.000357,1.948507,0.520760
38,SComp,0.053956,0.838836,0.224188
38,WComp,0.396854,0.478899,0.127991
38,Artic,2.167504,2.075570,0.554719
39,SProd,0.726169,0.792947,0.211924
39,EvSem,0.226999,0.481848,0.128779
39,WProd,0.789375,0.913882,0.244245
39,SComp,0.040827,0.507127,0.135535
39,WComp,0.107555,0.463953,0.123997
39,Artic,0.891926,0.964215,0.257697
40,SProd,0.736924,0.729505,0.194968
40,EvSem,0.368627,0.534684,0.142900
40,WProd,0.643873,0.759524,0.202991
40,SComp,0.014990,0.370362,0.098983
40,WComp,0.112353,0.412665,0.110289
40,Artic,0.648287,0.737703,0.197159
41,SProd,1.276489,0.804253,0.214946
41,EvSem,1.078032,0.602278,0.160965
41,WProd,1.476775,0.995725,0.266119
41,SComp,0.067181,0.477319,0.127569
41,WComp,0.331173,0.512796,0.137051
41,Artic,1.865898,1.107360,0.295954
42,SProd,0.642966,0.709075,0.189508
42,EvSem,0.433390,0.596949,0.159541
42,WProd,0.330655,0.569301,0.152152
42,SComp,0.099555,0.506535,0.135377
42,WComp,0.178132,0.590808,0.157900
42,Artic,0.709805,0.939609,0.251121
43,SProd,0.481968,0.541710,0.144778
43,EvSem,0.374192,0.437568,0.116945
43,WProd,0.382468,0.618502,0.165302
43,SComp,0.063663,0.268404,0.071734
43,WComp,0.129644,0.322952,0.086313
43,Artic,0.396427,0.579993,0.155010
44,SProd,0.492450,0.668081,0.178552
44,EvSem,0.486924,0.668499,0.178664
44,WProd,0.548276,0.603609,0.161321
44,SComp,-0.017752,0.404561,0.108123
44,WComp,0.199797,0.360051,0.096228
44,Artic,0.785676,0.797718,0.213199
45,SProd,0.380665,0.636692,0.170163
45,EvSem,0.366188,0.465872,0.124509
45,WProd,0.330235,0.742261,0.198378
45,SComp,0.081422,0.401725,0.107366
45,WComp,0.149371,0.437174,0.116840
45,Artic,0.494724,0.889065,0.237613
46,SProd,0.340809,0.740483,0.197902
46,EvSem,0.273744,0.710732,0.189951
46,WProd,0.803193,0.952720,0.254625
46,SComp,0.182341,0.476368,0.127315
46,WComp,0.300676,0.473393,0.126520
46,Artic,0.264695,0.870362,0.232614
47,SProd,0.428169,0.695902,0.185988
47,EvSem,0.397598,0.693388,0.185316
47,WProd,0.647016,0.900299,0.240615
47,SComp,0.156109,0.463514,0.123879
47,WComp,0.237340,0.446734,0.119395
47,Artic,0.343654,0.698301,0.186629
48,SProd,0.811603,0.580596,0.155171
48,EvSem,0.507907,0.407853,0.109003
48,WProd,0.717183,0.653925,0.174769
48,SComp,0.022096,0.299050,0.079925
48,WComp,0.138895,0.275026,0.073504
48,Artic,0.797209,0.642343,0.171673
49,SProd,0.832814,0.986134,0.263555
49,EvSem,0.733379,0.785467,0.209925
49,WProd,0.726813,0.879576,0.235077
49,SComp,0.142716,0.896212,0.239523
49,WComp,0.372452,1.030101,0.275306
49,Artic,1.002285,1.451347,0.387889
50,SProd,0.284146,0.652656,0.174430
50,EvSem,-0.062715,0.309491,0.082715
50,WProd,0.164017,0.591169,0.157997
50,SComp,0.037949,0.404895,0.108213
50,WComp,0.151876,0.587440,0.157000
50,Artic,0.214563,0.763709,0.204110
51,SProd,0.596371,1.121253,0.299667
51,EvSem,0.430067,0.920175,0.245927
51,WProd,0.224559,1.097598,0.293345
51,SComp,0.056700,0.442672,0.118309
51,WComp,0.237574,0.492187,0.131542
51,Artic,0.443527,1.183624,0.316337
52,SProd,2.438873,1.731738,0.462827
52,EvSem,1.998885,1.221745,0.326525
52,WProd,2.609114,1.851192,0.494752
52,SComp,-0.021057,1.079461,0.288498
52,WComp,0.560513,0.858961,0.229567
52,Artic,3.271142,2.250203,0.601392
53,SProd,0.549836,0.882488,0.235855
53,EvSem,0.224404,0.566897,0.151510
53,WProd,0.369761,0.768337,0.205347
53,SComp,-0.010510,0.409569,0.109462
53,WComp,0.162634,0.290150,0.077546
53,Artic,0.557276,0.893721,0.238857
54,SProd,0.327208,0.488781,0.130632
54,EvSem,0.420166,0.527885,0.141083
54,WProd,0.180121,0.747428,0.199759
54,SComp,-0.063462,0.362753,0.096950
54,WComp,-0.020558,0.337352,0.090161
54,Artic,0.393383,0.958715,0.256227
55,SProd,0.710528,0.570404,0.152447
55,EvSem,0.821774,0.481414,0.128663
55,WProd,0.765061,0.629987,0.168371
55,SComp,0.105569,0.435770,0.116464
55,WComp,0.262067,0.359956,0.096202
55,Artic,0.514849,0.593920,0.158732
56,SProd,0.933051,0.747235,0.199707
56,EvSem,0.314560,0.505781,0.135176
56,WProd,0.939656,0.880194,0.235242
56,SComp,0.054619,0.509600,0.136196
56,WComp,0.104098,0.395324,0.105655
56,Artic,0.985828,0.913549,0.244156
57,SProd,0.755467,0.689175,0.184190
57,EvSem,0.464037,0.403449,0.107826
57,WProd,0.878557,0.802895,0.214583
57,SComp,0.319313,0.607771,0.162434
57,WComp,0.394939,0.561508,0.150069
57,Artic,1.061054,0.829652,0.221734
58,SProd,0.440851,0.667332,0.178352
58,EvSem,0.278140,0.833361,0.222725
58,WProd,0.876756,0.972512,0.259915
58,SComp,0.150278,0.585616,0.156512
58,WComp,0.257741,0.526317,0.140664
58,Artic,0.469029,0.744876,0.199076
59,SProd,0.390230,1.016145,0.271576
59,EvSem,0.169484,0.887473,0.237187
59,WProd,1.281339,1.497742,0.400288
59,SComp,0.257747,0.547818,0.146410
59,WComp,0.428872,0.549430,0.146841
59,Artic,0.559520,1.090951,0.291569
60,SProd,0.349096,1.042824,0.278707
60,EvSem,0.558868,0.810017,0.216486
60,WProd,0.223356,1.067583,0.285324
60,SComp,0.010445,0.330968,0.088455
60,WComp,0.016658,0.336088,0.089823
60,Artic,0.241415,0.991862,0.265086
61,SProd,0.507180,0.636652,0.170152
61,EvSem,0.340358,0.719285,0.192237
61,WProd,0.376571,0.542925,0.145103
61,SComp,0.155958,0.533586,0.142607
61,WComp,0.313839,0.510854,0.136531
61,Artic,0.529844,0.809152,0.216255
62,SProd,0.102311,0.647910,0.173161
62,EvSem,0.480490,0.607932,0.162477
62,WProd,0.085527,0.493253,0.131828
62,SComp,-0.206629,0.555980,0.148592
62,WComp,-0.027416,0.480800,0.128499
62,Artic,0.247239,0.755891,0.202020
63,SProd,0.289441,0.650265,0.173791
63,EvSem,0.333933,0.377953,0.101012
63,WProd,0.191823,0.560849,0.149893
63,SComp,0.035085,0.575621,0.153841
63,WComp,0.149727,0.499068,0.133382
63,Artic,0.399125,0.794103,0.212233
64,SProd,0.356432,0.601125,0.160657
64,EvSem,0.032020,0.387946,0.103683
64,WProd,0.253174,0.418931,0.111964
64,SComp,0.113784,0.354739,0.094808
64,WComp,0.148433,0.233440,0.062389
64,Artic,0.316919,0.751163,0.200757
65,SProd,0.385928,0.777584,0.207818
65,EvSem,0.312465,0.463780,0.123950
65,WProd,0.183271,0.680156,0.181779
65,SComp,-0.036029,0.279158,0.074608
65,WComp,-0.005821,0.306960,0.082038
65,Artic,0.472262,0.708830,0.189443
66,SProd,0.396651,0.877845,0.234614
66,EvSem,0.382282,0.669073,0.178817
66,WProd,0.290033,0.713175,0.190604
66,SComp,-0.095593,0.443708,0.118586
66,WComp,0.106767,0.419723,0.112176
66,Artic,0.544157,0.821607,0.219584
67,SProd,0.586005,1.240036,0.331413
67,EvSem,0.679575,1.603743,0.428618
67,WProd,1.051783,1.776277,0.474730
67,SComp,0.177194,0.568996,0.152071
67,WComp,0.378053,0.636669,0.170157
67,Artic,-0.164439,1.089144,0.291086
68,SProd,0.593758,0.780141,0.208502
68,EvSem,0.568710,0.626111,0.167335
68,WProd,0.593118,0.688271,0.183948
68,SComp,-0.037838,0.353160,0.094386
68,WComp,0.015152,0.321876,0.086025
68,Artic,0.560735,0.786491,0.210199
69,SProd,0.394147,0.659297,0.176205
69,EvSem,0.395382,0.478265,0.127822
69,WProd,0.483606,0.676128,0.180703
69,SComp,-0.023361,0.340926,0.091116
69,WComp,0.088890,0.325613,0.087024
69,Artic,0.513144,0.691884,0.184914
70,SProd,0.654780,0.620140,0.165739
70,EvSem,0.500197,0.478227,0.127812
70,WProd,0.650102,0.690565,0.184561
70,SComp,0.006170,0.282011,0.075371
70,WComp,0.103138,0.263029,0.070297
70,Artic,0.720210,0.762998,0.203920
71,SProd,1.835320,1.902282,0.508406
71,EvSem,1.079715,1.348644,0.360440
71,WProd,1.788200,1.885274,0.503861
71,SComp,0.121634,0.793020,0.211944
71,WComp,0.538610,0.448459,0.119856
71,Artic,2.168773,2.178728,0.582289
72,SProd,0.649958,0.939608,0.251121
72,EvSem,0.488461,1.046296,0.279634
72,WProd,0.598012,0.913480,0.244138
72,SComp,-0.081630,0.689057,0.184158
72,WComp,0.267376,0.752003,0.200981
72,Artic,0.857009,1.843170,0.492608
73,SProd,0.511074,0.504342,0.134791
73,EvSem,0.401640,0.351412,0.093919
73,WProd,0.484581,0.718545,0.192039
73,SComp,-0.014041,0.407435,0.108892
73,WComp,0.051212,0.341689,0.091320
73,Artic,0.524240,0.763125,0.203954
74,SProd,0.472787,0.618358,0.165263
74,EvSem,0.245948,0.493446,0.131879
74,WProd,0.263984,0.613926,0.164079
74,SComp,0.028339,0.298882,0.079880
74,WComp,0.141983,0.377403,0.100865
74,Artic,0.349753,0.499960,0.133620
75,SProd,0.521797,0.642844,0.171807
75,EvSem,0.523862,0.558714,0.149323
75,WProd,0.535173,0.647486,0.173048
75,SComp,0.108183,0.401355,0.107267
75,WComp,0.292256,0.516867,0.138138
75,Artic,0.728770,0.908730,0.242868
76,SProd,0.435520,0.579287,0.154821
76,EvSem,0.265128,0.391212,0.104556
76,WProd,0.466174,0.638004,0.170514
76,SComp,-0.035485,0.421468,0.112642
76,WComp,0.019884,0.308223,0.082376
76,Artic,0.535051,0.570575,0.152493
77,SProd,1.036360,1.095533,0.292793
77,EvSem,1.214985,1.027230,0.274539
77,WProd,1.045873,0.896656,0.239641
77,SComp,-0.147122,0.670912,0.179309
77,WComp,0.221142,0.593734,0.158682
77,Artic,1.390920,1.343025,0.358939
78,SProd,0.372675,0.375770,0.100429
78,EvSem,0.251529,0.373417,0.099800
78,WProd,0.326518,0.358807,0.095895
78,SComp,-0.021378,0.239748,0.064075
78,WComp,0.067375,0.193202,0.051635
78,Artic,0.434170,0.501362,0.133995
79,SProd,0.684515,0.653194,0.174573
79,EvSem,0.796510,0.767625,0.205156
79,WProd,0.851295,0.822543,0.219834
79,SComp,-0.030574,0.475674,0.127129
79,WComp,0.046870,0.335114,0.089563
79,Artic,0.990762,0.971925,0.259758
80,SProd,2.037802,2.021977,0.540396
80,EvSem,0.608384,1.376489,0.367882
80,WProd,1.780397,1.795036,0.479744
80,SComp,0.054175,0.809343,0.216306
80,WComp,0.384772,0.633101,0.169203
80,Artic,2.088339,2.377728,0.635475
81,SProd,0.524502,0.686778,0.183549
81,EvSem,0.512539,0.516827,0.138128
81,WProd,0.559196,0.730061,0.195117
81,SComp,0.108520,0.420179,0.112298
81,WComp,0.198046,0.390786,0.104442
81,Artic,0.649713,0.739047,0.197519
82,SProd,0.188250,0.465045,0.124288
82,EvSem,0.164474,0.285028,0.076177
82,WProd,0.263969,0.317754,0.084923
82,SComp,0.084012,0.303087,0.081003
82,WComp,0.068552,0.253860,0.067847
82,Artic,0.144058,0.415941,0.111165
83,SProd,0.117536,0.425970,0.113845
83,EvSem,0.108444,0.427426,0.114234
83,WProd,0.148411,0.462222,0.123534
83,SComp,0.078126,0.442481,0.118258
83,WComp,0.045652,0.400732,0.107100
83,Artic,0.269069,0.612663,0.163741
84,SProd,0.208064,1.135877,0.303576
84,EvSem,-0.346900,0.953508,0.254836
84,WProd,-0.357321,1.006800,0.269079
84,SComp,0.002818,0.569258,0.152140
84,WComp,-0.050402,0.750272,0.200519
84,Artic,-0.331080,1.465540,0.391682
85,SProd,0.419161,0.355245,0.094943
85,EvSem,0.338988,0.337670,0.090246
85,WProd,0.384178,0.364248,0.097349
85,SComp,0.071210,0.229102,0.061230
85,WComp,0.075995,0.203308,0.054336
85,Artic,0.308806,0.377504,0.100892
86,SProd,0.411626,0.435161,0.116302
86,EvSem,0.254136,0.311117,0.083149
86,WProd,0.383895,0.556139,0.148635
86,SComp,0.108391,0.415235,0.110976
86,WComp,0.052928,0.272353,0.072789
86,Artic,0.412615,0.528137,0.141151
87,SProd,0.609275,0.661195,0.176712
87,EvSem,0.797243,0.715961,0.191349
87,WProd,0.504099,0.729418,0.194945
87,SComp,0.209598,0.520324,0.139062
87,WComp,0.116515,0.388223,0.103757
87,Artic,0.510883,0.650795,0.173932
88,SProd,0.516774,0.579406,0.154853
88,EvSem,0.608577,0.526467,0.140704
88,WProd,0.765109,0.710889,0.189993
88,SComp,0.074565,0.410603,0.109738
88,WComp,0.212466,0.309909,0.082827
88,Artic,0.864732,0.722392,0.193067
89,SProd,0.261570,1.066019,0.284906
89,EvSem,0.394729,0.953859,0.254930
89,WProd,0.158680,1.265487,0.338216
89,SComp,0.011709,0.954484,0.255096
89,WComp,0.119629,0.749283,0.200254
89,Artic,0.248777,0.798132,0.213310
90,SProd,0.425689,0.401894,0.107411
90,EvSem,0.400356,0.339433,0.090717
90,WProd,0.399349,0.523894,0.140016
90,SComp,0.021124,0.439635,0.117497
90,WComp,0.107228,0.403966,0.107965
90,Artic,0.343690,0.736786,0.196914
91,SProd,0.318221,1.038881,0.277653
91,EvSem,0.046261,0.953380,0.254801
91,WProd,0.016846,1.115423,0.298109
91,SComp,-0.073277,0.687509,0.183744
91,WComp,-0.025843,1.099414,0.293831
91,Artic,0.192396,1.023633,0.273577
92,SProd,0.282302,0.489320,0.130776
92,EvSem,0.238903,0.410526,0.109718
92,WProd,0.222348,0.693358,0.185308
92,SComp,-0.011758,0.495029,0.132302
92,WComp,0.068912,0.524956,0.140300
92,Artic,0.394410,0.827045,0.221037
93,SProd,0.783050,0.695658,0.185922
93,EvSem,0.631863,0.667202,0.178317
93,WProd,0.680073,0.855341,0.228600
93,SComp,-0.157660,0.570600,0.152499
93,WComp,0.020990,0.359986,0.096210
93,Artic,0.943124,0.984278,0.263059
94,SProd,0.729414,0.682430,0.182387
94,EvSem,0.882284,0.816002,0.218086
94,WProd,0.736917,1.081338,0.289000
94,SComp,0.066512,0.604679,0.161607
94,WComp,0.313826,0.493631,0.131929
94,Artic,0.808937,0.950779,0.254106
95,SProd,0.137452,0.202784,0.054196
95,EvSem,0.117767,0.356593,0.095303
95,WProd,0.089589,0.277041,0.074042
95,SComp,0.013799,0.217762,0.058199
95,WComp,0.090632,0.189970,0.050772
95,Artic,0.140175,0.356291,0.095223
96,SProd,0.558127,0.599120,0.160121
96,EvSem,0.287247,0.423308,0.113134
96,WProd,0.639628,0.665182,0.177777
96,SComp,-0.083759,0.296545,0.079255
96,WComp,0.043160,0.259360,0.069317
96,Artic,0.537479,0.795253,0.212540
97,SProd,0.284339,1.055027,0.281968
97,EvSem,-0.012025,1.205616,0.322214
97,WProd,-0.071778,1.103476,0.294916
97,SComp,-0.180082,0.673257,0.179935
97,WComp,-0.185691,0.701702,0.187538
97,Artic,0.275466,1.568220,0.419124
98,SProd,0.793341,0.745651,0.199284
98,EvSem,0.465435,0.415774,0.111120
98,WProd,0.526047,0.857198,0.229096
98,SComp,-0.016751,0.572942,0.153125
98,WComp,0.067176,0.467124,0.124844
98,Artic,0.886103,1.137496,0.304009
99,SProd,0.210764,0.249976,0.066809
99,EvSem,0.168080,0.266257,0.071160
99,WProd,0.202236,0.224960,0.060123
99,SComp,0.014886,0.267872,0.071592
99,WComp,0.078522,0.200570,0.053605
99,Artic,0.215477,0.320321,0.085609
100,SProd,0.377333,0.500870,0.133863
100,EvSem,0.186973,0.331190,0.088514
100,WProd,0.483797,0.716292,0.191437
100,SComp,0.034171,0.490213,0.131015
100,WComp,0.043725,0.385245,0.102961
100,Artic,0.444030,0.622975,0.166497
101,SProd,0.390190,1.427468,0.381507
101,EvSem,0.350428,1.584760,0.423545
101,WProd,0.183183,1.394268,0.372634
101,SComp,0.033140,0.576401,0.154050
101,WComp,0.044503,0.600515,0.160494
101,Artic,0.489136,2.223289,0.594199
102,SProd,0.142447,0.337531,0.090209
102,EvSem,0.154390,0.311512,0.083255
102,WProd,0.141863,0.310326,0.082938
102,SComp,0.080854,0.217557,0.058144
102,WComp,0.053332,0.207797,0.055536
102,Artic,0.125927,0.370421,0.098999
103,SProd,0.211621,0.608411,0.162605
103,EvSem,0.313904,0.707865,0.189185
103,WProd,0.059151,0.369873,0.098853
103,SComp,0.128701,0.650866,0.173951
103,WComp,0.125390,0.729044,0.194845
103,Artic,0.366208,1.201385,0.321084
104,SProd,0.319241,0.537121,0.143552
104,EvSem,0.231831,0.315769,0.084393
104,WProd,0.322458,0.477544,0.127629
104,SComp,-0.021267,0.352317,0.094161
104,WComp,0.020299,0.302998,0.080980
104,Artic,0.347465,0.605308,0.161775
105,SProd,0.141545,0.380166,0.101604
105,EvSem,0.267667,0.223992,0.059865
105,WProd,0.162885,0.276768,0.073969
105,SComp,0.010269,0.282125,0.075401
105,WComp,0.094346,0.284621,0.076068
105,Artic,0.156930,0.350243,0.093606
106,SProd,0.376832,0.896384,0.239569
106,EvSem,0.291353,1.020765,0.272811
106,WProd,0.351824,1.243960,0.332462
106,SComp,-0.001758,0.464545,0.124155
106,WComp,0.005800,0.468672,0.125258
106,Artic,0.563990,1.438900,0.384562
107,SProd,2.191826,2.238002,0.598131
107,EvSem,0.995700,1.569073,0.419353
107,WProd,2.008411,2.237553,0.598011
107,SComp,-0.041476,0.801010,0.214079
107,WComp,0.223481,0.798339,0.213365
107,Artic,2.336742,2.555171,0.682898
108,SProd,0.058835,0.544416,0.145501
108,EvSem,0.028882,0.763114,0.203951
108,WProd,-0.217584,0.385920,0.103141
108,SComp,-0.086476,0.393943,0.105286
108,WComp,-0.038108,0.507048,0.135514
108,Artic,0.207181,1.545989,0.413183
109,SProd,0.543110,0.628203,0.167894
109,EvSem,0.455231,0.501795,0.134110
109,WProd,0.529687,0.709920,0.189734
109,SComp,-0.009867,0.361619,0.096647
109,WComp,0.056788,0.328359,0.087758
109,Artic,0.539856,0.808716,0.216139
110,SProd,0.537797,0.745877,0.199344
110,EvSem,0.676888,0.862252,0.230446
