ROI,Effect,MeanEffect,StdEffect,StderrEffect
RH_antParietal,EvSem,0.359718,0.531618,0.142081
RH_supFrontal,SProd,0.475330,0.794930,0.212454
RH_supFrontal,WProd,1.315006,1.454096,0.388624
RH_supFrontal,SComp,0.249361,0.555006,0.148332
RH_supFrontal,WComp,0.441200,0.643193,0.171900
RH_supFrontal,Artic,0.942029,1.489610,0.398115
RH_supFrontal,EvSem,0.637994,0.771015,0.206062
RH_Precentral_A_precG,SProd,0.901594,1.201321,0.321067
RH_Precentral_A_precG,WProd,1.567919,1.855945,0.496022
RH_Precentral_A_precG,SComp,0.553186,0.941364,0.251590
RH_Precentral_A_precG,WComp,0.710637,0.986399,0.263626
RH_Precentral_A_precG,Artic,1.254116,1.799051,0.480816
RH_Precentral_A_precG,EvSem,1.298132,1.228498,0.328330
RH_Precentral_B_IFGop,SProd,1.289325,1.400644,0.374338
RH_Precentral_B_IFGop,WProd,1.767887,1.598362,0.427180
RH_Precentral_B_IFGop,SComp,0.587938,0.813652,0.217458
RH_Precentral_B_IFGop,WComp,0.664599,1.004333,0.268419
RH_Precentral_B_IFGop,Artic,1.458845,1.748566,0.467324
RH_Precentral_B_IFGop,EvSem,1.474268,1.239733,0.331333
RH_midFrontal,SProd,0.397765,0.894581,0.239087
RH_midFrontal,WProd,1.134295,1.237982,0.330864
RH_midFrontal,SComp,0.163526,0.820462,0.219278
RH_midFrontal,WComp,0.207497,0.635540,0.169855
RH_midFrontal,Artic,0.906697,1.257776,0.336155
RH_midFrontal,EvSem,0.565998,0.819434,0.219003
RH_midFrontalOrb,SProd,0.344156,1.549628,0.414156
RH_midFrontalOrb,WProd,1.217916,1.947751,0.520558
RH_midFrontalOrb,SComp,0.109559,1.063533,0.284241
RH_midFrontalOrb,WComp,0.251824,0.895743,0.239397
RH_midFrontalOrb,Artic,1.178217,1.896411,0.506837
RH_midFrontalOrb,EvSem,0.280641,1.293861,0.345799
RH_insula,SProd,0.737558,0.962095,0.257131
RH_insula,WProd,1.065544,0.927967,0.248010
RH_insula,SComp,0.057266,0.493798,0.131973
RH_insula,WComp,0.056500,0.342218,0.091461
RH_insula,Artic,0.821085,0.923194,0.246734
RH_insula,EvSem,0.415042,0.513608,0.137267
RH_medialFrontal,SProd,0.965252,1.091186,0.291632
RH_medialFrontal,WProd,1.499575,1.380896,0.369060
RH_medialFrontal,SComp,0.148938,0.623931,0.166752
RH_medialFrontal,WComp,0.164347,0.523986,0.140041
RH_medialFrontal,Artic,0.965871,1.131665,0.302450
RH_medialFrontal,EvSem,0.777261,0.905631,0.242040
