ROI,Effect,MeanEffect,StdEffect,StderrEffect
10,WProd,2.963477,0.729484,0.188352
10,SComp,1.189897,0.595011,0.153631
10,WComp,1.560854,0.775440,0.200218
10,Artic,2.468288,0.695659,0.179618
11,SProd,3.119846,1.404305,0.362590
11,EvSem,-0.693932,0.561428,0.144960
11,WProd,3.961172,1.508503,0.389494
11,SComp,0.600359,1.940641,0.501071
11,WComp,0.743810,1.807894,0.466796
11,Artic,4.283677,1.485609,0.383583
12,SProd,3.947211,1.797719,0.464169
12,EvSem,2.788488,1.306553,0.337351
12,WProd,4.131632,1.507079,0.389126
12,SComp,2.404047,1.252109,0.323293
12,WComp,2.563728,1.214402,0.313557
12,Artic,3.368192,1.497242,0.386586
13,SProd,2.269240,1.356470,0.350239
13,EvSem,-0.460145,0.373696,0.096488
13,WProd,2.784105,1.167552,0.301461
13,SComp,0.625586,1.614640,0.416898
13,WComp,0.731512,1.534228,0.396136
13,Artic,2.970270,1.375753,0.355218
14,SProd,2.019262,0.905831,0.233885
14,EvSem,-0.088807,0.531822,0.137316
14,WProd,2.479893,0.658832,0.170110
14,SComp,0.476199,0.671167,0.173295
14,WComp,0.619380,0.671414,0.173358
14,Artic,2.896967,0.930684,0.240302
15,SProd,1.832334,1.244853,0.321420
15,EvSem,0.000370,1.577701,0.407361
15,WProd,2.880546,1.856536,0.479355
15,SComp,0.982861,1.401999,0.361995
15,WComp,1.097435,1.442926,0.372562
15,Artic,4.210296,1.589006,0.410280
16,SProd,4.194527,1.990225,0.513874
16,EvSem,3.135332,1.748511,0.451464
16,WProd,4.241974,1.976388,0.510301
16,SComp,2.301193,1.996494,0.515493
16,WComp,2.595591,1.866161,0.481841
16,Artic,3.789286,2.825917,0.729649
17,SProd,2.452902,1.213686,0.313372
17,EvSem,-0.159752,0.760932,0.196472
17,WProd,2.866905,1.523922,0.393475
17,SComp,0.781119,0.589564,0.152225
17,WComp,1.071383,0.747987,0.193129
17,Artic,3.558033,1.818515,0.469539
18,SProd,3.064155,1.051680,0.271542
18,EvSem,0.954661,0.980081,0.253056
18,WProd,3.527322,1.078429,0.278449
18,SComp,0.737699,0.662595,0.171081
18,WComp,1.079687,0.938388,0.242291
18,Artic,3.100599,0.907414,0.234293
19,SProd,3.553828,1.541736,0.398075
19,EvSem,-0.156748,0.755371,0.195036
19,WProd,4.061946,1.895974,0.489538
19,SComp,1.052553,1.889914,0.487974
19,WComp,1.503904,1.757107,0.453683
19,Artic,4.240990,1.632164,0.421423
20,SProd,1.667606,0.669605,0.172891
20,EvSem,0.320490,0.554080,0.143063
20,WProd,2.246041,0.697066,0.179982
20,SComp,0.206633,0.738933,0.190792
20,WComp,0.424907,0.687744,0.177575
20,Artic,2.056594,0.651935,0.168329
21,SProd,2.676860,1.016062,0.262346
21,EvSem,0.471539,0.560026,0.144598
21,WProd,2.972597,1.101045,0.284288
21,SComp,0.788663,0.905189,0.233719
21,WComp,0.983457,0.984893,0.254298
21,Artic,2.780470,1.048971,0.270843
22,SProd,2.756911,0.882736,0.227922
22,EvSem,1.394035,0.705284,0.182103
22,WProd,4.197050,1.503568,0.388220
22,SComp,1.234399,0.682710,0.176275
22,WComp,1.830154,0.575009,0.148467
22,Artic,3.506998,1.195383,0.308647
23,SProd,1.535654,0.637101,0.164499
23,EvSem,0.501010,0.678684,0.175235
23,WProd,1.919032,0.803930,0.207574
23,SComp,0.304204,0.751218,0.193964
23,WComp,0.379096,0.742938,0.191826
23,Artic,1.813528,1.016797,0.262536
24,SProd,2.521034,1.103398,0.284896
24,EvSem,-0.233398,0.403094,0.104078
24,WProd,2.580701,1.150428,0.297039
24,SComp,1.118166,1.122683,0.289876
24,WComp,1.259313,1.096294,0.283062
24,Artic,3.097193,1.029571,0.265834
25,SProd,2.174642,1.047615,0.270493
25,EvSem,1.197170,0.894542,0.230970
25,WProd,3.020769,1.127583,0.291141
25,SComp,0.712222,0.468059,0.120852
25,WComp,1.111405,0.671694,0.173431
25,Artic,1.922158,0.699770,0.180680
26,SProd,1.742153,0.883023,0.227996
26,EvSem,1.092782,0.690894,0.178388
26,WProd,2.829236,1.032884,0.266690
26,SComp,0.814558,0.644040,0.166290
26,WComp,1.237352,0.680783,0.175777
26,Artic,2.147233,0.949856,0.245252
27,SProd,1.545784,1.037631,0.267915
27,EvSem,0.943148,0.771049,0.199084
27,WProd,2.351241,1.145847,0.295857
27,SComp,0.715538,0.667436,0.172331
27,WComp,0.970321,0.845192,0.218228
27,Artic,2.322888,1.243312,0.321022
28,SProd,1.284002,0.638422,0.164840
28,EvSem,0.890373,0.635566,0.164102
28,WProd,1.761409,0.812533,0.209795
28,SComp,0.513477,0.539389,0.139270
28,WComp,0.892421,0.704439,0.181885
28,Artic,2.155905,1.058631,0.273337
29,SProd,2.304245,1.134431,0.292909
29,EvSem,0.942714,0.993010,0.256394
29,WProd,2.900455,1.219843,0.314962
29,SComp,0.675649,0.885709,0.228689
29,WComp,0.877556,0.916096,0.236535
29,Artic,2.717296,0.967862,0.249901
30,SProd,1.190319,0.560564,0.144737
30,EvSem,0.203975,0.421072,0.108720
30,WProd,1.469585,0.576669,0.148895
30,SComp,0.351432,0.648159,0.167354
30,WComp,0.408196,0.672967,0.173759
30,Artic,1.543360,0.567107,0.146426
31,SProd,2.045488,0.998924,0.257921
31,EvSem,1.045320,0.793941,0.204995
31,WProd,2.613458,0.914266,0.236062
31,SComp,0.714732,0.593844,0.153330
31,WComp,1.028274,0.877883,0.226668
31,Artic,2.779995,1.066040,0.275250
32,SProd,3.103201,1.690942,0.436599
32,EvSem,0.732860,0.759083,0.195994
32,WProd,3.452420,1.748557,0.451476
32,SComp,0.525752,1.035485,0.267361
32,WComp,0.894846,1.167169,0.301362
32,Artic,2.783042,1.451710,0.374830
33,SProd,1.653373,0.531103,0.137130
33,EvSem,0.919352,0.511295,0.132016
33,WProd,2.297618,0.622642,0.160765
33,SComp,0.480807,0.384822,0.099361
33,WComp,0.753234,0.526535,0.135951
33,Artic,1.226745,0.549184,0.141799
34,SProd,0.845801,0.436116,0.112605
34,EvSem,0.123414,0.396346,0.102336
34,WProd,1.024001,0.396543,0.102387
34,SComp,0.112813,0.396367,0.102342
34,WComp,0.116567,0.425697,0.109914
34,Artic,0.957498,0.490837,0.126734
35,SProd,1.657429,0.823231,0.212557
35,EvSem,0.859870,0.638235,0.164792
35,WProd,1.705922,0.640516,0.165380
35,SComp,0.885495,0.475270,0.122714
35,WComp,1.158090,0.742891,0.191814
35,Artic,1.670156,0.866661,0.223771
36,SProd,1.998744,0.760905,0.196465
36,EvSem,0.748482,0.704168,0.181815
36,WProd,2.719171,0.981899,0.253525
36,SComp,0.419064,0.817810,0.211158
36,WComp,0.733276,0.834353,0.215429
36,Artic,2.409151,0.998719,0.257868
37,SProd,1.276138,0.900763,0.232576
37,EvSem,0.205999,0.622409,0.160705
37,WProd,1.545348,0.877393,0.226542
37,SComp,0.131590,0.553566,0.142930
37,WComp,0.222310,0.704224,0.181830
37,Artic,1.375216,1.219586,0.314896
38,SProd,2.101389,1.078323,0.278422
38,EvSem,1.028881,0.786259,0.203011
38,WProd,3.037969,1.589908,0.410512
38,SComp,0.345820,0.605574,0.156359
38,WComp,0.665317,0.837108,0.216140
38,Artic,1.851313,1.138505,0.293961
39,SProd,1.106961,0.607224,0.156784
39,EvSem,0.064623,0.396536,0.102385
39,WProd,1.118840,0.505950,0.130636
39,SComp,0.281863,0.315832,0.081547
39,WComp,0.397653,0.364125,0.094017
39,Artic,1.357295,0.584654,0.150957
40,SProd,1.177521,0.628275,0.162220
40,EvSem,0.173273,0.472889,0.122099
40,WProd,1.310339,0.476380,0.123001
40,SComp,0.266154,0.469301,0.121173
40,WComp,0.274813,0.517258,0.133555
40,Artic,1.302073,0.570121,0.147205
41,SProd,1.146281,1.059710,0.273616
41,EvSem,0.969768,1.064084,0.274745
41,WProd,1.742200,1.152454,0.297562
41,SComp,0.653657,0.689189,0.177948
41,WComp,1.041013,1.012932,0.261538
41,Artic,2.657357,1.769529,0.456890
42,SProd,2.423723,1.967698,0.508057
42,EvSem,0.401717,1.032821,0.266673
42,WProd,2.743756,1.895575,0.489435
42,SComp,0.817611,1.202025,0.310362
42,WComp,0.948067,1.376692,0.355460
42,Artic,2.905494,1.905980,0.492122
43,SProd,0.753773,0.327854,0.084651
43,EvSem,0.196258,0.220978,0.057056
43,WProd,0.894585,0.215114,0.055542
43,SComp,0.196117,0.305723,0.078937
43,WComp,0.188963,0.328339,0.084777
43,Artic,0.803862,0.373563,0.096454
44,SProd,1.339905,0.915244,0.236315
44,EvSem,0.529587,0.759435,0.196085
44,WProd,1.928157,1.357835,0.350591
44,SComp,0.447635,0.775364,0.200198
44,WComp,0.551949,0.854941,0.220745
44,Artic,1.748581,1.240017,0.320171
45,SProd,1.046147,1.155026,0.298226
45,EvSem,0.186618,0.681311,0.175914
45,WProd,1.128759,1.068743,0.275948
45,SComp,0.327238,0.662554,0.171071
45,WComp,0.419916,0.796225,0.205584
45,Artic,1.235725,0.986586,0.254735
46,SProd,0.763033,1.084975,0.280139
46,EvSem,0.021283,1.056035,0.272667
46,WProd,1.715810,1.212725,0.313124
46,SComp,0.432644,0.693186,0.178980
46,WComp,0.647005,0.968940,0.250179
46,Artic,1.098364,1.165382,0.300900
47,SProd,0.887558,0.555092,0.143324
47,EvSem,0.260644,0.480248,0.124000
47,WProd,1.346851,0.969033,0.250203
47,SComp,0.275587,0.336338,0.086842
47,WComp,0.474849,0.422694,0.109139
47,Artic,0.871982,0.662077,0.170948
48,SProd,1.043586,0.662051,0.170941
48,EvSem,0.416688,0.513527,0.132592
48,WProd,1.193801,0.418624,0.108088
48,SComp,0.246274,0.432983,0.111796
48,WComp,0.261797,0.442998,0.114381
48,Artic,1.099102,0.545151,0.140758
49,SProd,1.338270,1.240948,0.320411
49,EvSem,-0.090949,0.935786,0.241619
49,WProd,1.956711,1.573055,0.406161
49,SComp,0.398023,0.883123,0.228021
49,WComp,0.544032,0.682315,0.176173
49,Artic,2.433522,1.655200,0.427371
50,SProd,1.215531,0.915623,0.236413
50,EvSem,0.300345,0.759903,0.196206
50,WProd,1.360958,1.286822,0.332256
50,SComp,0.434274,1.249076,0.322510
50,WComp,0.375268,1.034195,0.267028
50,Artic,1.297088,1.404461,0.362630
51,SProd,2.274818,1.233874,0.318585
51,EvSem,0.604495,0.568320,0.146740
51,WProd,2.391152,1.343979,0.347014
51,SComp,0.904992,0.861754,0.222504
51,WComp,0.864680,0.881957,0.227720
51,Artic,2.182001,1.228801,0.317275
52,SProd,1.188988,1.018893,0.263077
52,EvSem,0.255617,1.072523,0.276924
52,WProd,1.846432,1.038338,0.268098
52,SComp,0.546872,0.937839,0.242149
52,WComp,0.862842,1.284407,0.331632
52,Artic,1.643076,1.126415,0.290839
53,SProd,1.895405,0.751007,0.193909
53,EvSem,0.790789,0.699502,0.180611
53,WProd,2.093128,1.041231,0.268845
53,SComp,0.499388,0.761662,0.196660
53,WComp,0.310892,0.586795,0.151510
53,Artic,2.059907,1.158377,0.299092
54,SProd,1.408711,0.711294,0.183655
54,EvSem,0.040967,0.302576,0.078125
54,WProd,1.632521,0.704664,0.181943
54,SComp,0.323132,0.413576,0.106785
54,WComp,0.288153,0.538809,0.139120
54,Artic,1.798721,0.774187,0.199894
55,SProd,1.339879,0.848594,0.219106
55,EvSem,0.759147,0.695104,0.179475
55,WProd,1.634560,1.064882,0.274951
55,SComp,0.545365,0.452063,0.116722
55,WComp,0.730905,0.525973,0.135806
55,Artic,1.101198,0.718452,0.185504
56,SProd,0.952082,0.561459,0.144968
56,EvSem,0.226481,0.376410,0.097189
56,WProd,0.925145,0.557961,0.144065
56,SComp,0.168847,0.307120,0.079298
56,WComp,0.245009,0.278821,0.071991
56,Artic,1.077803,0.670749,0.173187
57,SProd,0.952201,0.635250,0.164021
57,EvSem,0.339382,0.526926,0.136052
57,WProd,1.212876,0.461268,0.119099
57,SComp,0.471619,0.363283,0.093799
57,WComp,0.567784,0.378818,0.097810
57,Artic,1.317017,0.543477,0.140325
58,SProd,0.740926,0.647990,0.167310
58,EvSem,0.156511,0.712673,0.184011
58,WProd,1.493060,0.980614,0.253193
58,SComp,0.379747,0.445983,0.115152
58,WComp,0.527534,0.571525,0.147567
58,Artic,0.966555,0.714260,0.184421
59,SProd,0.479521,1.137531,0.293709
59,EvSem,-0.124223,1.230377,0.317682
59,WProd,2.178067,0.904905,0.233646
59,SComp,0.457721,0.549374,0.141848
59,WComp,0.700806,0.886643,0.228930
59,Artic,1.015839,1.040639,0.268692
60,SProd,1.505976,0.676481,0.174667
60,EvSem,0.222405,0.437817,0.113044
60,WProd,1.628456,0.771727,0.199259
60,SComp,0.406413,0.692557,0.178817
60,WComp,0.410032,0.772686,0.199507
60,Artic,1.783754,1.125367,0.290568
61,SProd,0.935570,0.662155,0.170968
61,EvSem,-0.289097,0.764886,0.197493
61,WProd,1.286698,0.733445,0.189375
61,SComp,0.230057,0.824048,0.212768
61,WComp,0.411292,0.838184,0.216418
61,Artic,1.356432,1.116930,0.288390
62,SProd,1.116876,1.375240,0.355085
62,EvSem,0.617654,1.414297,0.365170
62,WProd,1.769121,1.595462,0.411946
62,SComp,0.736673,1.176299,0.303719
62,WComp,0.666585,1.039374,0.268365
62,Artic,1.725365,1.360688,0.351328
63,SProd,1.504870,1.284716,0.331712
63,EvSem,-0.056342,0.580794,0.149960
63,WProd,1.378717,0.998700,0.257863
63,SComp,0.366076,0.466549,0.120462
63,WComp,0.174821,0.511863,0.132162
63,Artic,1.514676,1.212543,0.313077
64,SProd,0.861329,0.587167,0.151606
64,EvSem,-0.070846,0.453340,0.117052
64,WProd,1.220809,0.686486,0.177250
64,SComp,0.198599,0.572458,0.147808
64,WComp,0.310524,0.677712,0.174984
64,Artic,1.209605,0.805273,0.207921
65,SProd,1.516795,1.227151,0.316849
65,EvSem,0.196656,0.617153,0.159348
65,WProd,1.679098,1.147577,0.296303
65,SComp,0.674411,0.810710,0.209324
65,WComp,0.640004,1.220800,0.315209
65,Artic,1.742951,1.325424,0.342223
66,SProd,1.681207,1.053618,0.272043
66,EvSem,0.718570,0.642825,0.165977
66,WProd,1.656245,1.482489,0.382777
66,SComp,0.433795,0.969523,0.250330
66,WComp,0.246072,0.653319,0.168686
66,Artic,1.707356,1.219458,0.314863
67,SProd,0.611508,1.134420,0.292906
67,EvSem,-0.235379,1.260787,0.325534
67,WProd,1.667351,1.547324,0.399517
67,SComp,0.400580,0.723005,0.186679
67,WComp,0.611625,0.878718,0.226884
67,Artic,0.769235,0.713917,0.184333
68,SProd,1.152884,0.715477,0.184735
68,EvSem,0.159403,0.272020,0.070235
68,WProd,1.215263,0.740069,0.191085
68,SComp,0.113458,0.286343,0.073933
68,WComp,0.337801,0.424549,0.109618
68,Artic,1.208660,0.768835,0.198512
69,SProd,0.946901,0.623381,0.160956
69,EvSem,0.075562,0.426253,0.110058
69,WProd,0.989722,0.507755,0.131102
69,SComp,0.232175,0.323732,0.083587
69,WComp,0.403137,0.451572,0.116595
69,Artic,1.174199,0.636907,0.164449
70,SProd,0.804389,0.606080,0.156489
70,EvSem,0.218973,0.381698,0.098554
70,WProd,0.986442,0.481643,0.124360
70,SComp,0.131049,0.319009,0.082368
70,WComp,0.185057,0.386682,0.099841
70,Artic,0.803428,0.598629,0.154565
71,SProd,0.912620,1.971108,0.508938
71,EvSem,0.128157,1.968585,0.508286
71,WProd,1.416501,2.473085,0.638548
71,SComp,0.642079,1.938447,0.500505
71,WComp,0.767806,2.012096,0.519521
71,Artic,1.535875,2.420084,0.624863
72,SProd,3.388102,2.023350,0.522427
72,EvSem,1.487345,2.015401,0.520374
72,WProd,3.881862,2.449728,0.632517
72,SComp,1.119231,1.799354,0.464591
72,WComp,1.278794,1.773719,0.457972
72,Artic,3.654194,2.583379,0.667026
73,SProd,0.779207,0.614622,0.158695
73,EvSem,0.072344,0.316589,0.081743
73,WProd,0.782462,0.584844,0.151006
73,SComp,0.060291,0.421117,0.108732
73,WComp,0.074982,0.390068,0.100715
73,Artic,0.755871,0.710947,0.183566
74,SProd,1.309456,1.005225,0.259548
74,EvSem,0.158393,0.570270,0.147243
74,WProd,1.343243,0.795722,0.205455
74,SComp,0.423621,0.718144,0.185424
74,WComp,0.466257,0.793407,0.204857
74,Artic,1.399898,0.784434,0.202540
75,SProd,0.191603,0.895199,0.231139
75,EvSem,0.092010,0.609305,0.157322
75,WProd,0.592641,0.760254,0.196297
75,SComp,0.107367,0.630119,0.162696
75,WComp,0.334510,0.747213,0.192930
75,Artic,0.769996,1.173106,0.302895
76,SProd,0.803586,0.597701,0.154326
76,EvSem,-0.160306,0.350284,0.090443
76,WProd,0.840813,0.641918,0.165742
76,SComp,0.222457,0.358372,0.092531
76,WComp,0.289462,0.472902,0.122103
76,Artic,1.066722,0.731361,0.188837
77,SProd,0.294654,1.335371,0.344791
77,EvSem,0.092554,1.287452,0.332419
77,WProd,1.238616,0.876286,0.226256
77,SComp,0.478920,1.102063,0.284551
77,WComp,0.661361,0.964785,0.249106
77,Artic,1.347865,1.438292,0.371365
78,SProd,0.680353,0.579352,0.149588
78,EvSem,0.179300,0.446478,0.115280
78,WProd,0.791677,0.497100,0.128351
78,SComp,0.194445,0.469520,0.121229
78,WComp,0.200245,0.477599,0.123316
78,Artic,0.814949,0.652493,0.168473
79,SProd,0.365357,0.704647,0.181939
79,EvSem,0.207171,0.554551,0.143184
79,WProd,0.912556,0.580871,0.149980
79,SComp,0.257534,0.508868,0.131389
79,WComp,0.566741,0.587902,0.151796
79,Artic,1.025831,0.790059,0.203992
80,SProd,0.939424,0.850802,0.219676
80,EvSem,0.226340,1.093361,0.282305
80,WProd,1.855140,1.231470,0.317964
80,SComp,0.340975,1.026987,0.265167
80,WComp,0.514882,1.122938,0.289941
80,Artic,1.500017,1.337399,0.345315
81,SProd,0.847879,0.946973,0.244507
81,EvSem,0.237616,0.641566,0.165652
81,WProd,0.993949,0.699872,0.180706
81,SComp,0.344742,0.278191,0.071829
81,WComp,0.552879,0.429532,0.110905
81,Artic,0.948403,0.806625,0.208270
82,SProd,0.956554,0.930851,0.240345
82,EvSem,0.205559,0.449351,0.116022
82,WProd,1.008111,0.944576,0.243888
82,SComp,0.132090,0.427852,0.110471
82,WComp,0.058726,0.273012,0.070491
82,Artic,0.853167,0.935773,0.241616
83,SProd,1.584166,1.912829,0.493890
83,EvSem,0.026209,0.957286,0.247170
83,WProd,1.709065,1.938369,0.500485
83,SComp,0.086469,0.643199,0.166073
83,WComp,-0.049167,0.481572,0.124341
83,Artic,1.782433,2.261259,0.583855
84,SProd,2.145337,1.369889,0.353704
84,EvSem,0.212179,1.106988,0.285823
84,WProd,1.506595,1.221030,0.315269
84,SComp,0.567586,1.277010,0.329723
84,WComp,0.384208,1.296524,0.334761
84,Artic,1.614121,2.001000,0.516656
85,SProd,0.499603,0.324616,0.083816
85,EvSem,0.175082,0.355217,0.091717
85,WProd,0.525933,0.254061,0.065598
85,SComp,0.191824,0.392447,0.101329
85,WComp,0.221830,0.346888,0.089566
85,Artic,0.548761,0.437690,0.113011
86,SProd,0.893622,1.012262,0.261365
86,EvSem,0.015309,0.570581,0.147323
86,WProd,1.008400,0.940162,0.242749
86,SComp,0.044676,0.785109,0.202714
86,WComp,0.121862,0.856525,0.221154
86,Artic,1.257800,1.099653,0.283929
87,SProd,2.660751,1.970546,0.508793
87,EvSem,1.153645,0.969927,0.250434
87,WProd,2.441552,1.813016,0.468119
87,SComp,0.820599,0.809108,0.208911
87,WComp,0.586056,0.819054,0.211479
87,Artic,1.934057,1.727179,0.445956
88,SProd,1.027674,0.669867,0.172959
88,EvSem,0.507765,0.514381,0.132813
88,WProd,1.934944,1.078504,0.278469
88,SComp,0.296856,0.528092,0.136353
88,WComp,0.682497,0.673722,0.173954
88,Artic,1.262517,1.110551,0.286743
89,SProd,0.485273,1.667399,0.430521
89,EvSem,0.002379,1.427024,0.368456
89,WProd,0.582245,1.196452,0.308923
89,SComp,0.465028,1.382833,0.357046
89,WComp,0.451689,1.339355,0.345820
89,Artic,1.169701,2.466620,0.636879
90,SProd,0.851549,0.397745,0.102697
90,EvSem,0.323711,0.349462,0.090231
90,WProd,0.926277,0.522984,0.135034
90,SComp,0.118730,0.301384,0.077817
90,WComp,0.132531,0.366905,0.094735
90,Artic,0.624626,0.414711,0.107078
91,SProd,0.879027,1.231904,0.318076
91,EvSem,-0.047944,1.383707,0.357272
91,WProd,0.763716,0.791125,0.204268
91,SComp,0.417239,0.743650,0.192010
91,WComp,0.628552,0.977883,0.252488
91,Artic,0.764229,1.344229,0.347078
92,SProd,0.690272,0.816267,0.210759
92,EvSem,-0.088185,0.489803,0.126467
92,WProd,0.865365,0.962806,0.248595
92,SComp,0.251392,0.852799,0.220192
92,WComp,0.270072,0.672727,0.173697
92,Artic,0.875219,0.905356,0.233762
93,SProd,0.447596,1.100267,0.284088
93,EvSem,-0.113481,0.790144,0.204014
93,WProd,0.639843,0.978098,0.252544
93,SComp,0.145800,0.849458,0.219329
93,WComp,0.547445,1.250768,0.322947
93,Artic,0.825515,1.757102,0.453682
94,SProd,0.719353,1.058615,0.273333
94,EvSem,-0.221450,1.398074,0.360981
94,WProd,1.446198,1.270872,0.328138
94,SComp,0.078186,0.463846,0.119765
94,WComp,0.387979,1.004849,0.259451
94,Artic,0.792837,1.482762,0.382848
95,SProd,0.330408,0.697605,0.180121
95,EvSem,0.050658,0.448756,0.115868
95,WProd,0.314368,0.520727,0.134451
95,SComp,0.060539,0.435488,0.112443
95,WComp,0.148303,0.410193,0.105911
95,Artic,0.441917,0.974472,0.251608
96,SProd,0.805806,0.404336,0.104399
96,EvSem,0.438226,0.380119,0.098146
96,WProd,0.875564,0.475866,0.122868
96,SComp,0.191182,0.182191,0.047042
96,WComp,0.183149,0.235933,0.060918
96,Artic,0.732210,0.401349,0.103628
97,SProd,2.854536,2.929528,0.756401
97,EvSem,0.468067,2.047621,0.528693
97,WProd,2.745991,2.966877,0.766044
97,SComp,0.117611,1.853161,0.478484
97,WComp,0.148496,1.086502,0.280534
97,Artic,3.201223,3.123043,0.806366
98,SProd,0.662616,0.457999,0.118255
98,EvSem,-0.079820,0.502978,0.129868
98,WProd,0.604125,0.738279,0.190623
98,SComp,-0.073063,0.367701,0.094940
98,WComp,0.067855,0.688110,0.177669
98,Artic,0.782097,0.580673,0.149929
99,SProd,0.270273,0.322462,0.083259
99,EvSem,-0.065108,0.454954,0.117469
99,WProd,0.377290,0.378941,0.097842
99,SComp,0.051478,0.341017,0.088050
99,WComp,0.114526,0.370140,0.095570
99,Artic,0.505097,0.566731,0.146329
100,SProd,0.242441,0.689872,0.178124
100,EvSem,-0.187996,0.414599,0.107049
100,WProd,0.169339,0.685381,0.176965
100,SComp,-0.134765,0.224782,0.058039
100,WComp,-0.137851,0.445573,0.115046
100,Artic,0.279193,0.711566,0.183726
101,SProd,1.768303,1.999812,0.516349
101,EvSem,0.357372,1.409432,0.363914
101,WProd,2.282069,1.917163,0.495009
101,SComp,0.179028,1.181424,0.305042
101,WComp,-0.041654,1.463126,0.377777
101,Artic,2.232657,2.583186,0.666976
102,SProd,0.436734,0.408901,0.105578
102,EvSem,0.121449,0.270710,0.069897
102,WProd,0.413891,0.399145,0.103059
102,SComp,0.166555,0.328749,0.084883
102,WComp,0.178811,0.359979,0.092946
102,Artic,0.602350,0.739986,0.191064
103,SProd,2.991235,1.972848,0.509387
103,EvSem,0.512857,1.184685,0.305884
103,WProd,3.531548,1.997770,0.515822
103,SComp,0.013383,1.479812,0.382086
103,WComp,0.093834,1.268701,0.327577
103,Artic,3.281193,1.710490,0.441647
104,SProd,0.629493,0.517877,0.133715
104,EvSem,0.120212,0.259473,0.066996
104,WProd,0.739030,0.388108,0.100209
104,SComp,0.129359,0.340227,0.087846
104,WComp,0.183974,0.393170,0.101516
104,Artic,0.681978,0.552440,0.142639
105,SProd,0.125449,0.486265,0.125553
105,EvSem,0.014642,0.497411,0.128431
105,WProd,0.419082,0.522331,0.134865
105,SComp,0.070423,0.392711,0.101397
105,WComp,0.195798,0.470687,0.121531
105,Artic,0.256399,0.572906,0.147924
106,SProd,2.556793,2.298318,0.593423
106,EvSem,0.400959,1.104344,0.285140
106,WProd,2.789827,2.468658,0.637405
106,SComp,0.048769,0.979849,0.252996
106,WComp,-0.315062,0.853578,0.220393
106,Artic,2.740475,2.409448,0.622117
107,SProd,0.375532,1.172620,0.302769
107,EvSem,0.839476,1.553310,0.401063
107,WProd,0.657237,1.550406,0.400313
107,SComp,0.279518,0.990142,0.255654
107,WComp,0.456206,1.122176,0.289745
107,Artic,0.804328,1.625955,0.419820
108,SProd,1.861788,2.642138,0.682197
108,EvSem,0.326962,2.497113,0.644752
108,WProd,2.445713,2.388017,0.616583
108,SComp,0.389752,1.710718,0.441705
108,WComp,0.531692,2.131532,0.550359
108,Artic,2.535103,2.822603,0.728793
109,SProd,0.636072,0.571871,0.147657
109,EvSem,0.183827,0.290479,0.075001
109,WProd,0.788911,0.585248,0.151110
109,SComp,0.064614,0.265921,0.068660
109,WComp,0.085149,0.274828,0.070960
109,Artic,0.514238,0.558834,0.144290
110,SProd,0.813483,1.689306,0.436177
110,EvSem,0.185368,2.042074,0.527261
110,WProd,1.237756,1.861333,0.480594
