ROI,Subject,Effect, LocalizerSize,EffectSize
LH_postParietal,129_KAN_prod_08_PL2017,NOb, 395,1.196756
LH_postParietal,129_KAN_prod_08_PL2017,NEv, 395,1.415629
LH_postParietal,129_KAN_prod_08_PL2017,ROb, 395,0.625374
LH_postParietal,129_KAN_prod_08_PL2017,REv, 395,0.179277
LH_postParietal,140_KAN_prod_01_PL2017,NOb, 395,-1.338882
LH_postParietal,140_KAN_prod_01_PL2017,NEv, 395,-0.545396
LH_postParietal,140_KAN_prod_01_PL2017,ROb, 395,-0.590926
LH_postParietal,140_KAN_prod_01_PL2017,REv, 395,0.263126
LH_postParietal,147_KAN_prod_04_PL2017,NOb, 395,2.477175
LH_postParietal,147_KAN_prod_04_PL2017,NEv, 395,2.076386
LH_postParietal,147_KAN_prod_04_PL2017,ROb, 395,0.785515
LH_postParietal,147_KAN_prod_04_PL2017,REv, 395,-0.296980
LH_postParietal,165_KAN_prod_07_PL2017,NOb, 395,3.642446
LH_postParietal,165_KAN_prod_07_PL2017,NEv, 395,2.735224
LH_postParietal,165_KAN_prod_07_PL2017,ROb, 395,2.027342
LH_postParietal,165_KAN_prod_07_PL2017,REv, 395,1.772185
LH_postParietal,072_KAN_prod_02_PL2017,NOb, 395,2.946532
LH_postParietal,072_KAN_prod_02_PL2017,NEv, 395,3.188322
LH_postParietal,072_KAN_prod_02_PL2017,ROb, 395,0.820245
LH_postParietal,072_KAN_prod_02_PL2017,REv, 395,0.282185
LH_postParietal,127_KAN_prod_03_PL2017,NOb, 395,0.322262
LH_postParietal,127_KAN_prod_03_PL2017,NEv, 395,0.171554
LH_postParietal,127_KAN_prod_03_PL2017,ROb, 395,-0.029790
LH_postParietal,127_KAN_prod_03_PL2017,REv, 395,-0.411154
LH_postParietal,189_FED_20150916a_3T2_PL2017,NOb, 395,3.800302
LH_postParietal,189_FED_20150916a_3T2_PL2017,NEv, 395,2.723103
LH_postParietal,189_FED_20150916a_3T2_PL2017,ROb, 395,1.493463
LH_postParietal,189_FED_20150916a_3T2_PL2017,REv, 395,0.686916
LH_postParietal,214_FED_20151111b_3T1_PL2017,NOb, 395,1.470826
LH_postParietal,214_FED_20151111b_3T1_PL2017,NEv, 395,1.370407
LH_postParietal,214_FED_20151111b_3T1_PL2017,ROb, 395,1.060350
LH_postParietal,214_FED_20151111b_3T1_PL2017,REv, 395,0.599236
LH_postParietal,215_FED_20160108a_3T1_PL2017,NOb, 395,1.262164
LH_postParietal,215_FED_20160108a_3T1_PL2017,NEv, 395,0.486847
LH_postParietal,215_FED_20160108a_3T1_PL2017,ROb, 395,0.578358
LH_postParietal,215_FED_20160108a_3T1_PL2017,REv, 395,-0.423860
LH_postParietal,326_FED_20150923a_3T2_PL2017,NOb, 395,1.247856
LH_postParietal,326_FED_20150923a_3T2_PL2017,NEv, 395,1.042606
LH_postParietal,326_FED_20150923a_3T2_PL2017,ROb, 395,0.857737
LH_postParietal,326_FED_20150923a_3T2_PL2017,REv, 395,0.294776
LH_postParietal,327_FED_20150923b_3T2_PL2017,NOb, 395,2.428106
LH_postParietal,327_FED_20150923b_3T2_PL2017,NEv, 395,1.727664
LH_postParietal,327_FED_20150923b_3T2_PL2017,ROb, 395,1.423953
LH_postParietal,327_FED_20150923b_3T2_PL2017,REv, 395,0.873794
LH_midParietal,129_KAN_prod_08_PL2017,NOb, 86,0.363367
LH_midParietal,129_KAN_prod_08_PL2017,NEv, 86,0.824557
LH_midParietal,129_KAN_prod_08_PL2017,ROb, 86,0.267231
LH_midParietal,129_KAN_prod_08_PL2017,REv, 86,-0.042349
LH_midParietal,140_KAN_prod_01_PL2017,NOb, 86,-2.103019
LH_midParietal,140_KAN_prod_01_PL2017,NEv, 86,-1.148593
LH_midParietal,140_KAN_prod_01_PL2017,ROb, 86,-0.395936
LH_midParietal,140_KAN_prod_01_PL2017,REv, 86,0.594447
LH_midParietal,147_KAN_prod_04_PL2017,NOb, 86,0.302977
LH_midParietal,147_KAN_prod_04_PL2017,NEv, 86,0.824679
LH_midParietal,147_KAN_prod_04_PL2017,ROb, 86,0.014647
LH_midParietal,147_KAN_prod_04_PL2017,REv, 86,-1.135266
LH_midParietal,165_KAN_prod_07_PL2017,NOb, 86,1.134938
LH_midParietal,165_KAN_prod_07_PL2017,NEv, 86,1.186717
LH_midParietal,165_KAN_prod_07_PL2017,ROb, 86,0.307583
LH_midParietal,165_KAN_prod_07_PL2017,REv, 86,0.242197
LH_midParietal,072_KAN_prod_02_PL2017,NOb, 86,0.375152
LH_midParietal,072_KAN_prod_02_PL2017,NEv, 86,1.087642
LH_midParietal,072_KAN_prod_02_PL2017,ROb, 86,0.480439
LH_midParietal,072_KAN_prod_02_PL2017,REv, 86,-0.029507
LH_midParietal,127_KAN_prod_03_PL2017,NOb, 86,-0.253075
LH_midParietal,127_KAN_prod_03_PL2017,NEv, 86,-0.339480
LH_midParietal,127_KAN_prod_03_PL2017,ROb, 86,-0.548305
LH_midParietal,127_KAN_prod_03_PL2017,REv, 86,-0.584352
LH_midParietal,189_FED_20150916a_3T2_PL2017,NOb, 86,2.324455
LH_midParietal,189_FED_20150916a_3T2_PL2017,NEv, 86,1.725164
LH_midParietal,189_FED_20150916a_3T2_PL2017,ROb, 86,1.374012
LH_midParietal,189_FED_20150916a_3T2_PL2017,REv, 86,0.932679
LH_midParietal,214_FED_20151111b_3T1_PL2017,NOb, 86,0.800900
LH_midParietal,214_FED_20151111b_3T1_PL2017,NEv, 86,0.897028
LH_midParietal,214_FED_20151111b_3T1_PL2017,ROb, 86,0.938151
LH_midParietal,214_FED_20151111b_3T1_PL2017,REv, 86,0.643692
LH_midParietal,215_FED_20160108a_3T1_PL2017,NOb, 86,-0.090645
LH_midParietal,215_FED_20160108a_3T1_PL2017,NEv, 86,-0.354688
LH_midParietal,215_FED_20160108a_3T1_PL2017,ROb, 86,0.530062
LH_midParietal,215_FED_20160108a_3T1_PL2017,REv, 86,-0.215875
LH_midParietal,326_FED_20150923a_3T2_PL2017,NOb, 86,-0.070635
LH_midParietal,326_FED_20150923a_3T2_PL2017,NEv, 86,-0.016416
LH_midParietal,326_FED_20150923a_3T2_PL2017,ROb, 86,0.088925
LH_midParietal,326_FED_20150923a_3T2_PL2017,REv, 86,-0.156484
LH_midParietal,327_FED_20150923b_3T2_PL2017,NOb, 86,1.044683
LH_midParietal,327_FED_20150923b_3T2_PL2017,NEv, 86,1.277238
LH_midParietal,327_FED_20150923b_3T2_PL2017,ROb, 86,1.548983
LH_midParietal,327_FED_20150923b_3T2_PL2017,REv, 86,1.770175
LH_antParietal,129_KAN_prod_08_PL2017,NOb, 201,-0.047754
LH_antParietal,129_KAN_prod_08_PL2017,NEv, 201,0.342384
LH_antParietal,129_KAN_prod_08_PL2017,ROb, 201,-0.053911
LH_antParietal,129_KAN_prod_08_PL2017,REv, 201,-0.264135
LH_antParietal,140_KAN_prod_01_PL2017,NOb, 201,-0.025759
LH_antParietal,140_KAN_prod_01_PL2017,NEv, 201,0.379214
LH_antParietal,140_KAN_prod_01_PL2017,ROb, 201,0.446063
LH_antParietal,140_KAN_prod_01_PL2017,REv, 201,0.622519
LH_antParietal,147_KAN_prod_04_PL2017,NOb, 201,0.376132
LH_antParietal,147_KAN_prod_04_PL2017,NEv, 201,0.458821
LH_antParietal,147_KAN_prod_04_PL2017,ROb, 201,0.610934
LH_antParietal,147_KAN_prod_04_PL2017,REv, 201,-0.308980
LH_antParietal,165_KAN_prod_07_PL2017,NOb, 201,0.861330
LH_antParietal,165_KAN_prod_07_PL2017,NEv, 201,0.737680
LH_antParietal,165_KAN_prod_07_PL2017,ROb, 201,0.396404
LH_antParietal,165_KAN_prod_07_PL2017,REv, 201,0.242844
LH_antParietal,072_KAN_prod_02_PL2017,NOb, 201,0.941564
LH_antParietal,072_KAN_prod_02_PL2017,NEv, 201,1.294727
LH_antParietal,072_KAN_prod_02_PL2017,ROb, 201,0.319458
LH_antParietal,072_KAN_prod_02_PL2017,REv, 201,-0.201075
LH_antParietal,127_KAN_prod_03_PL2017,NOb, 201,-0.645710
LH_antParietal,127_KAN_prod_03_PL2017,NEv, 201,-0.201539
LH_antParietal,127_KAN_prod_03_PL2017,ROb, 201,-0.099282
LH_antParietal,127_KAN_prod_03_PL2017,REv, 201,-0.321051
LH_antParietal,189_FED_20150916a_3T2_PL2017,NOb, 201,1.176672
LH_antParietal,189_FED_20150916a_3T2_PL2017,NEv, 201,1.264289
LH_antParietal,189_FED_20150916a_3T2_PL2017,ROb, 201,0.584934
LH_antParietal,189_FED_20150916a_3T2_PL2017,REv, 201,0.601715
LH_antParietal,214_FED_20151111b_3T1_PL2017,NOb, 201,0.486015
LH_antParietal,214_FED_20151111b_3T1_PL2017,NEv, 201,0.795565
LH_antParietal,214_FED_20151111b_3T1_PL2017,ROb, 201,0.429368
LH_antParietal,214_FED_20151111b_3T1_PL2017,REv, 201,0.231532
LH_antParietal,215_FED_20160108a_3T1_PL2017,NOb, 201,-0.944952
