cond1,cond2,expt_data,ROI,p_value_uncorrected,p_value_fdr_corrected,cohen_d
SProd,fixation,expt1_prod/expt1_prod,1,2.4377661021070433e-7,4.875532204214087e-7,4.0422153516804
SProd,fixation,expt1_prod/expt1_prod,2,1.525200134416188e-7,4.5756004032485637e-7,4.183255887389631
SProd,fixation,expt1_prod/expt1_prod,3,2.3483123733394886e-6,2.8179748480073863e-6,3.408636781859638
SProd,fixation,expt1_prod/expt1_prod,4,3.6527715586640195e-7,5.479157337996029e-7,3.92791427059012
SProd,fixation,expt1_prod/expt1_prod,5,7.839387311898271e-8,4.5756004032485637e-7,4.390606310265241
SProd,fixation,expt1_prod/expt1_prod,6,5.918913354249423e-4,5.918913354249423e-4,2.0578698497092716
SProd,fixation,expt2a_prod/expt2a_prod,1,0.002368098613587414,0.0035521479203811206,1.8348273912526905
SProd,fixation,expt2a_prod/expt2a_prod,2,5.027152683305003e-4,0.0010054305366610007,2.2125898081218285
SProd,fixation,expt2a_prod/expt2a_prod,3,1.3407877560028984e-4,8.04472653601739e-4,2.5452068425514325
SProd,fixation,expt2a_prod/expt2a_prod,4,0.01560349084568445,0.01872418901482134,1.3740520088965462
SProd,fixation,expt2a_prod/expt2a_prod,5,4.3104490961278977e-4,0.0010054305366610007,2.251201707675572
SProd,fixation,expt2a_prod/expt2a_prod,6,0.12765681078336247,0.12765681078336247,0.6299915819123513
SProd,fixation,expt3_prod/expt3_prod,1,0.009922728271031163,0.011907273925237395,1.6562419207094834
SProd,fixation,expt3_prod/expt3_prod,2,6.332085857619386e-4,0.0013320917256350938,2.448667460778991
SProd,fixation,expt3_prod/expt3_prod,3,7.378383490760548e-5,4.427030094456329e-4,3.1147829131916605
SProd,fixation,expt3_prod/expt3_prod,4,0.0020535542369836423,0.0030803313554754637,2.1053877360851234
SProd,fixation,expt3_prod/expt3_prod,5,6.660458628175469e-4,0.0013320917256350938,2.4336707451418604
SProd,fixation,expt3_prod/expt3_prod,6,0.024866105274454993,0.024866105274454993,1.392817751668362
SProd,N,expt1_prod/expt1_langloc,1,5.094071754366037e-5,6.112886105239245e-5,3.0693018593294497
SProd,N,expt1_prod/expt1_langloc,2,3.5173597574863896e-6,2.1104158544918337e-5,3.9387410850985067
SProd,N,expt1_prod/expt1_langloc,3,1.3590875085974714e-4,1.3590875085974714e-4,2.7766575519025665
SProd,N,expt1_prod/expt1_langloc,4,1.080684644303477e-5,2.161369288606954e-5,3.5592300374163854
SProd,N,expt1_prod/expt1_langloc,5,1.0749579884393098e-5,2.161369288606954e-5,3.560974198375459
SProd,N,expt1_prod/expt1_langloc,6,2.2792708827193147e-5,3.418906324078972e-5,3.318839899682425
SProd,N,expt2a_prod/expt2a_langloc,1,0.01115230954178661,0.032565852463252144,1.6394434602788324
SProd,N,expt2a_prod/expt2a_langloc,2,0.002410895831515086,0.014465374989090517,2.082123738922643
SProd,N,expt2a_prod/expt2a_langloc,3,0.016282926231626072,0.032565852463252144,1.5299347619405783
SProd,N,expt2a_prod/expt2a_langloc,4,0.056550646525613174,0.06786077583073581,1.1608536844898194
SProd,N,expt2a_prod/expt2a_langloc,5,0.04574349134343814,0.06786077583073581,1.2252761677975792
SProd,N,expt2a_prod/expt2a_langloc,6,0.1180737646628696,0.1180737646628696,0.9283807156853432
SProd,N,expt3_prod/expt3_langloc,1,0.0028734267912500105,0.0028734267912500105,2.2998535096660166
SProd,N,expt3_prod/expt3_langloc,2,0.0018613394455990091,0.0025180224305958805,2.4524094859927885
SProd,N,expt3_prod/expt3_langloc,3,1.9434441716574666e-4,0.00116606650299448,3.29958451989912
SProd,N,expt3_prod/expt3_langloc,4,0.0015435048211225849,0.0025180224305958805,2.519022241041765
SProd,N,expt3_prod/expt3_langloc,5,0.002098352025496567,0.0025180224305958805,2.410041311576925
SProd,N,expt3_prod/expt3_langloc,6,0.0012687423288150024,0.0025180224305958805,1.5750724322205805
SProd,VisEvSem,expt1_prod/expt1_prod,1,4.528769660911643e-8,2.717261796546986e-7,5.664844697493838
SProd,VisEvSem,expt1_prod/expt1_prod,2,1.313520167932672e-6,1.9702802518990078e-6,4.2915174440337465
SProd,VisEvSem,expt1_prod/expt1_prod,3,4.021833904639131e-6,4.826200685566957e-6,3.8922160025584245
SProd,VisEvSem,expt1_prod/expt1_prod,4,2.3029224142551384e-7,6.908767242765415e-7,4.966511640062368
SProd,VisEvSem,expt1_prod/expt1_prod,5,3.6177825339516286e-7,7.235565067903257e-7,4.7846302213570535
SProd,VisEvSem,expt1_prod/expt1_prod,6,0.006984636765040679,0.006984636765040679,1.6878340292295062
SProd,VisEvSem,expt2a_prod/expt2a_prod,1,0.008228951586748032,0.016457903173496064,1.1220990983997852
SProd,VisEvSem,expt2a_prod/expt2a_prod,2,0.007504085676800455,0.016457903173496064,1.7536680432108493
SProd,VisEvSem,expt2a_prod/expt2a_prod,3,0.00563258886711208,0.016457903173496064,1.1837844773230446
SProd,VisEvSem,expt2a_prod/expt2a_prod,4,0.029461226211288324,0.03535347145354599,0.903750819671882
SProd,VisEvSem,expt2a_prod/expt2a_prod,5,0.011114647354679553,0.01667197103201933,1.0722949673360835
SProd,VisEvSem,expt2a_prod/expt2a_prod,6,0.22778619271147482,0.22778619271147482,0.7021611372068617
