ROI,Subject,Weight
19,770_FED_20191120c_3T2_PL2017,0.000000
19,788_FED_20191120b_3T2_PL2017,1.000000
19,803_FED_20191120d_3T2_PL2017,0.000000
19,805_FED_20191204a_3T2_PL2017,1.000000
19,806_FED_20191204b_3T2_PL2017,0.000000
19,807_FED_20191204c_3T2_PL2017,0.000000
19,797_FED_20200205a_3T2_PL2017,0.000000
19,261_FED_20200205b_3T2_PL2017,1.000000
19,824_FED_20200130a_3T2_PL2017,1.000000
19,825_FED_20200130b_3T2_PL2017,1.000000
19,826_FED_20200130c_3T2_PL2017,0.000000
19,827_FED_20200130d_3T2_PL2017,0.000000
19,828_FED_20200205c_3T2_PL2017,0.000000
19,831_FED_20200213b_3T2_PL2017,0.000000
20,742_FED_20190320b_3T2_PL2017,0.000000
20,746_FED_20190328a_3T2_PL2017,0.000000
20,747_FED_20190328b_3T2_PL2017,0.000000
20,748_FED_20190328c_3T2_PL2017,1.000000
20,749_FED_20190404a_3T2_PL2017,0.000000
20,750_FED_20190404b_3T2_PL2017,0.000000
20,751_FED_20190404c_3T2_PL2017,0.000000
20,752_FED_20190404d_3T2_PL2017,0.000000
20,753_FED_20190405a_3T2_PL2017,1.000000
20,754_FED_20190405b_3T2_PL2017,0.000000
20,755_FED_20190411a_3T2_PL2017,0.000000
20,756_FED_20190411b_3T2_PL2017,0.000000
20,757_FED_20190411c_3T2_PL2017,0.000000
20,758_FED_20190411d_3T2_PL2017,0.000000
20,768_FED_20190517a_3T2_PL2017,0.000000
20,770_FED_20191120c_3T2_PL2017,1.000000
20,788_FED_20191120b_3T2_PL2017,0.000000
20,803_FED_20191120d_3T2_PL2017,0.000000
20,805_FED_20191204a_3T2_PL2017,0.000000
20,806_FED_20191204b_3T2_PL2017,0.000000
20,807_FED_20191204c_3T2_PL2017,0.000000
20,797_FED_20200205a_3T2_PL2017,0.000000
20,261_FED_20200205b_3T2_PL2017,1.000000
20,824_FED_20200130a_3T2_PL2017,0.000000
20,825_FED_20200130b_3T2_PL2017,0.000000
20,826_FED_20200130c_3T2_PL2017,0.000000
20,827_FED_20200130d_3T2_PL2017,0.000000
20,828_FED_20200205c_3T2_PL2017,0.000000
20,831_FED_20200213b_3T2_PL2017,0.000000
21,742_FED_20190320b_3T2_PL2017,1.000000
21,746_FED_20190328a_3T2_PL2017,0.000000
21,747_FED_20190328b_3T2_PL2017,0.000000
21,748_FED_20190328c_3T2_PL2017,0.000000
21,749_FED_20190404a_3T2_PL2017,0.000000
21,750_FED_20190404b_3T2_PL2017,0.000000
21,751_FED_20190404c_3T2_PL2017,1.000000
21,752_FED_20190404d_3T2_PL2017,0.000000
21,753_FED_20190405a_3T2_PL2017,1.000000
21,754_FED_20190405b_3T2_PL2017,0.000000
21,755_FED_20190411a_3T2_PL2017,0.000000
21,756_FED_20190411b_3T2_PL2017,0.000000
21,757_FED_20190411c_3T2_PL2017,0.000000
21,758_FED_20190411d_3T2_PL2017,0.000000
21,768_FED_20190517a_3T2_PL2017,0.000000
21,770_FED_20191120c_3T2_PL2017,0.000000
21,788_FED_20191120b_3T2_PL2017,0.000000
21,803_FED_20191120d_3T2_PL2017,0.000000
21,805_FED_20191204a_3T2_PL2017,0.000000
21,806_FED_20191204b_3T2_PL2017,0.000000
21,807_FED_20191204c_3T2_PL2017,0.000000
21,797_FED_20200205a_3T2_PL2017,0.000000
21,261_FED_20200205b_3T2_PL2017,0.000000
21,824_FED_20200130a_3T2_PL2017,0.000000
21,825_FED_20200130b_3T2_PL2017,0.000000
21,826_FED_20200130c_3T2_PL2017,0.000000
21,827_FED_20200130d_3T2_PL2017,0.000000
21,828_FED_20200205c_3T2_PL2017,1.000000
21,831_FED_20200213b_3T2_PL2017,0.000000
22,742_FED_20190320b_3T2_PL2017,0.000000
22,746_FED_20190328a_3T2_PL2017,0.000000
22,747_FED_20190328b_3T2_PL2017,0.000000
22,748_FED_20190328c_3T2_PL2017,1.000000
22,749_FED_20190404a_3T2_PL2017,1.000000
22,750_FED_20190404b_3T2_PL2017,0.000000
22,751_FED_20190404c_3T2_PL2017,0.000000
22,752_FED_20190404d_3T2_PL2017,0.000000
22,753_FED_20190405a_3T2_PL2017,0.000000
22,754_FED_20190405b_3T2_PL2017,0.000000
22,755_FED_20190411a_3T2_PL2017,0.000000
22,756_FED_20190411b_3T2_PL2017,0.000000
22,757_FED_20190411c_3T2_PL2017,0.000000
22,758_FED_20190411d_3T2_PL2017,0.000000
22,768_FED_20190517a_3T2_PL2017,0.000000
22,770_FED_20191120c_3T2_PL2017,0.000000
22,788_FED_20191120b_3T2_PL2017,0.000000
22,803_FED_20191120d_3T2_PL2017,0.000000
22,805_FED_20191204a_3T2_PL2017,0.000000
22,806_FED_20191204b_3T2_PL2017,0.000000
22,807_FED_20191204c_3T2_PL2017,0.000000
22,797_FED_20200205a_3T2_PL2017,0.000000
22,261_FED_20200205b_3T2_PL2017,0.000000
22,824_FED_20200130a_3T2_PL2017,1.000000
22,825_FED_20200130b_3T2_PL2017,0.000000
22,826_FED_20200130c_3T2_PL2017,0.000000
22,827_FED_20200130d_3T2_PL2017,1.000000
22,828_FED_20200205c_3T2_PL2017,0.000000
22,831_FED_20200213b_3T2_PL2017,0.000000
23,742_FED_20190320b_3T2_PL2017,1.000000
23,746_FED_20190328a_3T2_PL2017,1.000000
23,747_FED_20190328b_3T2_PL2017,0.000000
23,748_FED_20190328c_3T2_PL2017,1.000000
23,749_FED_20190404a_3T2_PL2017,0.000000
23,750_FED_20190404b_3T2_PL2017,1.000000
23,751_FED_20190404c_3T2_PL2017,1.000000
23,752_FED_20190404d_3T2_PL2017,0.000000
23,753_FED_20190405a_3T2_PL2017,0.000000
23,754_FED_20190405b_3T2_PL2017,0.000000
23,755_FED_20190411a_3T2_PL2017,0.000000
23,756_FED_20190411b_3T2_PL2017,0.000000
23,757_FED_20190411c_3T2_PL2017,1.000000
23,758_FED_20190411d_3T2_PL2017,1.000000
23,768_FED_20190517a_3T2_PL2017,1.000000
23,770_FED_20191120c_3T2_PL2017,0.000000
23,788_FED_20191120b_3T2_PL2017,0.000000
23,803_FED_20191120d_3T2_PL2017,1.000000
23,805_FED_20191204a_3T2_PL2017,0.000000
23,806_FED_20191204b_3T2_PL2017,0.000000
23,807_FED_20191204c_3T2_PL2017,0.000000
23,797_FED_20200205a_3T2_PL2017,0.000000
23,261_FED_20200205b_3T2_PL2017,0.000000
23,824_FED_20200130a_3T2_PL2017,0.000000
23,825_FED_20200130b_3T2_PL2017,0.000000
23,826_FED_20200130c_3T2_PL2017,0.000000
23,827_FED_20200130d_3T2_PL2017,0.000000
23,828_FED_20200205c_3T2_PL2017,0.000000
23,831_FED_20200213b_3T2_PL2017,0.000000
24,742_FED_20190320b_3T2_PL2017,0.000000
24,746_FED_20190328a_3T2_PL2017,0.000000
24,747_FED_20190328b_3T2_PL2017,0.000000
24,748_FED_20190328c_3T2_PL2017,0.000000
24,749_FED_20190404a_3T2_PL2017,0.000000
24,750_FED_20190404b_3T2_PL2017,1.000000
24,751_FED_20190404c_3T2_PL2017,1.000000
24,752_FED_20190404d_3T2_PL2017,0.000000
24,753_FED_20190405a_3T2_PL2017,0.000000
24,754_FED_20190405b_3T2_PL2017,1.000000
24,755_FED_20190411a_3T2_PL2017,0.000000
24,756_FED_20190411b_3T2_PL2017,0.000000
24,757_FED_20190411c_3T2_PL2017,0.000000
24,758_FED_20190411d_3T2_PL2017,0.000000
24,768_FED_20190517a_3T2_PL2017,0.000000
24,770_FED_20191120c_3T2_PL2017,0.000000
24,788_FED_20191120b_3T2_PL2017,0.000000
24,803_FED_20191120d_3T2_PL2017,0.000000
24,805_FED_20191204a_3T2_PL2017,0.000000
24,806_FED_20191204b_3T2_PL2017,0.000000
24,807_FED_20191204c_3T2_PL2017,1.000000
24,797_FED_20200205a_3T2_PL2017,0.000000
24,261_FED_20200205b_3T2_PL2017,0.000000
24,824_FED_20200130a_3T2_PL2017,1.000000
24,825_FED_20200130b_3T2_PL2017,0.000000
24,826_FED_20200130c_3T2_PL2017,1.000000
24,827_FED_20200130d_3T2_PL2017,0.000000
24,828_FED_20200205c_3T2_PL2017,0.000000
24,831_FED_20200213b_3T2_PL2017,0.000000
25,742_FED_20190320b_3T2_PL2017,0.000000
25,746_FED_20190328a_3T2_PL2017,0.000000
25,747_FED_20190328b_3T2_PL2017,0.000000
25,748_FED_20190328c_3T2_PL2017,1.000000
25,749_FED_20190404a_3T2_PL2017,0.000000
25,750_FED_20190404b_3T2_PL2017,0.000000
25,751_FED_20190404c_3T2_PL2017,0.000000
25,752_FED_20190404d_3T2_PL2017,0.000000
25,753_FED_20190405a_3T2_PL2017,0.000000
25,754_FED_20190405b_3T2_PL2017,0.000000
25,755_FED_20190411a_3T2_PL2017,0.000000
25,756_FED_20190411b_3T2_PL2017,0.000000
25,757_FED_20190411c_3T2_PL2017,0.000000
25,758_FED_20190411d_3T2_PL2017,0.000000
25,768_FED_20190517a_3T2_PL2017,0.000000
25,770_FED_20191120c_3T2_PL2017,1.000000
25,788_FED_20191120b_3T2_PL2017,0.000000
25,803_FED_20191120d_3T2_PL2017,1.000000
25,805_FED_20191204a_3T2_PL2017,0.000000
25,806_FED_20191204b_3T2_PL2017,0.000000
25,807_FED_20191204c_3T2_PL2017,1.000000
25,797_FED_20200205a_3T2_PL2017,0.000000
25,261_FED_20200205b_3T2_PL2017,1.000000
25,824_FED_20200130a_3T2_PL2017,0.000000
25,825_FED_20200130b_3T2_PL2017,0.000000
25,826_FED_20200130c_3T2_PL2017,0.000000
25,827_FED_20200130d_3T2_PL2017,0.000000
25,828_FED_20200205c_3T2_PL2017,0.000000
25,831_FED_20200213b_3T2_PL2017,1.000000
26,742_FED_20190320b_3T2_PL2017,0.000000
26,746_FED_20190328a_3T2_PL2017,1.000000
26,747_FED_20190328b_3T2_PL2017,0.000000
26,748_FED_20190328c_3T2_PL2017,0.000000
26,749_FED_20190404a_3T2_PL2017,0.000000
26,750_FED_20190404b_3T2_PL2017,0.000000
26,751_FED_20190404c_3T2_PL2017,1.000000
26,752_FED_20190404d_3T2_PL2017,0.000000
26,753_FED_20190405a_3T2_PL2017,0.000000
26,754_FED_20190405b_3T2_PL2017,0.000000
26,755_FED_20190411a_3T2_PL2017,0.000000
26,756_FED_20190411b_3T2_PL2017,0.000000
26,757_FED_20190411c_3T2_PL2017,1.000000
26,758_FED_20190411d_3T2_PL2017,0.000000
26,768_FED_20190517a_3T2_PL2017,0.000000
26,770_FED_20191120c_3T2_PL2017,0.000000
26,788_FED_20191120b_3T2_PL2017,0.000000
26,803_FED_20191120d_3T2_PL2017,0.000000
26,805_FED_20191204a_3T2_PL2017,0.000000
26,806_FED_20191204b_3T2_PL2017,1.000000
26,807_FED_20191204c_3T2_PL2017,0.000000
26,797_FED_20200205a_3T2_PL2017,0.000000
26,261_FED_20200205b_3T2_PL2017,0.000000
26,824_FED_20200130a_3T2_PL2017,0.000000
26,825_FED_20200130b_3T2_PL2017,0.000000
26,826_FED_20200130c_3T2_PL2017,0.000000
26,827_FED_20200130d_3T2_PL2017,0.000000
26,828_FED_20200205c_3T2_PL2017,0.000000
26,831_FED_20200213b_3T2_PL2017,1.000000
27,742_FED_20190320b_3T2_PL2017,1.000000
27,746_FED_20190328a_3T2_PL2017,0.000000
27,747_FED_20190328b_3T2_PL2017,0.000000
27,748_FED_20190328c_3T2_PL2017,0.000000
27,749_FED_20190404a_3T2_PL2017,0.000000
27,750_FED_20190404b_3T2_PL2017,0.000000
27,751_FED_20190404c_3T2_PL2017,0.000000
27,752_FED_20190404d_3T2_PL2017,0.000000
27,753_FED_20190405a_3T2_PL2017,1.000000
27,754_FED_20190405b_3T2_PL2017,0.000000
27,755_FED_20190411a_3T2_PL2017,0.000000
27,756_FED_20190411b_3T2_PL2017,0.000000
27,757_FED_20190411c_3T2_PL2017,0.000000
27,758_FED_20190411d_3T2_PL2017,0.000000
27,768_FED_20190517a_3T2_PL2017,0.000000
27,770_FED_20191120c_3T2_PL2017,0.000000
27,788_FED_20191120b_3T2_PL2017,1.000000
27,803_FED_20191120d_3T2_PL2017,0.000000
27,805_FED_20191204a_3T2_PL2017,0.000000
27,806_FED_20191204b_3T2_PL2017,0.000000
27,807_FED_20191204c_3T2_PL2017,0.000000
27,797_FED_20200205a_3T2_PL2017,0.000000
27,261_FED_20200205b_3T2_PL2017,0.000000
27,824_FED_20200130a_3T2_PL2017,0.000000
27,825_FED_20200130b_3T2_PL2017,0.000000
27,826_FED_20200130c_3T2_PL2017,0.000000
27,827_FED_20200130d_3T2_PL2017,0.000000
27,828_FED_20200205c_3T2_PL2017,1.000000
27,831_FED_20200213b_3T2_PL2017,0.000000
28,742_FED_20190320b_3T2_PL2017,0.000000
28,746_FED_20190328a_3T2_PL2017,1.000000
28,747_FED_20190328b_3T2_PL2017,0.000000
28,748_FED_20190328c_3T2_PL2017,0.000000
28,749_FED_20190404a_3T2_PL2017,0.000000
28,750_FED_20190404b_3T2_PL2017,0.000000
28,751_FED_20190404c_3T2_PL2017,0.000000
28,752_FED_20190404d_3T2_PL2017,0.000000
28,753_FED_20190405a_3T2_PL2017,0.000000
28,754_FED_20190405b_3T2_PL2017,0.000000
28,755_FED_20190411a_3T2_PL2017,0.000000
28,756_FED_20190411b_3T2_PL2017,1.000000
28,757_FED_20190411c_3T2_PL2017,0.000000
28,758_FED_20190411d_3T2_PL2017,0.000000
28,768_FED_20190517a_3T2_PL2017,1.000000
28,770_FED_20191120c_3T2_PL2017,0.000000
28,788_FED_20191120b_3T2_PL2017,0.000000
28,803_FED_20191120d_3T2_PL2017,0.000000
28,805_FED_20191204a_3T2_PL2017,0.000000
28,806_FED_20191204b_3T2_PL2017,0.000000
28,807_FED_20191204c_3T2_PL2017,0.000000
28,797_FED_20200205a_3T2_PL2017,0.000000
28,261_FED_20200205b_3T2_PL2017,0.000000
28,824_FED_20200130a_3T2_PL2017,0.000000
28,825_FED_20200130b_3T2_PL2017,0.000000
28,826_FED_20200130c_3T2_PL2017,1.000000
28,827_FED_20200130d_3T2_PL2017,0.000000
28,828_FED_20200205c_3T2_PL2017,1.000000
28,831_FED_20200213b_3T2_PL2017,1.000000
29,742_FED_20190320b_3T2_PL2017,0.000000
29,746_FED_20190328a_3T2_PL2017,1.000000
29,747_FED_20190328b_3T2_PL2017,0.000000
29,748_FED_20190328c_3T2_PL2017,1.000000
29,749_FED_20190404a_3T2_PL2017,1.000000
29,750_FED_20190404b_3T2_PL2017,0.000000
29,751_FED_20190404c_3T2_PL2017,0.000000
29,752_FED_20190404d_3T2_PL2017,0.000000
29,753_FED_20190405a_3T2_PL2017,0.000000
29,754_FED_20190405b_3T2_PL2017,0.000000
29,755_FED_20190411a_3T2_PL2017,1.000000
29,756_FED_20190411b_3T2_PL2017,0.000000
29,757_FED_20190411c_3T2_PL2017,1.000000
29,758_FED_20190411d_3T2_PL2017,0.000000
29,768_FED_20190517a_3T2_PL2017,0.000000
29,770_FED_20191120c_3T2_PL2017,0.000000
29,788_FED_20191120b_3T2_PL2017,0.000000
29,803_FED_20191120d_3T2_PL2017,0.000000
29,805_FED_20191204a_3T2_PL2017,0.000000
29,806_FED_20191204b_3T2_PL2017,0.000000
29,807_FED_20191204c_3T2_PL2017,0.000000
29,797_FED_20200205a_3T2_PL2017,0.000000
29,261_FED_20200205b_3T2_PL2017,0.000000
29,824_FED_20200130a_3T2_PL2017,0.000000
29,825_FED_20200130b_3T2_PL2017,0.000000
29,826_FED_20200130c_3T2_PL2017,1.000000
29,827_FED_20200130d_3T2_PL2017,1.000000
29,828_FED_20200205c_3T2_PL2017,0.000000
29,831_FED_20200213b_3T2_PL2017,0.000000
30,742_FED_20190320b_3T2_PL2017,0.000000
30,746_FED_20190328a_3T2_PL2017,0.000000
30,747_FED_20190328b_3T2_PL2017,0.000000
30,748_FED_20190328c_3T2_PL2017,0.000000
30,749_FED_20190404a_3T2_PL2017,0.000000
30,750_FED_20190404b_3T2_PL2017,0.000000
30,751_FED_20190404c_3T2_PL2017,0.000000
30,752_FED_20190404d_3T2_PL2017,0.000000
30,753_FED_20190405a_3T2_PL2017,0.000000
30,754_FED_20190405b_3T2_PL2017,0.000000
30,755_FED_20190411a_3T2_PL2017,0.000000
30,756_FED_20190411b_3T2_PL2017,0.000000
30,757_FED_20190411c_3T2_PL2017,0.000000
30,758_FED_20190411d_3T2_PL2017,0.000000
30,768_FED_20190517a_3T2_PL2017,1.000000
30,770_FED_20191120c_3T2_PL2017,0.000000
30,788_FED_20191120b_3T2_PL2017,0.000000
30,803_FED_20191120d_3T2_PL2017,0.000000
30,805_FED_20191204a_3T2_PL2017,0.000000
30,806_FED_20191204b_3T2_PL2017,0.000000
30,807_FED_20191204c_3T2_PL2017,0.000000
30,797_FED_20200205a_3T2_PL2017,1.000000
30,261_FED_20200205b_3T2_PL2017,1.000000
30,824_FED_20200130a_3T2_PL2017,0.000000
30,825_FED_20200130b_3T2_PL2017,0.000000
30,826_FED_20200130c_3T2_PL2017,0.000000
30,827_FED_20200130d_3T2_PL2017,1.000000
30,828_FED_20200205c_3T2_PL2017,0.000000
30,831_FED_20200213b_3T2_PL2017,1.000000
31,742_FED_20190320b_3T2_PL2017,0.000000
31,746_FED_20190328a_3T2_PL2017,0.000000
31,747_FED_20190328b_3T2_PL2017,0.000000
31,748_FED_20190328c_3T2_PL2017,1.000000
31,749_FED_20190404a_3T2_PL2017,0.000000
31,750_FED_20190404b_3T2_PL2017,0.000000
31,751_FED_20190404c_3T2_PL2017,0.000000
31,752_FED_20190404d_3T2_PL2017,0.000000
31,753_FED_20190405a_3T2_PL2017,0.000000
31,754_FED_20190405b_3T2_PL2017,0.000000
31,755_FED_20190411a_3T2_PL2017,0.000000
31,756_FED_20190411b_3T2_PL2017,1.000000
31,757_FED_20190411c_3T2_PL2017,1.000000
31,758_FED_20190411d_3T2_PL2017,0.000000
31,768_FED_20190517a_3T2_PL2017,1.000000
31,770_FED_20191120c_3T2_PL2017,0.000000
31,788_FED_20191120b_3T2_PL2017,0.000000
31,803_FED_20191120d_3T2_PL2017,0.000000
31,805_FED_20191204a_3T2_PL2017,0.000000
31,806_FED_20191204b_3T2_PL2017,0.000000
31,807_FED_20191204c_3T2_PL2017,0.000000
31,797_FED_20200205a_3T2_PL2017,0.000000
31,261_FED_20200205b_3T2_PL2017,0.000000
31,824_FED_20200130a_3T2_PL2017,1.000000
31,825_FED_20200130b_3T2_PL2017,0.000000
31,826_FED_20200130c_3T2_PL2017,0.000000
31,827_FED_20200130d_3T2_PL2017,1.000000
31,828_FED_20200205c_3T2_PL2017,0.000000
31,831_FED_20200213b_3T2_PL2017,1.000000
32,742_FED_20190320b_3T2_PL2017,0.000000
32,746_FED_20190328a_3T2_PL2017,0.000000
32,747_FED_20190328b_3T2_PL2017,0.000000
32,748_FED_20190328c_3T2_PL2017,0.000000
32,749_FED_20190404a_3T2_PL2017,0.000000
32,750_FED_20190404b_3T2_PL2017,0.000000
32,751_FED_20190404c_3T2_PL2017,0.000000
32,752_FED_20190404d_3T2_PL2017,0.000000
32,753_FED_20190405a_3T2_PL2017,1.000000
32,754_FED_20190405b_3T2_PL2017,0.000000
32,755_FED_20190411a_3T2_PL2017,0.000000
32,756_FED_20190411b_3T2_PL2017,0.000000
32,757_FED_20190411c_3T2_PL2017,1.000000
32,758_FED_20190411d_3T2_PL2017,0.000000
32,768_FED_20190517a_3T2_PL2017,0.000000
32,770_FED_20191120c_3T2_PL2017,0.000000
32,788_FED_20191120b_3T2_PL2017,0.000000
32,803_FED_20191120d_3T2_PL2017,0.000000
32,805_FED_20191204a_3T2_PL2017,0.000000
32,806_FED_20191204b_3T2_PL2017,0.000000
32,807_FED_20191204c_3T2_PL2017,0.000000
32,797_FED_20200205a_3T2_PL2017,0.000000
32,261_FED_20200205b_3T2_PL2017,0.000000
32,824_FED_20200130a_3T2_PL2017,1.000000
32,825_FED_20200130b_3T2_PL2017,0.000000
32,826_FED_20200130c_3T2_PL2017,0.000000
32,827_FED_20200130d_3T2_PL2017,0.000000
32,828_FED_20200205c_3T2_PL2017,1.000000
32,831_FED_20200213b_3T2_PL2017,0.000000
33,742_FED_20190320b_3T2_PL2017,0.000000
33,746_FED_20190328a_3T2_PL2017,0.000000
33,747_FED_20190328b_3T2_PL2017,0.000000
33,748_FED_20190328c_3T2_PL2017,0.000000
33,749_FED_20190404a_3T2_PL2017,0.000000
33,750_FED_20190404b_3T2_PL2017,0.000000
33,751_FED_20190404c_3T2_PL2017,0.000000
33,752_FED_20190404d_3T2_PL2017,0.000000
33,753_FED_20190405a_3T2_PL2017,1.000000
33,754_FED_20190405b_3T2_PL2017,0.000000
33,755_FED_20190411a_3T2_PL2017,0.000000
33,756_FED_20190411b_3T2_PL2017,0.000000
33,757_FED_20190411c_3T2_PL2017,0.000000
33,758_FED_20190411d_3T2_PL2017,0.000000
33,768_FED_20190517a_3T2_PL2017,0.000000
33,770_FED_20191120c_3T2_PL2017,0.000000
33,788_FED_20191120b_3T2_PL2017,0.000000
33,803_FED_20191120d_3T2_PL2017,1.000000
33,805_FED_20191204a_3T2_PL2017,0.000000
33,806_FED_20191204b_3T2_PL2017,0.000000
33,807_FED_20191204c_3T2_PL2017,0.000000
33,797_FED_20200205a_3T2_PL2017,0.000000
33,261_FED_20200205b_3T2_PL2017,0.000000
33,824_FED_20200130a_3T2_PL2017,0.000000
33,825_FED_20200130b_3T2_PL2017,0.000000
33,826_FED_20200130c_3T2_PL2017,0.000000
33,827_FED_20200130d_3T2_PL2017,0.000000
33,828_FED_20200205c_3T2_PL2017,1.000000
33,831_FED_20200213b_3T2_PL2017,0.000000
34,742_FED_20190320b_3T2_PL2017,0.000000
34,746_FED_20190328a_3T2_PL2017,0.000000
34,747_FED_20190328b_3T2_PL2017,0.000000
34,748_FED_20190328c_3T2_PL2017,0.000000
34,749_FED_20190404a_3T2_PL2017,0.000000
34,750_FED_20190404b_3T2_PL2017,0.000000
34,751_FED_20190404c_3T2_PL2017,0.000000
34,752_FED_20190404d_3T2_PL2017,0.000000
34,753_FED_20190405a_3T2_PL2017,1.000000
34,754_FED_20190405b_3T2_PL2017,0.000000
34,755_FED_20190411a_3T2_PL2017,0.000000
34,756_FED_20190411b_3T2_PL2017,0.000000
34,757_FED_20190411c_3T2_PL2017,0.000000
34,758_FED_20190411d_3T2_PL2017,0.000000
34,768_FED_20190517a_3T2_PL2017,0.000000
34,770_FED_20191120c_3T2_PL2017,0.000000
34,788_FED_20191120b_3T2_PL2017,0.000000
34,803_FED_20191120d_3T2_PL2017,0.000000
34,805_FED_20191204a_3T2_PL2017,0.000000
34,806_FED_20191204b_3T2_PL2017,0.000000
34,807_FED_20191204c_3T2_PL2017,0.000000
34,797_FED_20200205a_3T2_PL2017,0.000000
34,261_FED_20200205b_3T2_PL2017,0.000000
34,824_FED_20200130a_3T2_PL2017,0.000000
34,825_FED_20200130b_3T2_PL2017,0.000000
34,826_FED_20200130c_3T2_PL2017,0.000000
34,827_FED_20200130d_3T2_PL2017,0.000000
34,828_FED_20200205c_3T2_PL2017,1.000000
34,831_FED_20200213b_3T2_PL2017,0.000000
35,742_FED_20190320b_3T2_PL2017,0.000000
35,746_FED_20190328a_3T2_PL2017,0.000000
35,747_FED_20190328b_3T2_PL2017,0.000000
35,748_FED_20190328c_3T2_PL2017,0.000000
35,749_FED_20190404a_3T2_PL2017,1.000000
35,750_FED_20190404b_3T2_PL2017,1.000000
35,751_FED_20190404c_3T2_PL2017,0.000000
35,752_FED_20190404d_3T2_PL2017,0.000000
35,753_FED_20190405a_3T2_PL2017,0.000000
35,754_FED_20190405b_3T2_PL2017,0.000000
35,755_FED_20190411a_3T2_PL2017,1.000000
35,756_FED_20190411b_3T2_PL2017,0.000000
35,757_FED_20190411c_3T2_PL2017,0.000000
35,758_FED_20190411d_3T2_PL2017,0.000000
35,768_FED_20190517a_3T2_PL2017,0.000000
35,770_FED_20191120c_3T2_PL2017,0.000000
35,788_FED_20191120b_3T2_PL2017,0.000000
35,803_FED_20191120d_3T2_PL2017,0.000000
35,805_FED_20191204a_3T2_PL2017,0.000000
35,806_FED_20191204b_3T2_PL2017,1.000000
35,807_FED_20191204c_3T2_PL2017,0.000000
35,797_FED_20200205a_3T2_PL2017,0.000000
35,261_FED_20200205b_3T2_PL2017,1.000000
35,824_FED_20200130a_3T2_PL2017,0.000000
35,825_FED_20200130b_3T2_PL2017,0.000000
35,826_FED_20200130c_3T2_PL2017,0.000000
35,827_FED_20200130d_3T2_PL2017,0.000000
35,828_FED_20200205c_3T2_PL2017,0.000000
35,831_FED_20200213b_3T2_PL2017,0.000000
36,742_FED_20190320b_3T2_PL2017,0.000000
36,746_FED_20190328a_3T2_PL2017,0.000000
36,747_FED_20190328b_3T2_PL2017,0.000000
36,748_FED_20190328c_3T2_PL2017,0.000000
36,749_FED_20190404a_3T2_PL2017,0.000000
36,750_FED_20190404b_3T2_PL2017,0.000000
36,751_FED_20190404c_3T2_PL2017,0.000000
36,752_FED_20190404d_3T2_PL2017,0.000000
36,753_FED_20190405a_3T2_PL2017,1.000000
36,754_FED_20190405b_3T2_PL2017,0.000000
36,755_FED_20190411a_3T2_PL2017,0.000000
36,756_FED_20190411b_3T2_PL2017,0.000000
36,757_FED_20190411c_3T2_PL2017,0.000000
36,758_FED_20190411d_3T2_PL2017,0.000000
36,768_FED_20190517a_3T2_PL2017,0.000000
36,770_FED_20191120c_3T2_PL2017,0.000000
36,788_FED_20191120b_3T2_PL2017,0.000000
36,803_FED_20191120d_3T2_PL2017,1.000000
36,805_FED_20191204a_3T2_PL2017,0.000000
36,806_FED_20191204b_3T2_PL2017,0.000000
36,807_FED_20191204c_3T2_PL2017,0.000000
36,797_FED_20200205a_3T2_PL2017,0.000000
36,261_FED_20200205b_3T2_PL2017,1.000000
36,824_FED_20200130a_3T2_PL2017,1.000000
36,825_FED_20200130b_3T2_PL2017,0.000000
36,826_FED_20200130c_3T2_PL2017,0.000000
36,827_FED_20200130d_3T2_PL2017,0.000000
36,828_FED_20200205c_3T2_PL2017,1.000000
36,831_FED_20200213b_3T2_PL2017,0.000000
37,742_FED_20190320b_3T2_PL2017,1.000000
37,746_FED_20190328a_3T2_PL2017,0.000000
37,747_FED_20190328b_3T2_PL2017,0.000000
37,748_FED_20190328c_3T2_PL2017,1.000000
37,749_FED_20190404a_3T2_PL2017,0.000000
37,750_FED_20190404b_3T2_PL2017,0.000000
37,751_FED_20190404c_3T2_PL2017,0.000000
37,752_FED_20190404d_3T2_PL2017,0.000000
37,753_FED_20190405a_3T2_PL2017,1.000000
37,754_FED_20190405b_3T2_PL2017,0.000000
37,755_FED_20190411a_3T2_PL2017,0.000000
37,756_FED_20190411b_3T2_PL2017,0.000000
37,757_FED_20190411c_3T2_PL2017,0.000000
37,758_FED_20190411d_3T2_PL2017,0.000000
37,768_FED_20190517a_3T2_PL2017,0.000000
37,770_FED_20191120c_3T2_PL2017,0.000000
37,788_FED_20191120b_3T2_PL2017,0.000000
37,803_FED_20191120d_3T2_PL2017,0.000000
37,805_FED_20191204a_3T2_PL2017,0.000000
37,806_FED_20191204b_3T2_PL2017,0.000000
37,807_FED_20191204c_3T2_PL2017,0.000000
37,797_FED_20200205a_3T2_PL2017,0.000000
37,261_FED_20200205b_3T2_PL2017,1.000000
37,824_FED_20200130a_3T2_PL2017,0.000000
37,825_FED_20200130b_3T2_PL2017,1.000000
37,826_FED_20200130c_3T2_PL2017,0.000000
37,827_FED_20200130d_3T2_PL2017,0.000000
37,828_FED_20200205c_3T2_PL2017,0.000000
37,831_FED_20200213b_3T2_PL2017,0.000000
38,742_FED_20190320b_3T2_PL2017,0.000000
38,746_FED_20190328a_3T2_PL2017,1.000000
