ROI,Effect,MeanEffect,StdEffect,StderrEffect,Expt,Network,Localizer_contrast,CriticalTask,ROI_name,Speak_and_type,Hemisphere
6,NProd,1.747148,1.552477,0.414917,E1,MD,H>E,ProdLoc_spoken,Precentral_B_IFGop,1,LH
6,VisEvSem,1.425246,0.864937,0.231164,E1,MD,H>E,ProdLoc_spoken,Precentral_B_IFGop,1,LH
7,SProd,1.507131,1.647764,0.440383,E1,MD,H>E,ProdLoc_spoken,midFrontal,1,LH
7,WProd,2.069065,1.749728,0.467634,E1,MD,H>E,ProdLoc_spoken,midFrontal,1,LH
7,SComp,0.543119,0.910863,0.243438,E1,MD,H>E,ProdLoc_spoken,midFrontal,1,LH
7,WComp,0.584921,0.894653,0.239106,E1,MD,H>E,ProdLoc_spoken,midFrontal,1,LH
7,NProd,1.420127,1.503755,0.401895,E1,MD,H>E,ProdLoc_spoken,midFrontal,1,LH
7,VisEvSem,1.085837,0.826999,0.221025,E1,MD,H>E,ProdLoc_spoken,midFrontal,1,LH
8,SProd,0.579101,1.597861,0.427046,E1,MD,H>E,ProdLoc_spoken,midFrontalOrb,1,LH
8,WProd,1.186475,1.528921,0.408621,E1,MD,H>E,ProdLoc_spoken,midFrontalOrb,1,LH
8,SComp,-0.153765,0.942229,0.251821,E1,MD,H>E,ProdLoc_spoken,midFrontalOrb,1,LH
8,WComp,0.085862,0.811824,0.216969,E1,MD,H>E,ProdLoc_spoken,midFrontalOrb,1,LH
8,NProd,0.500501,1.66096,0.44391,E1,MD,H>E,ProdLoc_spoken,midFrontalOrb,1,LH
8,VisEvSem,0.502222,0.986136,0.263556,E1,MD,H>E,ProdLoc_spoken,midFrontalOrb,1,LH
9,SProd,1.23527,1.05726,0.282565,E1,MD,H>E,ProdLoc_spoken,insula,1,LH
9,WProd,1.487257,1.130489,0.302136,E1,MD,H>E,ProdLoc_spoken,insula,1,LH
9,SComp,0.20888,0.503367,0.13453,E1,MD,H>E,ProdLoc_spoken,insula,1,LH
9,WComp,0.249192,0.280497,0.074966,E1,MD,H>E,ProdLoc_spoken,insula,1,LH
9,NProd,0.992416,0.720844,0.192654,E1,MD,H>E,ProdLoc_spoken,insula,1,LH
9,VisEvSem,0.693111,0.529457,0.141503,E1,MD,H>E,ProdLoc_spoken,insula,1,LH
10,SProd,1.645016,1.718848,0.459381,E1,MD,H>E,ProdLoc_spoken,medialFrontal,1,LH
10,WProd,1.887531,1.814153,0.484853,E1,MD,H>E,ProdLoc_spoken,medialFrontal,1,LH
10,SComp,0.270063,0.63983,0.171002,E1,MD,H>E,ProdLoc_spoken,medialFrontal,1,LH
10,WComp,0.335902,0.529387,0.141485,E1,MD,H>E,ProdLoc_spoken,medialFrontal,1,LH
10,NProd,1.248918,1.114315,0.297813,E1,MD,H>E,ProdLoc_spoken,medialFrontal,1,LH
10,VisEvSem,0.945086,0.626584,0.167462,E1,MD,H>E,ProdLoc_spoken,medialFrontal,1,LH
11,SProd,1.003856,0.836354,0.223525,E1,MD,H>E,ProdLoc_spoken,PostParietal,1,RH
11,WProd,1.788161,1.525196,0.407626,E1,MD,H>E,ProdLoc_spoken,PostParietal,1,RH
11,SComp,0.391416,0.385324,0.102982,E1,MD,H>E,ProdLoc_spoken,PostParietal,1,RH
11,WComp,0.430352,0.453671,0.121249,E1,MD,H>E,ProdLoc_spoken,PostParietal,1,RH
11,NProd,0.813349,0.868844,0.232208,E1,MD,H>E,ProdLoc_spoken,PostParietal,1,RH
11,VisEvSem,0.902465,0.487789,0.130367,E1,MD,H>E,ProdLoc_spoken,PostParietal,1,RH
12,SProd,0.301976,0.701889,0.187588,E1,MD,H>E,ProdLoc_spoken,midParietal,1,RH
12,WProd,0.967577,0.993564,0.265541,E1,MD,H>E,ProdLoc_spoken,midParietal,1,RH
12,SComp,0.385777,0.49603,0.13257,E1,MD,H>E,ProdLoc_spoken,midParietal,1,RH
12,WComp,0.492658,0.618015,0.165172,E1,MD,H>E,ProdLoc_spoken,midParietal,1,RH
12,NProd,0.834179,1.164022,0.311098,E1,MD,H>E,ProdLoc_spoken,midParietal,1,RH
12,VisEvSem,0.660218,0.902514,0.241207,E1,MD,H>E,ProdLoc_spoken,midParietal,1,RH
13,SProd,0.050319,0.49583,0.132516,E1,MD,H>E,ProdLoc_spoken,antParietal,1,RH
13,WProd,0.452648,0.735573,0.19659,E1,MD,H>E,ProdLoc_spoken,antParietal,1,RH
13,SComp,0.068633,0.430143,0.11496,E1,MD,H>E,ProdLoc_spoken,antParietal,1,RH
13,WComp,0.237467,0.396427,0.10595,E1,MD,H>E,ProdLoc_spoken,antParietal,1,RH
13,NProd,0.569319,0.787988,0.210599,E1,MD,H>E,ProdLoc_spoken,antParietal,1,RH
13,VisEvSem,0.359718,0.531618,0.142081,E1,MD,H>E,ProdLoc_spoken,antParietal,1,RH
14,SProd,0.47533,0.79493,0.212454,E1,MD,H>E,ProdLoc_spoken,supFrontal,1,RH
14,WProd,1.315006,1.454096,0.388624,E1,MD,H>E,ProdLoc_spoken,supFrontal,1,RH
14,SComp,0.249361,0.555006,0.148332,E1,MD,H>E,ProdLoc_spoken,supFrontal,1,RH
14,WComp,0.4412,0.643193,0.1719,E1,MD,H>E,ProdLoc_spoken,supFrontal,1,RH
14,NProd,0.942029,1.48961,0.398115,E1,MD,H>E,ProdLoc_spoken,supFrontal,1,RH
14,VisEvSem,0.637994,0.771015,0.206062,E1,MD,H>E,ProdLoc_spoken,supFrontal,1,RH
15,SProd,0.901594,1.201321,0.321067,E1,MD,H>E,ProdLoc_spoken,Precentral_A_PrecG,1,RH
15,WProd,1.567919,1.855945,0.496022,E1,MD,H>E,ProdLoc_spoken,Precentral_A_PrecG,1,RH
15,SComp,0.553186,0.941364,0.25159,E1,MD,H>E,ProdLoc_spoken,Precentral_A_PrecG,1,RH
15,WComp,0.710637,0.986399,0.263626,E1,MD,H>E,ProdLoc_spoken,Precentral_A_PrecG,1,RH
15,NProd,1.254116,1.799051,0.480816,E1,MD,H>E,ProdLoc_spoken,Precentral_A_PrecG,1,RH
15,VisEvSem,1.298132,1.228498,0.32833,E1,MD,H>E,ProdLoc_spoken,Precentral_A_PrecG,1,RH
16,SProd,1.289325,1.400644,0.374338,E1,MD,H>E,ProdLoc_spoken,Precentral_B_IFGop,1,RH
16,WProd,1.767887,1.598362,0.42718,E1,MD,H>E,ProdLoc_spoken,Precentral_B_IFGop,1,RH
16,SComp,0.587938,0.813652,0.217458,E1,MD,H>E,ProdLoc_spoken,Precentral_B_IFGop,1,RH
16,WComp,0.664599,1.004333,0.268419,E1,MD,H>E,ProdLoc_spoken,Precentral_B_IFGop,1,RH
16,NProd,1.458845,1.748566,0.467324,E1,MD,H>E,ProdLoc_spoken,Precentral_B_IFGop,1,RH
16,VisEvSem,1.474268,1.239733,0.331333,E1,MD,H>E,ProdLoc_spoken,Precentral_B_IFGop,1,RH
17,SProd,0.397765,0.894581,0.239087,E1,MD,H>E,ProdLoc_spoken,midFrontal,1,RH
17,WProd,1.134295,1.237982,0.330864,E1,MD,H>E,ProdLoc_spoken,midFrontal,1,RH
17,SComp,0.163526,0.820462,0.219278,E1,MD,H>E,ProdLoc_spoken,midFrontal,1,RH
17,WComp,0.207497,0.63554,0.169855,E1,MD,H>E,ProdLoc_spoken,midFrontal,1,RH
17,NProd,0.906697,1.257776,0.336155,E1,MD,H>E,ProdLoc_spoken,midFrontal,1,RH
17,VisEvSem,0.565998,0.819434,0.219003,E1,MD,H>E,ProdLoc_spoken,midFrontal,1,RH
18,SProd,0.344156,1.549628,0.414156,E1,MD,H>E,ProdLoc_spoken,midFrontalOrb,1,RH
18,WProd,1.217916,1.947751,0.520558,E1,MD,H>E,ProdLoc_spoken,midFrontalOrb,1,RH
18,SComp,0.109559,1.063533,0.284241,E1,MD,H>E,ProdLoc_spoken,midFrontalOrb,1,RH
18,WComp,0.251824,0.895743,0.239397,E1,MD,H>E,ProdLoc_spoken,midFrontalOrb,1,RH
18,NProd,1.178217,1.896411,0.506837,E1,MD,H>E,ProdLoc_spoken,midFrontalOrb,1,RH
18,VisEvSem,0.280641,1.293861,0.345799,E1,MD,H>E,ProdLoc_spoken,midFrontalOrb,1,RH
19,SProd,0.737558,0.962095,0.257131,E1,MD,H>E,ProdLoc_spoken,insula,1,RH
19,WProd,1.065544,0.927967,0.24801,E1,MD,H>E,ProdLoc_spoken,insula,1,RH
19,SComp,0.057266,0.493798,0.131973,E1,MD,H>E,ProdLoc_spoken,insula,1,RH
19,WComp,0.0565,0.342218,0.091461,E1,MD,H>E,ProdLoc_spoken,insula,1,RH
19,NProd,0.821085,0.923194,0.246734,E1,MD,H>E,ProdLoc_spoken,insula,1,RH
19,VisEvSem,0.415042,0.513608,0.137267,E1,MD,H>E,ProdLoc_spoken,insula,1,RH
20,SProd,0.965252,1.091186,0.291632,E1,MD,H>E,ProdLoc_spoken,medialFrontal,1,RH
20,WProd,1.499575,1.380896,0.36906,E1,MD,H>E,ProdLoc_spoken,medialFrontal,1,RH
20,SComp,0.148938,0.623931,0.166752,E1,MD,H>E,ProdLoc_spoken,medialFrontal,1,RH
20,WComp,0.164347,0.523986,0.140041,E1,MD,H>E,ProdLoc_spoken,medialFrontal,1,RH
20,NProd,0.965871,1.131665,0.30245,E1,MD,H>E,ProdLoc_spoken,medialFrontal,1,RH
20,VisEvSem,0.777261,0.905631,0.24204,E1,MD,H>E,ProdLoc_spoken,medialFrontal,1,RH
1,SProd,1.518993,1.22821,0.328253,E3,MD,H>E,ProdLoc_typed,PostParietal,1,LH
1,WProd,1.896411,1.420534,0.379654,E3,MD,H>E,ProdLoc_typed,PostParietal,1,LH
1,SComp,0.196925,0.676228,0.180729,E3,MD,H>E,ProdLoc_typed,PostParietal,1,LH
1,WComp,0.492206,0.510948,0.136556,E3,MD,H>E,ProdLoc_typed,PostParietal,1,LH
1,NProd,2.121266,1.538364,0.411145,E3,MD,H>E,ProdLoc_typed,PostParietal,1,LH
1,VisEvSem,1.379218,0.786665,0.210245,E3,MD,H>E,ProdLoc_typed,PostParietal,1,LH
2,SProd,1.694847,1.532604,0.409606,E3,MD,H>E,ProdLoc_typed,midParietal,1,LH
2,WProd,1.971678,1.640093,0.438333,E3,MD,H>E,ProdLoc_typed,midParietal,1,LH
2,SComp,0.192613,0.896284,0.239542,E3,MD,H>E,ProdLoc_typed,midParietal,1,LH
2,WComp,0.365879,0.838768,0.22417,E3,MD,H>E,ProdLoc_typed,midParietal,1,LH
2,NProd,2.3676,1.913632,0.51144,E3,MD,H>E,ProdLoc_typed,midParietal,1,LH
2,VisEvSem,1.635284,1.21299,0.324185,E3,MD,H>E,ProdLoc_typed,midParietal,1,LH
3,SProd,1.251848,0.920346,0.245973,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,WProd,1.485316,0.957157,0.255811,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,SComp,0.039243,0.500142,0.133668,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,WComp,0.141415,0.394482,0.10543,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,NProd,1.751598,1.200668,0.320892,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,VisEvSem,1.15562,0.507308,0.135584,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
4,SProd,1.690876,1.435241,0.383584,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,WProd,1.822789,1.486516,0.397288,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,SComp,0.07861,0.695799,0.18596,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,WComp,0.347347,0.69291,0.185188,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,NProd,1.948557,1.790042,0.478409,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,VisEvSem,1.191532,0.904727,0.241798,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
5,SProd,2.216927,1.243043,0.332217,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,WProd,2.380722,1.605078,0.428975,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,SComp,0.674224,1.089219,0.291106,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,WComp,1.009928,1.156764,0.309158,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,NProd,2.635135,1.717235,0.45895,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,VisEvSem,1.734045,0.967663,0.258619,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
6,SProd,1.803512,1.357993,0.362939,E3,MD,H>E,ProdLoc_typed,Precentral_B_IFGop,1,LH
6,WProd,1.862343,1.243344,0.332298,E3,MD,H>E,ProdLoc_typed,Precentral_B_IFGop,1,LH
6,SComp,0.219578,0.832019,0.222366,E3,MD,H>E,ProdLoc_typed,Precentral_B_IFGop,1,LH
6,WComp,0.351396,0.819838,0.219111,E3,MD,H>E,ProdLoc_typed,Precentral_B_IFGop,1,LH
6,NProd,1.743055,1.53589,0.410484,E3,MD,H>E,ProdLoc_typed,Precentral_B_IFGop,1,LH
6,VisEvSem,1.521338,1.20732,0.32267,E3,MD,H>E,ProdLoc_typed,Precentral_B_IFGop,1,LH
7,SProd,1.308198,1.047232,0.279885,E3,MD,H>E,ProdLoc_typed,midFrontal,1,LH
7,WProd,1.531447,1.312353,0.350741,E3,MD,H>E,ProdLoc_typed,midFrontal,1,LH
7,SComp,0.222661,0.805893,0.215384,E3,MD,H>E,ProdLoc_typed,midFrontal,1,LH
7,WComp,0.377498,0.930564,0.248704,E3,MD,H>E,ProdLoc_typed,midFrontal,1,LH
7,NProd,1.143147,1.516314,0.405252,E3,MD,H>E,ProdLoc_typed,midFrontal,1,LH
7,VisEvSem,1.101074,0.719848,0.192387,E3,MD,H>E,ProdLoc_typed,midFrontal,1,LH
8,SProd,0.82003,1.94835,0.520719,E3,MD,H>E,ProdLoc_typed,midFrontalOrb,1,LH
8,WProd,0.799886,1.690861,0.451902,E3,MD,H>E,ProdLoc_typed,midFrontalOrb,1,LH
8,SComp,0.015132,0.902739,0.241267,E3,MD,H>E,ProdLoc_typed,midFrontalOrb,1,LH
8,WComp,0.199735,0.946028,0.252837,E3,MD,H>E,ProdLoc_typed,midFrontalOrb,1,LH
8,NProd,0.45047,1.762892,0.471153,E3,MD,H>E,ProdLoc_typed,midFrontalOrb,1,LH
8,VisEvSem,0.624929,1.260992,0.337014,E3,MD,H>E,ProdLoc_typed,midFrontalOrb,1,LH
9,SProd,1.285662,1.036256,0.276951,E3,MD,H>E,ProdLoc_typed,insula,1,LH
9,WProd,1.07852,1.105378,0.295425,E3,MD,H>E,ProdLoc_typed,insula,1,LH
9,SComp,-0.004668,0.541886,0.144825,E3,MD,H>E,ProdLoc_typed,insula,1,LH
9,WComp,0.087059,0.525474,0.140439,E3,MD,H>E,ProdLoc_typed,insula,1,LH
9,NProd,0.888595,0.850757,0.227374,E3,MD,H>E,ProdLoc_typed,insula,1,LH
9,VisEvSem,0.884223,0.762572,0.203806,E3,MD,H>E,ProdLoc_typed,insula,1,LH
10,SProd,1.255298,1.0717970000000001,0.28645,E3,MD,H>E,ProdLoc_typed,medialFrontal,1,LH
10,WProd,1.137321,1.042441,0.278604,E3,MD,H>E,ProdLoc_typed,medialFrontal,1,LH
10,SComp,-0.066786,0.687943,0.183861,E3,MD,H>E,ProdLoc_typed,medialFrontal,1,LH
10,WComp,0.063773,0.576533,0.154085,E3,MD,H>E,ProdLoc_typed,medialFrontal,1,LH
10,NProd,0.651202,0.987657,0.263962,E3,MD,H>E,ProdLoc_typed,medialFrontal,1,LH
10,VisEvSem,0.829433,0.898432,0.240116,E3,MD,H>E,ProdLoc_typed,medialFrontal,1,LH
11,SProd,0.839613,0.727316,0.194383,E3,MD,H>E,ProdLoc_typed,PostParietal,1,RH
11,WProd,1.311985,1.040775,0.278159,E3,MD,H>E,ProdLoc_typed,PostParietal,1,RH
11,SComp,0.003037,0.942453,0.251881,E3,MD,H>E,ProdLoc_typed,PostParietal,1,RH
11,WComp,0.33087,0.551345,0.147353,E3,MD,H>E,ProdLoc_typed,PostParietal,1,RH
11,NProd,1.280772,1.163762,0.311028,E3,MD,H>E,ProdLoc_typed,PostParietal,1,RH
11,VisEvSem,1.350384,0.905716,0.242063,E3,MD,H>E,ProdLoc_typed,PostParietal,1,RH
12,SProd,0.957043,1.070005,0.285971,E3,MD,H>E,ProdLoc_typed,midParietal,1,RH
12,WProd,1.4559,1.592984,0.425743,E3,MD,H>E,ProdLoc_typed,midParietal,1,RH
12,SComp,0.065225,0.841186,0.224816,E3,MD,H>E,ProdLoc_typed,midParietal,1,RH
12,WComp,0.418865,0.694276,0.185553,E3,MD,H>E,ProdLoc_typed,midParietal,1,RH
12,NProd,1.629658,1.626399,0.434673,E3,MD,H>E,ProdLoc_typed,midParietal,1,RH
12,VisEvSem,1.500777,1.174608,0.313927,E3,MD,H>E,ProdLoc_typed,midParietal,1,RH
13,SProd,1.005395,1.150491,0.307482,E3,MD,H>E,ProdLoc_typed,antParietal,1,RH
13,WProd,1.271629,1.190439,0.318158,E3,MD,H>E,ProdLoc_typed,antParietal,1,RH
13,SComp,-0.242377,0.875014,0.233857,E3,MD,H>E,ProdLoc_typed,antParietal,1,RH
13,WComp,0.048388,0.507543,0.135647,E3,MD,H>E,ProdLoc_typed,antParietal,1,RH
13,NProd,1.579248,1.873314,0.500664,E3,MD,H>E,ProdLoc_typed,antParietal,1,RH
13,VisEvSem,1.280702,1.24113,0.331706,E3,MD,H>E,ProdLoc_typed,antParietal,1,RH
14,SProd,1.022979,0.975588,0.260737,E3,MD,H>E,ProdLoc_typed,supFrontal,1,RH
14,WProd,1.41858,1.091527,0.291723,E3,MD,H>E,ProdLoc_typed,supFrontal,1,RH
14,SComp,-0.054645,0.869215,0.232307,E3,MD,H>E,ProdLoc_typed,supFrontal,1,RH
14,WComp,0.465365,0.820667,0.219332,E3,MD,H>E,ProdLoc_typed,supFrontal,1,RH
14,NProd,1.713209,1.438494,0.384454,E3,MD,H>E,ProdLoc_typed,supFrontal,1,RH
14,VisEvSem,1.545773,1.289352,0.344594,E3,MD,H>E,ProdLoc_typed,supFrontal,1,RH
15,SProd,1.03583,0.920269,0.245952,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,RH
15,WProd,1.407694,1.259494,0.336614,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,RH
15,SComp,0.28513,1.21485,0.324682,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,RH
15,WComp,0.554933,0.871635,0.232954,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,RH
15,NProd,1.567948,1.426664,0.381292,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,RH
15,VisEvSem,2.035013,1.399276,0.373972,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,RH
16,SProd,1.127968,1.558608,0.416555,E3,MD,H>E,ProdLoc_typed,Precentral_B_IFGop,1,RH
16,WProd,1.391168,1.18249,0.316034,E3,MD,H>E,ProdLoc_typed,Precentral_B_IFGop,1,RH
16,SComp,0.010032,1.178816,0.315052,E3,MD,H>E,ProdLoc_typed,Precentral_B_IFGop,1,RH
16,WComp,0.482969,1.18953,0.317915,E3,MD,H>E,ProdLoc_typed,Precentral_B_IFGop,1,RH
16,NProd,1.474643,2.020866,0.540099,E3,MD,H>E,ProdLoc_typed,Precentral_B_IFGop,1,RH
16,VisEvSem,2.159892,1.95033,0.521248,E3,MD,H>E,ProdLoc_typed,Precentral_B_IFGop,1,RH
17,SProd,0.691744,0.881468,0.235582,E3,MD,H>E,ProdLoc_typed,midFrontal,1,RH
17,WProd,1.041638,1.061239,0.283628,E3,MD,H>E,ProdLoc_typed,midFrontal,1,RH
17,SComp,0.055893,0.765497,0.204588,E3,MD,H>E,ProdLoc_typed,midFrontal,1,RH
17,WComp,0.326683,0.711573,0.190176,E3,MD,H>E,ProdLoc_typed,midFrontal,1,RH
17,NProd,0.943211,1.25098,0.334339,E3,MD,H>E,ProdLoc_typed,midFrontal,1,RH
17,VisEvSem,1.501918,1.207865,0.322815,E3,MD,H>E,ProdLoc_typed,midFrontal,1,RH
18,SProd,0.711792,1.217438,0.325374,E3,MD,H>E,ProdLoc_typed,midFrontalOrb,1,RH
18,WProd,1.014362,1.484082,0.396638,E3,MD,H>E,ProdLoc_typed,midFrontalOrb,1,RH
18,SComp,-0.171125,0.860862,0.230075,E3,MD,H>E,ProdLoc_typed,midFrontalOrb,1,RH
18,WComp,0.123032,0.570158,0.152381,E3,MD,H>E,ProdLoc_typed,midFrontalOrb,1,RH
18,NProd,0.887289,1.441941,0.385375,E3,MD,H>E,ProdLoc_typed,midFrontalOrb,1,RH
18,VisEvSem,1.277054,1.276062,0.341042,E3,MD,H>E,ProdLoc_typed,midFrontalOrb,1,RH
19,SProd,0.84138,0.963172,0.257418,E3,MD,H>E,ProdLoc_typed,insula,1,RH
19,WProd,0.883698,0.96713,0.258476,E3,MD,H>E,ProdLoc_typed,insula,1,RH
19,SComp,-0.103512,0.624439,0.166888,E3,MD,H>E,ProdLoc_typed,insula,1,RH
19,WComp,-5.93e-4,0.510262,0.136373,E3,MD,H>E,ProdLoc_typed,insula,1,RH
19,NProd,0.784914,0.987277,0.263861,E3,MD,H>E,ProdLoc_typed,insula,1,RH
19,VisEvSem,0.899003,0.850402,0.227279,E3,MD,H>E,ProdLoc_typed,insula,1,RH
20,SProd,0.967652,1.005201,0.268651,E3,MD,H>E,ProdLoc_typed,medialFrontal,1,RH
20,WProd,0.886763,0.772609,0.206488,E3,MD,H>E,ProdLoc_typed,medialFrontal,1,RH
20,SComp,-0.184849,0.734449,0.19629,E3,MD,H>E,ProdLoc_typed,medialFrontal,1,RH
20,WComp,-0.007821,0.582412,0.155656,E3,MD,H>E,ProdLoc_typed,medialFrontal,1,RH
20,NProd,0.704473,0.991615,0.26502,E3,MD,H>E,ProdLoc_typed,medialFrontal,1,RH
20,VisEvSem,1.176872,0.946392,0.252934,E3,MD,H>E,ProdLoc_typed,medialFrontal,1,RH
1,H,3.899409,2.050495,0.618248,E2,MD,H>E,spWM,PostParietal,0,LH
1,E,2.894774,1.361142,0.4104,E2,MD,H>E,spWM,PostParietal,0,LH
2,H,3.505442,2.139463,0.645072,E2,MD,H>E,spWM,midParietal,0,LH
2,E,2.402656,1.589955,0.47939,E2,MD,H>E,spWM,midParietal,0,LH
3,H,2.653903,1.183506,0.356841,E2,MD,H>E,spWM,antParietal,0,LH
3,E,1.81289,0.869292,0.262101,E2,MD,H>E,spWM,antParietal,0,LH
4,H,2.390949,0.735811,0.221855,E2,MD,H>E,spWM,supFrontal,0,LH
4,E,1.600135,0.723137,0.218034,E2,MD,H>E,spWM,supFrontal,0,LH
5,H,2.710585,1.021595,0.308022,E2,MD,H>E,spWM,Precentral_A_PrecG,0,LH
5,E,1.841959,0.551585,0.166309,E2,MD,H>E,spWM,Precentral_A_PrecG,0,LH
6,H,2.162453,1.075658,0.324323,E2,MD,H>E,spWM,Precentral_B_IFGop,0,LH
6,E,1.373628,0.589753,0.177817,E2,MD,H>E,spWM,Precentral_B_IFGop,0,LH
7,H,2.182497,1.210043,0.364842,E2,MD,H>E,spWM,midFrontal,0,LH
7,E,1.101942,0.507064,0.152886,E2,MD,H>E,spWM,midFrontal,0,LH
8,H,2.310622,1.445757,0.435912,E2,MD,H>E,spWM,midFrontalOrb,0,LH
8,E,0.859549,1.166844,0.351817,E2,MD,H>E,spWM,midFrontalOrb,0,LH
9,H,1.478304,0.752762,0.226966,E2,MD,H>E,spWM,insula,0,LH
9,E,0.834529,0.404864,0.122071,E2,MD,H>E,spWM,insula,0,LH
10,H,1.487058,0.436822,0.131707,E2,MD,H>E,spWM,medialFrontal,0,LH
10,E,0.80689,0.423151,0.127585,E2,MD,H>E,spWM,medialFrontal,0,LH
11,H,3.884686,1.753375,0.528663,E2,MD,H>E,spWM,PostParietal,0,RH
11,E,2.858376,1.047802,0.315924,E2,MD,H>E,spWM,PostParietal,0,RH
12,H,3.235674,1.973502,0.595033,E2,MD,H>E,spWM,midParietal,0,RH
12,E,2.049812,1.301453,0.392403,E2,MD,H>E,spWM,midParietal,0,RH
13,H,3.110036,1.393785,0.420242,E2,MD,H>E,spWM,antParietal,0,RH
13,E,2.013009,0.836832,0.252314,E2,MD,H>E,spWM,antParietal,0,RH
14,H,2.613803,0.813801,0.24537,E2,MD,H>E,spWM,supFrontal,0,RH
14,E,1.58838,0.485959,0.146522,E2,MD,H>E,spWM,supFrontal,0,RH
15,H,3.016322,1.722468,0.519344,E2,MD,H>E,spWM,Precentral_A_PrecG,0,RH
15,E,2.004218,1.236066,0.372688,E2,MD,H>E,spWM,Precentral_A_PrecG,0,RH
16,H,3.209531,1.843489,0.555833,E2,MD,H>E,spWM,Precentral_B_IFGop,0,RH
16,E,1.997989,1.124191,0.338956,E2,MD,H>E,spWM,Precentral_B_IFGop,0,RH
17,H,2.750926,1.405819,0.42387,E2,MD,H>E,spWM,midFrontal,0,RH
17,E,1.422705,0.742523,0.223879,E2,MD,H>E,spWM,midFrontal,0,RH
18,H,2.504973,1.347938,0.406419,E2,MD,H>E,spWM,midFrontalOrb,0,RH
18,E,0.868053,0.79208,0.238821,E2,MD,H>E,spWM,midFrontalOrb,0,RH
19,H,1.598377,0.851072,0.256608,E2,MD,H>E,spWM,insula,0,RH
19,E,0.838647,0.430018,0.129655,E2,MD,H>E,spWM,insula,0,RH
20,H,2.070104,0.676544,0.203986,E2,MD,H>E,spWM,medialFrontal,0,RH
20,E,1.038294,0.578358,0.174382,E2,MD,H>E,spWM,medialFrontal,0,RH
1,WProd,1.768686,1.505169,0.453825,E2,MD,H>E,NameRead,PostParietal,0,LH
1,SProd,1.490213,1.16031,0.349847,E2,MD,H>E,NameRead,PostParietal,0,LH
2,WProd,0.3481,1.093416,0.329677,E2,MD,H>E,NameRead,midParietal,0,LH
2,SProd,0.542168,0.876962,0.264414,E2,MD,H>E,NameRead,midParietal,0,LH
3,WProd,0.262428,0.6919,0.208616,E2,MD,H>E,NameRead,antParietal,0,LH
3,SProd,0.43836,0.632264,0.190635,E2,MD,H>E,NameRead,antParietal,0,LH
4,WProd,0.682369,0.78173,0.235701,E2,MD,H>E,NameRead,supFrontal,0,LH
4,SProd,0.482581,0.733991,0.221307,E2,MD,H>E,NameRead,supFrontal,0,LH
5,WProd,1.644533,1.507182,0.454433,E2,MD,H>E,NameRead,Precentral_A_PrecG,0,LH
5,SProd,1.343253,1.39262,0.419891,E2,MD,H>E,NameRead,Precentral_A_PrecG,0,LH
6,WProd,1.381934,2.043584,0.616164,E2,MD,H>E,NameRead,Precentral_B_IFGop,0,LH
6,SProd,1.178043,1.843151,0.555731,E2,MD,H>E,NameRead,Precentral_B_IFGop,0,LH
7,WProd,1.134032,1.120241,0.337766,E2,MD,H>E,NameRead,midFrontal,0,LH
7,SProd,1.007245,1.298553,0.391528,E2,MD,H>E,NameRead,midFrontal,0,LH
8,WProd,0.832066,2.107664,0.635484,E2,MD,H>E,NameRead,midFrontalOrb,0,LH
8,SProd,0.518098,1.570394,0.473492,E2,MD,H>E,NameRead,midFrontalOrb,0,LH
9,WProd,1.500137,0.846801,0.25532,E2,MD,H>E,NameRead,insula,0,LH
9,SProd,1.174735,0.735199,0.221671,E2,MD,H>E,NameRead,insula,0,LH
10,WProd,1.251493,1.449765,0.437121,E2,MD,H>E,NameRead,medialFrontal,0,LH
10,SProd,1.039558,1.42749,0.430404,E2,MD,H>E,NameRead,medialFrontal,0,LH
