ROI,Subject,Effect,LocalizerSize,EffectSize,Expt,Network,Localizer_contrast,CriticalTask,ROI_name,Speak_and_type,Hemisphere
2,831_FED_20200213b_3T2_PL2017,SComp,86,-0.125759,E3,MD,H>E,ProdLoc_typed,midParietal,1,LH
2,831_FED_20200213b_3T2_PL2017,WComp,86,-0.135469,E3,MD,H>E,ProdLoc_typed,midParietal,1,LH
2,831_FED_20200213b_3T2_PL2017,NProd,86,0.004884,E3,MD,H>E,ProdLoc_typed,midParietal,1,LH
2,831_FED_20200213b_3T2_PL2017,VisEvSem,86,0.019453,E3,MD,H>E,ProdLoc_typed,midParietal,1,LH
3,770_FED_20191120c_3T2_PL2017,SProd,201,0.693702,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,770_FED_20191120c_3T2_PL2017,WProd,201,1.299519,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,770_FED_20191120c_3T2_PL2017,SComp,201,0.286799,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,770_FED_20191120c_3T2_PL2017,WComp,201,-0.437143,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,770_FED_20191120c_3T2_PL2017,NProd,201,0.753191,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,770_FED_20191120c_3T2_PL2017,VisEvSem,201,0.88571,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,803_FED_20191120d_3T2_PL2017,SProd,201,1.496723,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,803_FED_20191120d_3T2_PL2017,WProd,201,2.017393,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,803_FED_20191120d_3T2_PL2017,SComp,201,0.038775,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,803_FED_20191120d_3T2_PL2017,WComp,201,0.084535,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,803_FED_20191120d_3T2_PL2017,NProd,201,2.335046,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,803_FED_20191120d_3T2_PL2017,VisEvSem,201,1.112531,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,797_FED_20200205a_3T2_PL2017,SProd,201,0.282312,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,797_FED_20200205a_3T2_PL2017,WProd,201,0.298861,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,797_FED_20200205a_3T2_PL2017,SComp,201,0.232923,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,797_FED_20200205a_3T2_PL2017,WComp,201,0.294255,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,797_FED_20200205a_3T2_PL2017,NProd,201,0.607504,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,797_FED_20200205a_3T2_PL2017,VisEvSem,201,0.741961,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,788_FED_20191120b_3T2_PL2017,SProd,201,1.785517,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,788_FED_20191120b_3T2_PL2017,WProd,201,2.192134,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,788_FED_20191120b_3T2_PL2017,SComp,201,0.363409,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,788_FED_20191120b_3T2_PL2017,WComp,201,0.253521,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,788_FED_20191120b_3T2_PL2017,NProd,201,2.592153,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,788_FED_20191120b_3T2_PL2017,VisEvSem,201,1.088176,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,805_FED_20191204a_3T2_PL2017,SProd,201,3.192819,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,805_FED_20191204a_3T2_PL2017,WProd,201,3.363016,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,805_FED_20191204a_3T2_PL2017,SComp,201,0.676767,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,805_FED_20191204a_3T2_PL2017,WComp,201,0.941978,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,805_FED_20191204a_3T2_PL2017,NProd,201,3.967522,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,805_FED_20191204a_3T2_PL2017,VisEvSem,201,1.488068,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,806_FED_20191204b_3T2_PL2017,SProd,201,1.081033,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,806_FED_20191204b_3T2_PL2017,WProd,201,0.476663,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,806_FED_20191204b_3T2_PL2017,SComp,201,0.507533,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,806_FED_20191204b_3T2_PL2017,WComp,201,0.542223,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,806_FED_20191204b_3T2_PL2017,NProd,201,0.278748,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,806_FED_20191204b_3T2_PL2017,VisEvSem,201,1.449874,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,807_FED_20191204c_3T2_PL2017,SProd,201,1.28603,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,807_FED_20191204c_3T2_PL2017,WProd,201,1.877894,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,807_FED_20191204c_3T2_PL2017,SComp,201,0.283443,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,807_FED_20191204c_3T2_PL2017,WComp,201,0.023167,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,807_FED_20191204c_3T2_PL2017,NProd,201,1.945664,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,807_FED_20191204c_3T2_PL2017,VisEvSem,201,1.34612,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,261_FED_20200205b_3T2_PL2017,SProd,201,2.578065,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,261_FED_20200205b_3T2_PL2017,WProd,201,1.430925,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,261_FED_20200205b_3T2_PL2017,SComp,201,-0.645025,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,261_FED_20200205b_3T2_PL2017,WComp,201,0.152798,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,261_FED_20200205b_3T2_PL2017,NProd,201,2.502705,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,261_FED_20200205b_3T2_PL2017,VisEvSem,201,1.939015,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,824_FED_20200130a_3T2_PL2017,SProd,201,1.113,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,824_FED_20200130a_3T2_PL2017,WProd,201,1.19551,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,824_FED_20200130a_3T2_PL2017,SComp,201,-0.786971,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,824_FED_20200130a_3T2_PL2017,WComp,201,-0.227644,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,824_FED_20200130a_3T2_PL2017,NProd,201,2.031538,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,824_FED_20200130a_3T2_PL2017,VisEvSem,201,1.343038,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,825_FED_20200130b_3T2_PL2017,SProd,201,1.005571,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,825_FED_20200130b_3T2_PL2017,WProd,201,2.396695,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,825_FED_20200130b_3T2_PL2017,SComp,201,-0.190229,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,825_FED_20200130b_3T2_PL2017,WComp,201,0.440157,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,825_FED_20200130b_3T2_PL2017,NProd,201,2.787917,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,825_FED_20200130b_3T2_PL2017,VisEvSem,201,0.86201,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,826_FED_20200130c_3T2_PL2017,SProd,201,-0.085033,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,826_FED_20200130c_3T2_PL2017,WProd,201,0.763093,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,826_FED_20200130c_3T2_PL2017,SComp,201,-0.65943,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,826_FED_20200130c_3T2_PL2017,WComp,201,-0.602756,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,826_FED_20200130c_3T2_PL2017,NProd,201,-0.048964,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,826_FED_20200130c_3T2_PL2017,VisEvSem,201,0.714032,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,827_FED_20200130d_3T2_PL2017,SProd,201,1.548987,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,827_FED_20200130d_3T2_PL2017,WProd,201,2.560363,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,827_FED_20200130d_3T2_PL2017,SComp,201,0.727889,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,827_FED_20200130d_3T2_PL2017,WComp,201,0.354096,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,827_FED_20200130d_3T2_PL2017,NProd,201,2.335919,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,827_FED_20200130d_3T2_PL2017,VisEvSem,201,1.889444,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,828_FED_20200205c_3T2_PL2017,SProd,201,1.623768,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,828_FED_20200205c_3T2_PL2017,WProd,201,0.845365,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,828_FED_20200205c_3T2_PL2017,SComp,201,-0.398297,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,828_FED_20200205c_3T2_PL2017,WComp,201,0.107858,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,828_FED_20200205c_3T2_PL2017,NProd,201,2.31187,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,828_FED_20200205c_3T2_PL2017,VisEvSem,201,1.330478,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,831_FED_20200213b_3T2_PL2017,SProd,201,-0.076616,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,831_FED_20200213b_3T2_PL2017,WProd,201,0.076998,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,831_FED_20200213b_3T2_PL2017,SComp,201,0.111817,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,831_FED_20200213b_3T2_PL2017,WComp,201,0.052771,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,831_FED_20200213b_3T2_PL2017,NProd,201,0.121563,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
3,831_FED_20200213b_3T2_PL2017,VisEvSem,201,-0.01178,E3,MD,H>E,ProdLoc_typed,antParietal,1,LH
4,770_FED_20191120c_3T2_PL2017,SProd,179,0.80772,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,770_FED_20191120c_3T2_PL2017,WProd,179,0.910893,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,770_FED_20191120c_3T2_PL2017,SComp,179,0.403798,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,770_FED_20191120c_3T2_PL2017,WComp,179,0.069059,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,770_FED_20191120c_3T2_PL2017,NProd,179,-0.21767,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,770_FED_20191120c_3T2_PL2017,VisEvSem,179,0.351404,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,803_FED_20191120d_3T2_PL2017,SProd,179,2.246161,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,803_FED_20191120d_3T2_PL2017,WProd,179,3.096815,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,803_FED_20191120d_3T2_PL2017,SComp,179,-0.427235,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,803_FED_20191120d_3T2_PL2017,WComp,179,-0.569113,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,803_FED_20191120d_3T2_PL2017,NProd,179,3.127465,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,803_FED_20191120d_3T2_PL2017,VisEvSem,179,1.565844,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,797_FED_20200205a_3T2_PL2017,SProd,179,0.630038,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,797_FED_20200205a_3T2_PL2017,WProd,179,0.272788,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,797_FED_20200205a_3T2_PL2017,SComp,179,0.380949,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,797_FED_20200205a_3T2_PL2017,WComp,179,0.530873,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,797_FED_20200205a_3T2_PL2017,NProd,179,0.426108,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,797_FED_20200205a_3T2_PL2017,VisEvSem,179,0.81008,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,788_FED_20191120b_3T2_PL2017,SProd,179,0.867876,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,788_FED_20191120b_3T2_PL2017,WProd,179,1.018225,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,788_FED_20191120b_3T2_PL2017,SComp,179,-0.233508,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,788_FED_20191120b_3T2_PL2017,WComp,179,-0.180607,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,788_FED_20191120b_3T2_PL2017,NProd,179,1.283601,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,788_FED_20191120b_3T2_PL2017,VisEvSem,179,0.015026,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,805_FED_20191204a_3T2_PL2017,SProd,179,5.16386,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,805_FED_20191204a_3T2_PL2017,WProd,179,5.142875,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,805_FED_20191204a_3T2_PL2017,SComp,179,1.501325,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,805_FED_20191204a_3T2_PL2017,WComp,179,1.733216,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,805_FED_20191204a_3T2_PL2017,NProd,179,5.920177,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,805_FED_20191204a_3T2_PL2017,VisEvSem,179,1.380919,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,806_FED_20191204b_3T2_PL2017,SProd,179,0.686438,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,806_FED_20191204b_3T2_PL2017,WProd,179,0.002514,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,806_FED_20191204b_3T2_PL2017,SComp,179,-0.006141,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,806_FED_20191204b_3T2_PL2017,WComp,179,-0.331256,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,806_FED_20191204b_3T2_PL2017,NProd,179,-0.187715,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,806_FED_20191204b_3T2_PL2017,VisEvSem,179,0.703349,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,807_FED_20191204c_3T2_PL2017,SProd,179,2.09762,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,807_FED_20191204c_3T2_PL2017,WProd,179,3.061334,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,807_FED_20191204c_3T2_PL2017,SComp,179,0.434195,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,807_FED_20191204c_3T2_PL2017,WComp,179,0.621407,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,807_FED_20191204c_3T2_PL2017,NProd,179,2.717183,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,807_FED_20191204c_3T2_PL2017,VisEvSem,179,1.986914,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,261_FED_20200205b_3T2_PL2017,SProd,179,3.463282,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,261_FED_20200205b_3T2_PL2017,WProd,179,2.086613,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,261_FED_20200205b_3T2_PL2017,SComp,179,-0.392814,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,261_FED_20200205b_3T2_PL2017,WComp,179,0.799132,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,261_FED_20200205b_3T2_PL2017,NProd,179,2.714907,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,261_FED_20200205b_3T2_PL2017,VisEvSem,179,3.077019,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,824_FED_20200130a_3T2_PL2017,SProd,179,0.799958,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,824_FED_20200130a_3T2_PL2017,WProd,179,0.863385,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,824_FED_20200130a_3T2_PL2017,SComp,179,-1.158801,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,824_FED_20200130a_3T2_PL2017,WComp,179,-0.543536,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,824_FED_20200130a_3T2_PL2017,NProd,179,1.781906,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,824_FED_20200130a_3T2_PL2017,VisEvSem,179,0.95183,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,825_FED_20200130b_3T2_PL2017,SProd,179,1.418993,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,825_FED_20200130b_3T2_PL2017,WProd,179,3.022138,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,825_FED_20200130b_3T2_PL2017,SComp,179,0.028151,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,825_FED_20200130b_3T2_PL2017,WComp,179,0.536072,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,825_FED_20200130b_3T2_PL2017,NProd,179,3.130949,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,825_FED_20200130b_3T2_PL2017,VisEvSem,179,0.429893,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,826_FED_20200130c_3T2_PL2017,SProd,179,0.875013,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,826_FED_20200130c_3T2_PL2017,WProd,179,1.475387,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,826_FED_20200130c_3T2_PL2017,SComp,179,-0.169512,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,826_FED_20200130c_3T2_PL2017,WComp,179,0.138508,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,826_FED_20200130c_3T2_PL2017,NProd,179,1.108751,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,826_FED_20200130c_3T2_PL2017,VisEvSem,179,1.262517,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,827_FED_20200130d_3T2_PL2017,SProd,179,0.957156,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,827_FED_20200130d_3T2_PL2017,WProd,179,2.90338,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,827_FED_20200130d_3T2_PL2017,SComp,179,1.305423,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,827_FED_20200130d_3T2_PL2017,WComp,179,1.343693,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,827_FED_20200130d_3T2_PL2017,NProd,179,1.782033,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,827_FED_20200130d_3T2_PL2017,VisEvSem,179,1.967915,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,828_FED_20200205c_3T2_PL2017,SProd,179,3.472348,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,828_FED_20200205c_3T2_PL2017,WProd,179,1.744821,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,828_FED_20200205c_3T2_PL2017,SComp,179,-0.313943,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,828_FED_20200205c_3T2_PL2017,WComp,179,0.850499,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,828_FED_20200205c_3T2_PL2017,NProd,179,3.981178,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,828_FED_20200205c_3T2_PL2017,VisEvSem,179,2.215686,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,831_FED_20200213b_3T2_PL2017,SProd,179,0.185796,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,831_FED_20200213b_3T2_PL2017,WProd,179,-0.082117,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,831_FED_20200213b_3T2_PL2017,SComp,179,-0.251349,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,831_FED_20200213b_3T2_PL2017,WComp,179,-0.135085,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,831_FED_20200213b_3T2_PL2017,NProd,179,-0.289077,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
4,831_FED_20200213b_3T2_PL2017,VisEvSem,179,-0.036952,E3,MD,H>E,ProdLoc_typed,supFrontal,1,LH
5,770_FED_20191120c_3T2_PL2017,SProd,118,1.505822,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,770_FED_20191120c_3T2_PL2017,WProd,118,1.744532,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,770_FED_20191120c_3T2_PL2017,SComp,118,0.382181,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,770_FED_20191120c_3T2_PL2017,WComp,118,-0.453602,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,770_FED_20191120c_3T2_PL2017,NProd,118,1.055812,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,770_FED_20191120c_3T2_PL2017,VisEvSem,118,1.274031,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,803_FED_20191120d_3T2_PL2017,SProd,118,2.834839,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,803_FED_20191120d_3T2_PL2017,WProd,118,3.670058,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,803_FED_20191120d_3T2_PL2017,SComp,118,1.05537,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,803_FED_20191120d_3T2_PL2017,WComp,118,1.279728,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,803_FED_20191120d_3T2_PL2017,NProd,118,4.859411,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,803_FED_20191120d_3T2_PL2017,VisEvSem,118,2.306944,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,797_FED_20200205a_3T2_PL2017,SProd,118,0.526502,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,797_FED_20200205a_3T2_PL2017,WProd,118,0.220377,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,797_FED_20200205a_3T2_PL2017,SComp,118,0.79396,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,797_FED_20200205a_3T2_PL2017,WComp,118,0.66371,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,797_FED_20200205a_3T2_PL2017,NProd,118,0.512127,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,797_FED_20200205a_3T2_PL2017,VisEvSem,118,0.552333,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,788_FED_20191120b_3T2_PL2017,SProd,118,1.857459,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,788_FED_20191120b_3T2_PL2017,WProd,118,2.42314,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,788_FED_20191120b_3T2_PL2017,SComp,118,0.896218,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,788_FED_20191120b_3T2_PL2017,WComp,118,0.742869,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,788_FED_20191120b_3T2_PL2017,NProd,118,2.53297,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,788_FED_20191120b_3T2_PL2017,VisEvSem,118,1.085399,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,805_FED_20191204a_3T2_PL2017,SProd,118,4.541828,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,805_FED_20191204a_3T2_PL2017,WProd,118,4.389472,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,805_FED_20191204a_3T2_PL2017,SComp,118,1.072743,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,805_FED_20191204a_3T2_PL2017,WComp,118,1.665318,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,805_FED_20191204a_3T2_PL2017,NProd,118,5.663017,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,805_FED_20191204a_3T2_PL2017,VisEvSem,118,1.87102,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,806_FED_20191204b_3T2_PL2017,SProd,118,1.136148,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,806_FED_20191204b_3T2_PL2017,WProd,118,0.603338,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,806_FED_20191204b_3T2_PL2017,SComp,118,0.257127,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,806_FED_20191204b_3T2_PL2017,WComp,118,0.623007,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,806_FED_20191204b_3T2_PL2017,NProd,118,0.491618,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,806_FED_20191204b_3T2_PL2017,VisEvSem,118,1.562055,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,807_FED_20191204c_3T2_PL2017,SProd,118,2.300984,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,807_FED_20191204c_3T2_PL2017,WProd,118,3.495395,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,807_FED_20191204c_3T2_PL2017,SComp,118,0.58248200000000006,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,807_FED_20191204c_3T2_PL2017,WComp,118,0.603675,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,807_FED_20191204c_3T2_PL2017,NProd,118,2.852806,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,807_FED_20191204c_3T2_PL2017,VisEvSem,118,2.460871,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,261_FED_20200205b_3T2_PL2017,SProd,118,3.817118,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
5,261_FED_20200205b_3T2_PL2017,WProd,118,2.42543,E3,MD,H>E,ProdLoc_typed,Precentral_A_PrecG,1,LH
