ROI,Subject,Effect,LocalizerSize,EffectSize,Expt,Network,Localizer_contrast,CriticalTask,ROI_name,Speak_and_type,Hemisphere
3,214_FED_20151111b_3T1_PL2017,SProd,46,2.61926,E2,lang,S>N,NameRead,MFG,0,LH
3,215_FED_20160108a_3T1_PL2017,WProd,46,1.167677,E2,lang,S>N,NameRead,MFG,0,LH
3,215_FED_20160108a_3T1_PL2017,SProd,46,1.684555,E2,lang,S>N,NameRead,MFG,0,LH
3,326_FED_20150923a_3T2_PL2017,WProd,46,1.176068,E2,lang,S>N,NameRead,MFG,0,LH
3,326_FED_20150923a_3T2_PL2017,SProd,46,1.622147,E2,lang,S>N,NameRead,MFG,0,LH
3,327_FED_20150923b_3T2_PL2017,WProd,46,-0.241303,E2,lang,S>N,NameRead,MFG,0,LH
3,327_FED_20150923b_3T2_PL2017,SProd,46,1.430856,E2,lang,S>N,NameRead,MFG,0,LH
4,129_KAN_prod_08_PL2017,WProd,162,-0.008049,E2,lang,S>N,NameRead,AntTemp,0,LH
4,129_KAN_prod_08_PL2017,SProd,162,0.364448,E2,lang,S>N,NameRead,AntTemp,0,LH
4,140_KAN_prod_01_PL2017,WProd,162,0.4807,E2,lang,S>N,NameRead,AntTemp,0,LH
4,140_KAN_prod_01_PL2017,SProd,162,0.799106,E2,lang,S>N,NameRead,AntTemp,0,LH
4,147_KAN_prod_04_PL2017,WProd,162,-0.963408,E2,lang,S>N,NameRead,AntTemp,0,LH
4,147_KAN_prod_04_PL2017,SProd,162,-0.670397,E2,lang,S>N,NameRead,AntTemp,0,LH
4,165_KAN_prod_07_PL2017,WProd,162,1.042374,E2,lang,S>N,NameRead,AntTemp,0,LH
4,165_KAN_prod_07_PL2017,SProd,162,1.080353,E2,lang,S>N,NameRead,AntTemp,0,LH
4,072_KAN_prod_02_PL2017,WProd,162,0.878134,E2,lang,S>N,NameRead,AntTemp,0,LH
4,072_KAN_prod_02_PL2017,SProd,162,1.687027,E2,lang,S>N,NameRead,AntTemp,0,LH
4,127_KAN_prod_03_PL2017,WProd,162,0.873893,E2,lang,S>N,NameRead,AntTemp,0,LH
4,127_KAN_prod_03_PL2017,SProd,162,1.073985,E2,lang,S>N,NameRead,AntTemp,0,LH
4,050_FED_20150916b_3T2_PL2017,WProd,162,1.421109,E2,lang,S>N,NameRead,AntTemp,0,LH
4,050_FED_20150916b_3T2_PL2017,SProd,162,1.168812,E2,lang,S>N,NameRead,AntTemp,0,LH
4,189_FED_20150916a_3T2_PL2017,WProd,162,1.676546,E2,lang,S>N,NameRead,AntTemp,0,LH
4,189_FED_20150916a_3T2_PL2017,SProd,162,1.977643,E2,lang,S>N,NameRead,AntTemp,0,LH
4,214_FED_20151111b_3T1_PL2017,WProd,162,0.28958,E2,lang,S>N,NameRead,AntTemp,0,LH
4,214_FED_20151111b_3T1_PL2017,SProd,162,0.725343,E2,lang,S>N,NameRead,AntTemp,0,LH
4,215_FED_20160108a_3T1_PL2017,WProd,162,-0.09602,E2,lang,S>N,NameRead,AntTemp,0,LH
4,215_FED_20160108a_3T1_PL2017,SProd,162,0.177249,E2,lang,S>N,NameRead,AntTemp,0,LH
4,326_FED_20150923a_3T2_PL2017,WProd,162,0.071076,E2,lang,S>N,NameRead,AntTemp,0,LH
4,326_FED_20150923a_3T2_PL2017,SProd,162,0.302298,E2,lang,S>N,NameRead,AntTemp,0,LH
4,327_FED_20150923b_3T2_PL2017,WProd,162,-0.222071,E2,lang,S>N,NameRead,AntTemp,0,LH
4,327_FED_20150923b_3T2_PL2017,SProd,162,0.657189,E2,lang,S>N,NameRead,AntTemp,0,LH
5,129_KAN_prod_08_PL2017,WProd,294,0.424368,E2,lang,S>N,NameRead,PostTemp,0,LH
5,129_KAN_prod_08_PL2017,SProd,294,1.623184,E2,lang,S>N,NameRead,PostTemp,0,LH
5,140_KAN_prod_01_PL2017,WProd,294,0.455835,E2,lang,S>N,NameRead,PostTemp,0,LH
5,140_KAN_prod_01_PL2017,SProd,294,1.183989,E2,lang,S>N,NameRead,PostTemp,0,LH
5,147_KAN_prod_04_PL2017,WProd,294,-1.733982,E2,lang,S>N,NameRead,PostTemp,0,LH
5,147_KAN_prod_04_PL2017,SProd,294,-0.62533,E2,lang,S>N,NameRead,PostTemp,0,LH
5,165_KAN_prod_07_PL2017,WProd,294,0.929066,E2,lang,S>N,NameRead,PostTemp,0,LH
5,165_KAN_prod_07_PL2017,SProd,294,1.961065,E2,lang,S>N,NameRead,PostTemp,0,LH
5,072_KAN_prod_02_PL2017,WProd,294,1.012829,E2,lang,S>N,NameRead,PostTemp,0,LH
5,072_KAN_prod_02_PL2017,SProd,294,2.954224,E2,lang,S>N,NameRead,PostTemp,0,LH
5,127_KAN_prod_03_PL2017,WProd,294,-0.200006,E2,lang,S>N,NameRead,PostTemp,0,LH
5,127_KAN_prod_03_PL2017,SProd,294,0.544686,E2,lang,S>N,NameRead,PostTemp,0,LH
5,050_FED_20150916b_3T2_PL2017,WProd,294,2.424459,E2,lang,S>N,NameRead,PostTemp,0,LH
5,050_FED_20150916b_3T2_PL2017,SProd,294,1.823749,E2,lang,S>N,NameRead,PostTemp,0,LH
5,189_FED_20150916a_3T2_PL2017,WProd,294,0.575509,E2,lang,S>N,NameRead,PostTemp,0,LH
5,189_FED_20150916a_3T2_PL2017,SProd,294,1.450089,E2,lang,S>N,NameRead,PostTemp,0,LH
5,214_FED_20151111b_3T1_PL2017,WProd,294,1.392121,E2,lang,S>N,NameRead,PostTemp,0,LH
5,214_FED_20151111b_3T1_PL2017,SProd,294,1.899011,E2,lang,S>N,NameRead,PostTemp,0,LH
5,215_FED_20160108a_3T1_PL2017,WProd,294,0.101707,E2,lang,S>N,NameRead,PostTemp,0,LH
5,215_FED_20160108a_3T1_PL2017,SProd,294,0.657914,E2,lang,S>N,NameRead,PostTemp,0,LH
5,326_FED_20150923a_3T2_PL2017,WProd,294,-0.605402,E2,lang,S>N,NameRead,PostTemp,0,LH
5,326_FED_20150923a_3T2_PL2017,SProd,294,0.064693,E2,lang,S>N,NameRead,PostTemp,0,LH
5,327_FED_20150923b_3T2_PL2017,WProd,294,0.455084,E2,lang,S>N,NameRead,PostTemp,0,LH
5,327_FED_20150923b_3T2_PL2017,SProd,294,1.149084,E2,lang,S>N,NameRead,PostTemp,0,LH
6,129_KAN_prod_08_PL2017,WProd,64,0.687742,E2,lang,S>N,NameRead,AngG,0,LH
6,129_KAN_prod_08_PL2017,SProd,64,1.738275,E2,lang,S>N,NameRead,AngG,0,LH
6,140_KAN_prod_01_PL2017,WProd,64,3.498342,E2,lang,S>N,NameRead,AngG,0,LH
6,140_KAN_prod_01_PL2017,SProd,64,5.159429,E2,lang,S>N,NameRead,AngG,0,LH
6,147_KAN_prod_04_PL2017,WProd,64,-1.892384,E2,lang,S>N,NameRead,AngG,0,LH
6,147_KAN_prod_04_PL2017,SProd,64,-0.914807,E2,lang,S>N,NameRead,AngG,0,LH
6,165_KAN_prod_07_PL2017,WProd,64,-0.42524,E2,lang,S>N,NameRead,AngG,0,LH
6,165_KAN_prod_07_PL2017,SProd,64,0.734782,E2,lang,S>N,NameRead,AngG,0,LH
6,072_KAN_prod_02_PL2017,WProd,64,-0.465343,E2,lang,S>N,NameRead,AngG,0,LH
6,072_KAN_prod_02_PL2017,SProd,64,1.250911,E2,lang,S>N,NameRead,AngG,0,LH
6,127_KAN_prod_03_PL2017,WProd,64,-1.024394,E2,lang,S>N,NameRead,AngG,0,LH
6,127_KAN_prod_03_PL2017,SProd,64,-0.341596,E2,lang,S>N,NameRead,AngG,0,LH
6,050_FED_20150916b_3T2_PL2017,WProd,64,0.259448,E2,lang,S>N,NameRead,AngG,0,LH
6,050_FED_20150916b_3T2_PL2017,SProd,64,0.701032,E2,lang,S>N,NameRead,AngG,0,LH
6,189_FED_20150916a_3T2_PL2017,WProd,64,0.564859,E2,lang,S>N,NameRead,AngG,0,LH
6,189_FED_20150916a_3T2_PL2017,SProd,64,1.034083,E2,lang,S>N,NameRead,AngG,0,LH
6,214_FED_20151111b_3T1_PL2017,WProd,64,0.65987,E2,lang,S>N,NameRead,AngG,0,LH
6,214_FED_20151111b_3T1_PL2017,SProd,64,1.800356,E2,lang,S>N,NameRead,AngG,0,LH
6,215_FED_20160108a_3T1_PL2017,WProd,64,-0.319619,E2,lang,S>N,NameRead,AngG,0,LH
6,215_FED_20160108a_3T1_PL2017,SProd,64,0.553797,E2,lang,S>N,NameRead,AngG,0,LH
6,326_FED_20150923a_3T2_PL2017,WProd,64,0.422149,E2,lang,S>N,NameRead,AngG,0,LH
6,326_FED_20150923a_3T2_PL2017,SProd,64,0.77686,E2,lang,S>N,NameRead,AngG,0,LH
6,327_FED_20150923b_3T2_PL2017,WProd,64,-0.1009,E2,lang,S>N,NameRead,AngG,0,LH
6,327_FED_20150923b_3T2_PL2017,SProd,64,0.588122,E2,lang,S>N,NameRead,AngG,0,LH
7,129_KAN_prod_08_PL2017,WProd,37,-0.077137,E2,lang,S>N,NameRead,IFGorb,0,RH
7,129_KAN_prod_08_PL2017,SProd,37,-0.035964,E2,lang,S>N,NameRead,IFGorb,0,RH
7,140_KAN_prod_01_PL2017,WProd,37,1.221304,E2,lang,S>N,NameRead,IFGorb,0,RH
7,140_KAN_prod_01_PL2017,SProd,37,1.279234,E2,lang,S>N,NameRead,IFGorb,0,RH
7,147_KAN_prod_04_PL2017,WProd,37,-2.385567,E2,lang,S>N,NameRead,IFGorb,0,RH
7,147_KAN_prod_04_PL2017,SProd,37,-2.082789,E2,lang,S>N,NameRead,IFGorb,0,RH
7,165_KAN_prod_07_PL2017,WProd,37,0.204775,E2,lang,S>N,NameRead,IFGorb,0,RH
7,165_KAN_prod_07_PL2017,SProd,37,0.99645,E2,lang,S>N,NameRead,IFGorb,0,RH
7,072_KAN_prod_02_PL2017,WProd,37,-0.599755,E2,lang,S>N,NameRead,IFGorb,0,RH
7,072_KAN_prod_02_PL2017,SProd,37,-0.305942,E2,lang,S>N,NameRead,IFGorb,0,RH
7,127_KAN_prod_03_PL2017,WProd,37,0.773081,E2,lang,S>N,NameRead,IFGorb,0,RH
7,127_KAN_prod_03_PL2017,SProd,37,1.714269,E2,lang,S>N,NameRead,IFGorb,0,RH
7,050_FED_20150916b_3T2_PL2017,WProd,37,1.834964,E2,lang,S>N,NameRead,IFGorb,0,RH
7,050_FED_20150916b_3T2_PL2017,SProd,37,1.300034,E2,lang,S>N,NameRead,IFGorb,0,RH
7,189_FED_20150916a_3T2_PL2017,WProd,37,1.391016,E2,lang,S>N,NameRead,IFGorb,0,RH
7,189_FED_20150916a_3T2_PL2017,SProd,37,1.601887,E2,lang,S>N,NameRead,IFGorb,0,RH
7,214_FED_20151111b_3T1_PL2017,WProd,37,0.956692,E2,lang,S>N,NameRead,IFGorb,0,RH
7,214_FED_20151111b_3T1_PL2017,SProd,37,0.725071,E2,lang,S>N,NameRead,IFGorb,0,RH
7,215_FED_20160108a_3T1_PL2017,WProd,37,0.341722,E2,lang,S>N,NameRead,IFGorb,0,RH
7,215_FED_20160108a_3T1_PL2017,SProd,37,0.571822,E2,lang,S>N,NameRead,IFGorb,0,RH
7,326_FED_20150923a_3T2_PL2017,WProd,37,0.797804,E2,lang,S>N,NameRead,IFGorb,0,RH
7,326_FED_20150923a_3T2_PL2017,SProd,37,0.704013,E2,lang,S>N,NameRead,IFGorb,0,RH
7,327_FED_20150923b_3T2_PL2017,WProd,37,1.58778,E2,lang,S>N,NameRead,IFGorb,0,RH
7,327_FED_20150923b_3T2_PL2017,SProd,37,0.946969,E2,lang,S>N,NameRead,IFGorb,0,RH
8,129_KAN_prod_08_PL2017,WProd,74,-1.606057,E2,lang,S>N,NameRead,IFG,0,RH
8,129_KAN_prod_08_PL2017,SProd,74,-1.296713,E2,lang,S>N,NameRead,IFG,0,RH
8,140_KAN_prod_01_PL2017,WProd,74,2.671358,E2,lang,S>N,NameRead,IFG,0,RH
8,140_KAN_prod_01_PL2017,SProd,74,2.515792,E2,lang,S>N,NameRead,IFG,0,RH
8,147_KAN_prod_04_PL2017,WProd,74,-1.007648,E2,lang,S>N,NameRead,IFG,0,RH
8,147_KAN_prod_04_PL2017,SProd,74,-1.588933,E2,lang,S>N,NameRead,IFG,0,RH
8,165_KAN_prod_07_PL2017,WProd,74,1.71841,E2,lang,S>N,NameRead,IFG,0,RH
8,165_KAN_prod_07_PL2017,SProd,74,2.359471,E2,lang,S>N,NameRead,IFG,0,RH
8,072_KAN_prod_02_PL2017,WProd,74,0.31974,E2,lang,S>N,NameRead,IFG,0,RH
8,072_KAN_prod_02_PL2017,SProd,74,0.511194,E2,lang,S>N,NameRead,IFG,0,RH
8,127_KAN_prod_03_PL2017,WProd,74,1.166383,E2,lang,S>N,NameRead,IFG,0,RH
8,127_KAN_prod_03_PL2017,SProd,74,1.873988,E2,lang,S>N,NameRead,IFG,0,RH
8,050_FED_20150916b_3T2_PL2017,WProd,74,-0.312252,E2,lang,S>N,NameRead,IFG,0,RH
8,050_FED_20150916b_3T2_PL2017,SProd,74,-0.247573,E2,lang,S>N,NameRead,IFG,0,RH
8,189_FED_20150916a_3T2_PL2017,WProd,74,1.350584,E2,lang,S>N,NameRead,IFG,0,RH
8,189_FED_20150916a_3T2_PL2017,SProd,74,1.938439,E2,lang,S>N,NameRead,IFG,0,RH
8,214_FED_20151111b_3T1_PL2017,WProd,74,0.448071,E2,lang,S>N,NameRead,IFG,0,RH
8,214_FED_20151111b_3T1_PL2017,SProd,74,0.72187,E2,lang,S>N,NameRead,IFG,0,RH
8,215_FED_20160108a_3T1_PL2017,WProd,74,-0.886993,E2,lang,S>N,NameRead,IFG,0,RH
8,215_FED_20160108a_3T1_PL2017,SProd,74,-0.235229,E2,lang,S>N,NameRead,IFG,0,RH
8,326_FED_20150923a_3T2_PL2017,WProd,74,0.573791,E2,lang,S>N,NameRead,IFG,0,RH
8,326_FED_20150923a_3T2_PL2017,SProd,74,0.558824,E2,lang,S>N,NameRead,IFG,0,RH
8,327_FED_20150923b_3T2_PL2017,WProd,74,0.516004,E2,lang,S>N,NameRead,IFG,0,RH
8,327_FED_20150923b_3T2_PL2017,SProd,74,-0.200129,E2,lang,S>N,NameRead,IFG,0,RH
9,129_KAN_prod_08_PL2017,WProd,46,0.100096,E2,lang,S>N,NameRead,MFG,0,RH
9,129_KAN_prod_08_PL2017,SProd,46,-0.280565,E2,lang,S>N,NameRead,MFG,0,RH
9,140_KAN_prod_01_PL2017,WProd,46,2.680876,E2,lang,S>N,NameRead,MFG,0,RH
9,140_KAN_prod_01_PL2017,SProd,46,1.924869,E2,lang,S>N,NameRead,MFG,0,RH
9,147_KAN_prod_04_PL2017,WProd,46,-0.19656,E2,lang,S>N,NameRead,MFG,0,RH
9,147_KAN_prod_04_PL2017,SProd,46,-0.580455,E2,lang,S>N,NameRead,MFG,0,RH
9,165_KAN_prod_07_PL2017,WProd,46,2.676479,E2,lang,S>N,NameRead,MFG,0,RH
9,165_KAN_prod_07_PL2017,SProd,46,2.138942,E2,lang,S>N,NameRead,MFG,0,RH
9,072_KAN_prod_02_PL2017,WProd,46,0.565483,E2,lang,S>N,NameRead,MFG,0,RH
9,072_KAN_prod_02_PL2017,SProd,46,0.347432,E2,lang,S>N,NameRead,MFG,0,RH
9,127_KAN_prod_03_PL2017,WProd,46,-0.393221,E2,lang,S>N,NameRead,MFG,0,RH
9,127_KAN_prod_03_PL2017,SProd,46,0.195664,E2,lang,S>N,NameRead,MFG,0,RH
9,050_FED_20150916b_3T2_PL2017,WProd,46,3.685291,E2,lang,S>N,NameRead,MFG,0,RH
9,050_FED_20150916b_3T2_PL2017,SProd,46,2.65577,E2,lang,S>N,NameRead,MFG,0,RH
9,189_FED_20150916a_3T2_PL2017,WProd,46,2.380443,E2,lang,S>N,NameRead,MFG,0,RH
9,189_FED_20150916a_3T2_PL2017,SProd,46,2.059297,E2,lang,S>N,NameRead,MFG,0,RH
9,214_FED_20151111b_3T1_PL2017,WProd,46,1.401702,E2,lang,S>N,NameRead,MFG,0,RH
9,214_FED_20151111b_3T1_PL2017,SProd,46,1.72803,E2,lang,S>N,NameRead,MFG,0,RH
9,215_FED_20160108a_3T1_PL2017,WProd,46,1.444678,E2,lang,S>N,NameRead,MFG,0,RH
9,215_FED_20160108a_3T1_PL2017,SProd,46,0.687499,E2,lang,S>N,NameRead,MFG,0,RH
9,326_FED_20150923a_3T2_PL2017,WProd,46,2.189699,E2,lang,S>N,NameRead,MFG,0,RH
9,326_FED_20150923a_3T2_PL2017,SProd,46,1.835348,E2,lang,S>N,NameRead,MFG,0,RH
9,327_FED_20150923b_3T2_PL2017,WProd,46,-0.191781,E2,lang,S>N,NameRead,MFG,0,RH
9,327_FED_20150923b_3T2_PL2017,SProd,46,-0.866352,E2,lang,S>N,NameRead,MFG,0,RH
10,129_KAN_prod_08_PL2017,WProd,162,1.42406,E2,lang,S>N,NameRead,AntTemp,0,RH
10,129_KAN_prod_08_PL2017,SProd,162,1.556933,E2,lang,S>N,NameRead,AntTemp,0,RH
10,140_KAN_prod_01_PL2017,WProd,162,1.372709,E2,lang,S>N,NameRead,AntTemp,0,RH
10,140_KAN_prod_01_PL2017,SProd,162,1.323065,E2,lang,S>N,NameRead,AntTemp,0,RH
10,147_KAN_prod_04_PL2017,WProd,162,-1.495086,E2,lang,S>N,NameRead,AntTemp,0,RH
10,147_KAN_prod_04_PL2017,SProd,162,-1.473499,E2,lang,S>N,NameRead,AntTemp,0,RH
10,165_KAN_prod_07_PL2017,WProd,162,0.78111,E2,lang,S>N,NameRead,AntTemp,0,RH
10,165_KAN_prod_07_PL2017,SProd,162,0.995063,E2,lang,S>N,NameRead,AntTemp,0,RH
10,072_KAN_prod_02_PL2017,WProd,162,0.519424,E2,lang,S>N,NameRead,AntTemp,0,RH
10,072_KAN_prod_02_PL2017,SProd,162,0.736049,E2,lang,S>N,NameRead,AntTemp,0,RH
10,127_KAN_prod_03_PL2017,WProd,162,2.463558,E2,lang,S>N,NameRead,AntTemp,0,RH
10,127_KAN_prod_03_PL2017,SProd,162,2.751453,E2,lang,S>N,NameRead,AntTemp,0,RH
10,050_FED_20150916b_3T2_PL2017,WProd,162,2.205033,E2,lang,S>N,NameRead,AntTemp,0,RH
10,050_FED_20150916b_3T2_PL2017,SProd,162,0.742629,E2,lang,S>N,NameRead,AntTemp,0,RH
10,189_FED_20150916a_3T2_PL2017,WProd,162,1.559894,E2,lang,S>N,NameRead,AntTemp,0,RH
10,189_FED_20150916a_3T2_PL2017,SProd,162,1.589749,E2,lang,S>N,NameRead,AntTemp,0,RH
10,214_FED_20151111b_3T1_PL2017,WProd,162,0.8061,E2,lang,S>N,NameRead,AntTemp,0,RH
10,214_FED_20151111b_3T1_PL2017,SProd,162,0.897078,E2,lang,S>N,NameRead,AntTemp,0,RH
10,215_FED_20160108a_3T1_PL2017,WProd,162,-0.673209,E2,lang,S>N,NameRead,AntTemp,0,RH
10,215_FED_20160108a_3T1_PL2017,SProd,162,0.150529,E2,lang,S>N,NameRead,AntTemp,0,RH
10,326_FED_20150923a_3T2_PL2017,WProd,162,0.11324,E2,lang,S>N,NameRead,AntTemp,0,RH
10,326_FED_20150923a_3T2_PL2017,SProd,162,0.260767,E2,lang,S>N,NameRead,AntTemp,0,RH
10,327_FED_20150923b_3T2_PL2017,WProd,162,0.131641,E2,lang,S>N,NameRead,AntTemp,0,RH
10,327_FED_20150923b_3T2_PL2017,SProd,162,0.36951,E2,lang,S>N,NameRead,AntTemp,0,RH
11,129_KAN_prod_08_PL2017,WProd,294,-0.117989,E2,lang,S>N,NameRead,PostTemp,0,RH
11,129_KAN_prod_08_PL2017,SProd,294,0.220842,E2,lang,S>N,NameRead,PostTemp,0,RH
11,140_KAN_prod_01_PL2017,WProd,294,0.856669,E2,lang,S>N,NameRead,PostTemp,0,RH
11,140_KAN_prod_01_PL2017,SProd,294,0.834628,E2,lang,S>N,NameRead,PostTemp,0,RH
11,147_KAN_prod_04_PL2017,WProd,294,-1.816758,E2,lang,S>N,NameRead,PostTemp,0,RH
11,147_KAN_prod_04_PL2017,SProd,294,-1.385732,E2,lang,S>N,NameRead,PostTemp,0,RH
11,165_KAN_prod_07_PL2017,WProd,294,-0.270209,E2,lang,S>N,NameRead,PostTemp,0,RH
11,165_KAN_prod_07_PL2017,SProd,294,0.84998,E2,lang,S>N,NameRead,PostTemp,0,RH
11,072_KAN_prod_02_PL2017,WProd,294,0.971502,E2,lang,S>N,NameRead,PostTemp,0,RH
11,072_KAN_prod_02_PL2017,SProd,294,1.287353,E2,lang,S>N,NameRead,PostTemp,0,RH
11,127_KAN_prod_03_PL2017,WProd,294,0.583217,E2,lang,S>N,NameRead,PostTemp,0,RH
11,127_KAN_prod_03_PL2017,SProd,294,1.692295,E2,lang,S>N,NameRead,PostTemp,0,RH
11,050_FED_20150916b_3T2_PL2017,WProd,294,-0.834723,E2,lang,S>N,NameRead,PostTemp,0,RH
11,050_FED_20150916b_3T2_PL2017,SProd,294,-0.474831,E2,lang,S>N,NameRead,PostTemp,0,RH
11,189_FED_20150916a_3T2_PL2017,WProd,294,0.362034,E2,lang,S>N,NameRead,PostTemp,0,RH
11,189_FED_20150916a_3T2_PL2017,SProd,294,0.706287,E2,lang,S>N,NameRead,PostTemp,0,RH
11,214_FED_20151111b_3T1_PL2017,WProd,294,0.266031,E2,lang,S>N,NameRead,PostTemp,0,RH
11,214_FED_20151111b_3T1_PL2017,SProd,294,0.656567,E2,lang,S>N,NameRead,PostTemp,0,RH
11,215_FED_20160108a_3T1_PL2017,WProd,294,-0.314675,E2,lang,S>N,NameRead,PostTemp,0,RH
11,215_FED_20160108a_3T1_PL2017,SProd,294,0.357151,E2,lang,S>N,NameRead,PostTemp,0,RH
11,326_FED_20150923a_3T2_PL2017,WProd,294,0.146422,E2,lang,S>N,NameRead,PostTemp,0,RH
11,326_FED_20150923a_3T2_PL2017,SProd,294,0.065793,E2,lang,S>N,NameRead,PostTemp,0,RH
11,327_FED_20150923b_3T2_PL2017,WProd,294,-0.07935,E2,lang,S>N,NameRead,PostTemp,0,RH
11,327_FED_20150923b_3T2_PL2017,SProd,294,-0.135833,E2,lang,S>N,NameRead,PostTemp,0,RH
12,129_KAN_prod_08_PL2017,WProd,64,-0.827531,E2,lang,S>N,NameRead,AngG,0,RH
12,129_KAN_prod_08_PL2017,SProd,64,-0.691415,E2,lang,S>N,NameRead,AngG,0,RH
12,140_KAN_prod_01_PL2017,WProd,64,2.989692,E2,lang,S>N,NameRead,AngG,0,RH
12,140_KAN_prod_01_PL2017,SProd,64,5.23742,E2,lang,S>N,NameRead,AngG,0,RH
12,147_KAN_prod_04_PL2017,WProd,64,-2.757795,E2,lang,S>N,NameRead,AngG,0,RH
12,147_KAN_prod_04_PL2017,SProd,64,-2.403289,E2,lang,S>N,NameRead,AngG,0,RH
12,165_KAN_prod_07_PL2017,WProd,64,2.288571,E2,lang,S>N,NameRead,AngG,0,RH
12,165_KAN_prod_07_PL2017,SProd,64,3.322461,E2,lang,S>N,NameRead,AngG,0,RH
12,072_KAN_prod_02_PL2017,WProd,64,1.085828,E2,lang,S>N,NameRead,AngG,0,RH
12,072_KAN_prod_02_PL2017,SProd,64,1.314528,E2,lang,S>N,NameRead,AngG,0,RH
12,127_KAN_prod_03_PL2017,WProd,64,-0.945548,E2,lang,S>N,NameRead,AngG,0,RH
12,127_KAN_prod_03_PL2017,SProd,64,-0.315501,E2,lang,S>N,NameRead,AngG,0,RH
12,050_FED_20150916b_3T2_PL2017,WProd,64,-1.650356,E2,lang,S>N,NameRead,AngG,0,RH
12,050_FED_20150916b_3T2_PL2017,SProd,64,-0.329706,E2,lang,S>N,NameRead,AngG,0,RH
12,189_FED_20150916a_3T2_PL2017,WProd,64,1.699896,E2,lang,S>N,NameRead,AngG,0,RH
12,189_FED_20150916a_3T2_PL2017,SProd,64,3.085742,E2,lang,S>N,NameRead,AngG,0,RH
12,214_FED_20151111b_3T1_PL2017,WProd,64,1.560496,E2,lang,S>N,NameRead,AngG,0,RH
12,214_FED_20151111b_3T1_PL2017,SProd,64,1.530539,E2,lang,S>N,NameRead,AngG,0,RH
12,215_FED_20160108a_3T1_PL2017,WProd,64,-1.093694,E2,lang,S>N,NameRead,AngG,0,RH
12,215_FED_20160108a_3T1_PL2017,SProd,64,-0.494794,E2,lang,S>N,NameRead,AngG,0,RH
12,326_FED_20150923a_3T2_PL2017,WProd,64,0.61278,E2,lang,S>N,NameRead,AngG,0,RH
12,326_FED_20150923a_3T2_PL2017,SProd,64,0.328116,E2,lang,S>N,NameRead,AngG,0,RH
12,327_FED_20150923b_3T2_PL2017,WProd,64,-0.848715,E2,lang,S>N,NameRead,AngG,0,RH
12,327_FED_20150923b_3T2_PL2017,SProd,64,-1.116566,E2,lang,S>N,NameRead,AngG,0,RH
1,742_FED_20190320b_3T2_PL2017,H,395,3.673131,E1,MD,H>E,spWM,PostParietal,0,LH
1,742_FED_20190320b_3T2_PL2017,E,395,2.868058,E1,MD,H>E,spWM,PostParietal,0,LH
1,746_FED_20190328a_3T2_PL2017,H,395,4.609337,E1,MD,H>E,spWM,PostParietal,0,LH
1,746_FED_20190328a_3T2_PL2017,E,395,3.717214,E1,MD,H>E,spWM,PostParietal,0,LH
1,747_FED_20190328b_3T2_PL2017,H,395,1.290326,E1,MD,H>E,spWM,PostParietal,0,LH
1,747_FED_20190328b_3T2_PL2017,E,395,1.311814,E1,MD,H>E,spWM,PostParietal,0,LH
1,748_FED_20190328c_3T2_PL2017,H,395,5.158532,E1,MD,H>E,spWM,PostParietal,0,LH
1,748_FED_20190328c_3T2_PL2017,E,395,4.106347,E1,MD,H>E,spWM,PostParietal,0,LH
1,749_FED_20190404a_3T2_PL2017,H,395,4.205703,E1,MD,H>E,spWM,PostParietal,0,LH
1,749_FED_20190404a_3T2_PL2017,E,395,3.366764,E1,MD,H>E,spWM,PostParietal,0,LH
1,750_FED_20190404b_3T2_PL2017,H,395,6.491886,E1,MD,H>E,spWM,PostParietal,0,LH
1,750_FED_20190404b_3T2_PL2017,E,395,3.438318,E1,MD,H>E,spWM,PostParietal,0,LH
1,751_FED_20190404c_3T2_PL2017,H,395,5.275143,E1,MD,H>E,spWM,PostParietal,0,LH
1,751_FED_20190404c_3T2_PL2017,E,395,3.612962,E1,MD,H>E,spWM,PostParietal,0,LH
1,752_FED_20190404d_3T2_PL2017,H,395,5.300018,E1,MD,H>E,spWM,PostParietal,0,LH
1,752_FED_20190404d_3T2_PL2017,E,395,3.604219,E1,MD,H>E,spWM,PostParietal,0,LH
1,753_FED_20190405a_3T2_PL2017,H,395,7.180454,E1,MD,H>E,spWM,PostParietal,0,LH
1,753_FED_20190405a_3T2_PL2017,E,395,5.97453,E1,MD,H>E,spWM,PostParietal,0,LH
1,754_FED_20190405b_3T2_PL2017,H,395,3.650127,E1,MD,H>E,spWM,PostParietal,0,LH
1,754_FED_20190405b_3T2_PL2017,E,395,2.22356,E1,MD,H>E,spWM,PostParietal,0,LH
1,755_FED_20190411a_3T2_PL2017,H,395,5.721084,E1,MD,H>E,spWM,PostParietal,0,LH
1,755_FED_20190411a_3T2_PL2017,E,395,4.046867,E1,MD,H>E,spWM,PostParietal,0,LH
1,756_FED_20190411b_3T2_PL2017,H,395,4.95984,E1,MD,H>E,spWM,PostParietal,0,LH
1,756_FED_20190411b_3T2_PL2017,E,395,4.1275,E1,MD,H>E,spWM,PostParietal,0,LH
1,757_FED_20190411c_3T2_PL2017,H,395,1.917535,E1,MD,H>E,spWM,PostParietal,0,LH
1,757_FED_20190411c_3T2_PL2017,E,395,1.835262,E1,MD,H>E,spWM,PostParietal,0,LH
